time,psibdx,psivdx,lonx,latx,alt,dvbe,thtvdx,VBED1,VBED2,VBED3
127.5,179.874,-178.965,-120.511,33.2678,78405.5,1812.44,13.5877,-1761.42,-31.8343,-425.802
128,179.871,-178.962,-120.511,33.2599,78617.3,1811.3,13.4487,-1761.35,-31.9265,-421.263
128.5,179.867,-178.959,-120.511,33.2521,78826.8,1810.18,13.3095,-1761.27,-32.0183,-416.725
129,179.863,-178.956,-120.511,33.2442,79034,1809.07,13.1702,-1761.2,-32.1098,-412.188
129.5,179.86,-178.952,-120.511,33.2364,79238.9,1807.98,13.0307,-1761.13,-32.2011,-407.65
130,179.856,-178.949,-120.511,33.2285,79441.6,1806.89,12.891,-1761.05,-32.2921,-403.113
130.5,179.852,-178.947,-120.512,33.2207,79642,1805.82,12.7512,-1760.98,-32.3828,-398.576
131,179.849,-178.944,-120.512,33.2129,79840.2,1804.75,12.6112,-1760.91,-32.4732,-394.039
131.5,179.845,-178.941,-120.512,33.205,80036.1,1803.7,12.4711,-1760.84,-32.5633,-389.503
132,179.842,-178.938,-120.512,33.1972,80229.7,1802.66,12.3307,-1760.77,-32.6531,-384.966
132.5,179.838,-178.935,-120.512,33.1893,80421,1801.63,12.1903,-1760.7,-32.7427,-380.43
133,179.834,-178.932,-120.512,33.1815,80610.1,1800.61,12.0496,-1760.63,-32.832,-375.895
133.5,179.831,-178.929,-120.513,33.1737,80796.9,1799.61,11.9089,-1760.57,-32.9209,-371.359
134,179.827,-178.926,-120.513,33.1658,80981.4,1798.61,11.7679,-1760.5,-33.0096,-366.824
134.5,179.824,-178.923,-120.513,33.158,81163.7,1797.63,11.6268,-1760.43,-33.0981,-362.289
135,179.82,-178.92,-120.513,33.1502,81343.7,1796.66,11.4856,-1760.37,-33.1862,-357.754
135.5,179.816,-178.917,-120.513,33.1423,81521.5,1795.7,11.3442,-1760.3,-33.274,-353.219
136,179.813,-178.914,-120.514,33.1345,81696.9,1794.75,11.2027,-1760.24,-33.3616,-348.685
136.5,179.809,-178.911,-120.514,33.1267,81870.1,1793.82,11.061,-1760.18,-33.4488,-344.151
137,179.806,-178.908,-120.514,33.1188,82041.1,1792.89,10.9192,-1760.11,-33.5358,-339.617
137.5,179.802,-178.906,-120.514,33.111,82209.7,1791.98,10.7772,-1760.05,-33.6225,-335.083
138,179.799,-178.903,-120.514,33.1032,82376.1,1791.08,10.6351,-1759.99,-33.7089,-330.549
138.5,179.795,-178.9,-120.514,33.0953,82540.3,1790.19,10.4928,-1759.93,-33.7951,-326.016
139,179.792,-178.897,-120.515,33.0875,82702.1,1789.31,10.3504,-1759.87,-33.8809,-321.483
139.5,179.788,-178.894,-120.515,33.0797,82861.7,1788.45,10.2079,-1759.81,-33.9665,-316.95
140,179.784,-178.891,-120.515,33.0718,83019.1,1787.59,10.0652,-1759.75,-34.0517,-312.417
140.5,179.781,-178.889,-120.515,33.064,83174.1,1786.75,9.92246,-1759.69,-34.1367,-307.884
141,179.777,-178.886,-120.515,33.0562,83326.9,1785.92,9.77953,-1759.64,-34.2214,-303.352
141.5,179.774,-178.883,-120.515,33.0483,83477.5,1785.1,9.63648,-1759.58,-34.3058,-298.82
142,179.77,-178.88,-120.516,33.0405,83625.8,1784.3,9.4933,-1759.52,-34.3899,-294.288
142.5,179.767,-178.878,-120.516,33.0327,83771.8,1783.5,9.34999,-1759.47,-34.4738,-289.756
143,179.763,-178.875,-120.516,33.0248,83915.5,1782.72,9.20656,-1759.41,-34.5573,-285.224
143.5,179.76,-178.872,-120.516,33.017,84057,1781.95,9.06301,-1759.36,-34.6406,-280.693
144,179.756,-178.869,-120.516,33.0092,84196.2,1781.19,8.91933,-1759.3,-34.7236,-276.162
144.5,179.753,-178.867,-120.517,33.0014,84333.1,1780.44,8.77554,-1759.25,-34.8063,-271.631
145,179.749,-178.864,-120.517,32.9935,84467.8,1779.7,8.63162,-1759.2,-34.8887,-267.1
145.5,179.746,-178.861,-120.517,32.9857,84600.2,1778.98,8.4876,-1759.15,-34.9708,-262.569
146,179.742,-178.858,-120.517,32.9779,84730.4,1778.27,8.34346,-1759.1,-35.0526,-258.038
146.5,179.739,-178.856,-120.517,32.9701,84858.2,1777.57,8.1992,-1759.05,-35.1342,-253.508
147,179.735,-178.853,-120.517,32.9622,84983.8,1776.88,8.05481,-1759,-35.2156,-248.977
147.5,179.732,-178.85,-120.518,32.9544,85107.2,1776.2,7.9103,-1758.95,-35.2967,-244.446
148,179.728,-178.848,-120.518,32.9466,85228.3,1775.54,7.7657,-1758.9,-35.3775,-239.915
148.5,179.725,-178.845,-120.518,32.9388,85347.1,1774.89,7.62098,-1758.85,-35.458,-235.385
149,179.721,-178.842,-120.518,32.9309,85463.7,1774.25,7.47617,-1758.81,-35.5382,-230.854
149.5,179.718,-178.84,-120.518,32.9231,85577.9,1773.62,7.33125,-1758.76,-35.6182,-226.324
150,179.714,-178.837,-120.519,32.9153,85690,1773.01,7.18623,-1758.72,-35.6978,-221.794
150.5,179.711,-178.835,-120.519,32.9075,85799.7,1772.4,7.04112,-1758.67,-35.7772,-217.264
151,179.707,-178.832,-120.519,32.8996,85907.2,1771.81,6.89591,-1758.63,-35.8563,-212.734
151.5,179.704,-178.829,-120.519,32.8918,86012.4,1771.23,6.7506,-1758.58,-35.9351,-208.204
152,179.7,-178.827,-120.519,32.884,86115.4,1770.66,6.6052,-1758.54,-36.0136,-203.675
152.5,179.697,-178.824,-120.52,32.8762,86216.1,1770.11,6.45972,-1758.5,-36.0918,-199.145
153,179.693,-178.822,-120.52,32.8683,86314.5,1769.56,6.31414,-1758.46,-36.1697,-194.616
153.5,179.69,-178.819,-120.52,32.8605,86410.7,1769.03,6.16848,-1758.42,-36.2474,-190.087
154,179.686,-178.817,-120.52,32.8527,86504.6,1768.51,6.02274,-1758.38,-36.3247,-185.558
154.5,179.683,-178.814,-120.52,32.8449,86596.3,1768,5.87691,-1758.34,-36.4018,-181.029
155,179.679,-178.811,-120.521,32.8371,86685.6,1767.51,5.731,-1758.3,-36.4786,-176.5
155.5,179.676,-178.809,-120.521,32.8292,86772.7,1767.03,5.58501,-1758.26,-36.5551,-171.971
156,179.672,-178.806,-120.521,32.8214,86857.6,1766.56,5.43894,-1758.22,-36.6313,-167.443
156.5,179.668,-178.804,-120.521,32.8136,86940.2,1766.1,5.2928,-1758.18,-36.7072,-162.914
157,179.665,-178.801,-120.521,32.8058,87020.5,1765.65,5.14659,-1758.15,-36.7829,-158.386
157.5,179.661,-178.799,-120.521,32.798,87098.5,1765.21,5.0003,-1758.11,-36.8582,-153.858
158,179.658,-178.797,-120.522,32.7901,87174.3,1764.79,4.85394,-1758.08,-36.9333,-149.33
158.5,179.654,-178.794,-120.522,32.7823,87247.9,1764.38,4.70752,-1758.04,-37.0081,-144.802
159,179.651,-178.792,-120.522,32.7745,87319.1,1763.98,4.56103,-1758.01,-37.0826,-140.274
159.5,179.647,-178.789,-120.522,32.7667,87388.1,1763.6,4.41448,-1757.97,-37.1568,-135.746
160,179.644,-178.787,-120.522,32.7589,87454.9,1763.22,4.26786,-1757.94,-37.2307,-131.218
160.5,179.64,-178.784,-120.523,32.7511,87519.3,1762.86,4.12119,-1757.91,-37.3043,-126.69
161,179.637,-178.782,-120.523,32.7432,87581.5,1762.51,3.97445,-1757.88,-37.3777,-122.163
161.5,179.633,-178.78,-120.523,32.7354,87641.5,1762.17,3.82767,-1757.84,-37.4507,-117.635
162,179.63,-178.777,-120.523,32.7276,87699.2,1761.85,3.68082,-1757.81,-37.5235,-113.108
162.5,179.626,-178.775,-120.523,32.7198,87754.6,1761.54,3.53393,-1757.78,-37.596,-108.58
163,179.623,-178.772,-120.524,32.712,87807.7,1761.24,3.38698,-1757.76,-37.6682,-104.053
163.5,179.619,-178.77,-120.524,32.7042,87858.6,1760.95,3.23999,-1757.73,-37.7401,-99.5258
164,179.616,-178.768,-120.524,32.6963,87907.2,1760.67,3.09295,-1757.7,-37.8118,-94.9986
164.5,179.612,-178.765,-120.524,32.6885,87953.6,1760.41,2.94587,-1757.67,-37.8831,-90.4715
165,179.609,-178.763,-120.524,32.6807,87997.7,1760.15,2.79874,-1757.64,-37.9542,-85.9444
165.5,179.605,-178.761,-120.525,32.6729,88039.5,1759.91,2.65157,-1757.62,-38.025,-81.4174
166,179.601,-178.758,-120.525,32.6651,88079.1,1759.69,2.50437,-1757.59,-38.0955,-76.8905
166.5,179.598,-178.756,-120.525,32.6573,88116.4,1759.47,2.35713,-1757.57,-38.1657,-72.3635
167,179.594,-178.754,-120.525,32.6494,88151.5,1759.27,2.20985,-1757.54,-38.2356,-67.8367
167.5,179.591,-178.751,-120.525,32.6416,88184.2,1759.08,2.06254,-1757.52,-38.3052,-63.3099
168,179.587,-178.749,-120.526,32.6338,88214.8,1758.9,1.9152,-1757.5,-38.3746,-58.7831
168.5,179.584,-178.747,-120.526,32.626,88243,1758.73,1.76784,-1757.47,-38.4436,-54.2563
169,179.58,-178.745,-120.526,32.6182,88269,1758.58,1.62044,-1757.45,-38.5124,-49.7296
169.5,179.577,-178.742,-120.526,32.6104,88292.7,1758.44,1.47303,-1757.43,-38.5809,-45.2029
170,179.573,-178.74,-120.526,32.6026,88314.2,1758.31,1.32559,-1757.41,-38.6491,-40.6763
170.5,179.57,-178.738,-120.527,32.5947,88333.4,1758.19,1.17813,-1757.39,-38.7171,-36.1496
171,179.566,-178.736,-120.527,32.5869,88350.3,1758.08,1.03065,-1757.37,-38.7847,-31.623
171.5,179.563,-178.733,-120.527,32.5791,88365,1757.99,0.883151,-1757.35,-38.8521,-27.0964
172,179.559,-178.731,-120.527,32.5713,88377.4,1757.91,0.735641,-1757.33,-38.9191,-22.5698
172.5,179.555,-178.729,-120.527,32.5635,88387.6,1757.84,0.588119,-1757.32,-38.9859,-18.0433
173,179.552,-178.727,-120.528,32.5557,88395.5,1757.79,0.440586,-1757.3,-39.0524,-13.5167
173.5,179.548,-178.725,-120.528,32.5479,88401.1,1757.74,0.293046,-1757.28,-39.1186,-8.99013
174,179.545,-178.723,-120.528,32.54,88404.4,1757.71,0.145498,-1757.27,-39.1846,-4.46357
174.5,179.541,-178.72,-120.528,32.5322,88405.5,1757.69,-0.00205333,-1757.25,-39.2502,0.062991
175,179.538,-178.718,-120.528,32.5244,88404.4,1757.69,-0.149607,-1757.24,-39.3156,4.58956
175.5,179.534,-178.716,-120.529,32.5166,88400.9,1757.69,-0.297162,-1757.23,-39.3807,9.11613
176,179.531,-178.714,-120.529,32.5088,88395.2,1757.71,-0.444714,-1757.21,-39.4455,13.6427
176.5,179.527,-178.712,-120.529,32.501,88387.3,1757.74,-0.592263,-1757.2,-39.51,18.1693
177,179.523,-178.71,-120.529,32.4932,88377.1,1757.78,-0.739806,-1757.19,-39.5742,22.6959
177.5,179.52,-178.708,-120.53,32.4853,88364.6,1757.83,-0.887342,-1757.18,-39.6382,27.2226
178,179.516,-178.706,-120.53,32.4775,88349.8,1757.9,-1.03487,-1757.17,-39.7018,31.7492
178.5,179.513,-178.704,-120.53,32.4697,88332.8,1757.98,-1.18238,-1757.16,-39.7652,36.2759
179,179.509,-178.702,-120.53,32.4619,88313.5,1758.07,-1.32988,-1757.15,-39.8283,40.8026
179.5,179.506,-178.699,-120.53,32.4541,88292,1758.17,-1.47737,-1757.14,-39.8911,45.3294
180,179.502,-178.697,-120.531,32.4463,88268.2,1758.29,-1.62483,-1757.13,-39.9536,49.8561
180.5,179.499,-178.695,-120.531,32.4385,88242.1,1758.42,-1.77228,-1757.12,-40.0158,54.3829
181,179.495,-178.693,-120.531,32.4306,88213.8,1758.56,-1.91971,-1757.11,-40.0778,58.9098
181.5,179.491,-178.691,-120.531,32.4228,88183.2,1758.71,-2.06711,-1757.11,-40.1395,63.4367
182,179.488,-178.689,-120.531,32.415,88150.4,1758.88,-2.21448,-1757.1,-40.2009,67.9637
182.5,179.484,-178.687,-120.532,32.4072,88115.2,1759.05,-2.36183,-1757.1,-40.262,72.4907
183,179.481,-178.685,-120.532,32.3994,88077.9,1759.24,-2.50915,-1757.09,-40.3228,77.0177
183.5,179.477,-178.683,-120.532,32.3916,88038.2,1759.44,-2.65644,-1757.09,-40.3833,81.5448
184,179.474,-178.681,-120.532,32.3838,87996.3,1759.66,-2.80369,-1757.09,-40.4436,86.072
184.5,179.47,-178.679,-120.532,32.376,87952.1,1759.88,-2.95091,-1757.08,-40.5035,90.5992
185,179.466,-178.678,-120.533,32.3681,87905.7,1760.12,-3.09808,-1757.08,-40.5632,95.1265
185.5,179.463,-178.676,-120.533,32.3603,87857,1760.37,-3.24522,-1757.08,-40.6226,99.6539
186,179.459,-178.674,-120.533,32.3525,87806,1760.63,-3.39232,-1757.08,-40.6817,104.181
186.5,179.456,-178.672,-120.533,32.3447,87752.8,1760.91,-3.53938,-1757.08,-40.7406,108.709
187,179.452,-178.67,-120.534,32.3369,87697.3,1761.2,-3.68639,-1757.08,-40.7991,113.236
187.5,179.448,-178.668,-120.534,32.3291,87639.5,1761.5,-3.83335,-1757.08,-40.8574,117.764
188,179.445,-178.666,-120.534,32.3213,87579.5,1761.81,-3.98026,-1757.08,-40.9154,122.292
188.5,179.441,-178.664,-120.534,32.3134,87517.2,1762.13,-4.12712,-1757.08,-40.9731,126.82
189,179.438,-178.662,-120.534,32.3056,87452.7,1762.47,-4.27393,-1757.09,-41.0305,131.348
189.5,179.434,-178.66,-120.535,32.2978,87385.9,1762.82,-4.42068,-1757.09,-41.0876,135.876
190,179.43,-178.659,-120.535,32.29,87316.8,1763.18,-4.56737,-1757.09,-41.1445,140.404
190.5,179.427,-178.657,-120.535,32.2822,87245.5,1763.55,-4.71401,-1757.1,-41.201,144.932
191,179.423,-178.655,-120.535,32.2744,87171.9,1763.93,-4.86058,-1757.1,-41.2573,149.46
191.5,179.42,-178.653,-120.535,32.2666,87096,1764.33,-5.00709,-1757.11,-41.3133,153.989
192,179.416,-178.651,-120.536,32.2587,87017.9,1764.74,-5.15353,-1757.12,-41.369,158.517
192.5,179.413,-178.649,-120.536,32.2509,86937.5,1765.16,-5.29991,-1757.12,-41.4245,163.046
193,179.409,-178.648,-120.536,32.2431,86854.8,1765.59,-5.44622,-1757.13,-41.4796,167.575
193.5,179.405,-178.646,-120.536,32.2353,86769.9,1766.04,-5.59246,-1757.14,-41.5345,172.104
194,179.402,-178.644,-120.537,32.2275,86682.7,1766.49,-5.73863,-1757.15,-41.5891,176.633
194.5,179.398,-178.642,-120.537,32.2197,86593.3,1766.96,-5.88472,-1757.16,-41.6434,181.162
195,179.394,-178.641,-120.537,32.2118,86501.5,1767.45,-6.03073,-1757.17,-41.6974,185.691
195.5,179.391,-178.639,-120.537,32.204,86407.5,1767.94,-6.17667,-1757.18,-41.7511,190.221
196,179.387,-178.637,-120.537,32.1962,86311.3,1768.45,-6.32252,-1757.19,-41.8046,194.75
196.5,179.384,-178.635,-120.538,32.1884,86212.8,1768.96,-6.4683,-1757.2,-41.8577,199.28
197,179.38,-178.634,-120.538,32.1806,86112,1769.49,-6.61399,-1757.22,-41.9106,203.81
197.5,179.376,-178.632,-120.538,32.1728,86009,1770.04,-6.75959,-1757.23,-41.9632,208.34
198,179.373,-178.63,-120.538,32.1649,85903.7,1770.59,-6.90511,-1757.24,-42.0155,212.87
198.5,179.369,-178.629,-120.539,32.1571,85796.1,1771.16,-7.05053,-1757.26,-42.0676,217.4
199,179.366,-178.627,-120.539,32.1493,85686.3,1771.73,-7.19587,-1757.27,-42.1193,221.93
199.5,179.362,-178.625,-120.539,32.1415,85574.2,1772.32,-7.34111,-1757.29,-42.1708,226.461
200,179.358,-178.624,-120.539,32.1337,85459.8,1772.93,-7.48626,-1757.31,-42.222,230.992
200.5,179.355,-178.622,-120.539,32.1259,85343.1,1773.54,-7.63131,-1757.32,-42.2729,235.523
201,179.351,-178.62,-120.54,32.118,85224.3,1774.17,-7.77626,-1757.34,-42.3235,240.054
201.5,179.347,-178.619,-120.54,32.1102,85103.1,1774.8,-7.92111,-1757.36,-42.3739,244.585
202,179.344,-178.617,-120.54,32.1024,84979.7,1775.45,-8.06586,-1757.38,-42.4239,249.116
202.5,179.34,-178.616,-120.54,32.0946,84854,1776.12,-8.2105,-1757.4,-42.4737,253.648
203,179.336,-178.614,-120.541,32.0868,84726,1776.79,-8.35497,-1757.42,-42.523,258.177
203.5,179.333,-178.612,-120.541,32.0789,84595.8,1777.47,-8.49933,-1757.44,-42.5719,262.707
204,179.329,-178.611,-120.541,32.0711,84463.3,1778.17,-8.64358,-1757.46,-42.6206,267.237
204.5,179.326,-178.609,-120.541,32.0633,84328.5,1778.88,-8.78772,-1757.48,-42.669,271.766
205,179.322,-178.608,-120.541,32.0555,84191.5,1779.6,-8.93174,-1757.5,-42.7171,276.296
205.5,179.318,-178.606,-120.542,32.0477,84052.2,1780.33,-9.07565,-1757.52,-42.7649,280.826
206,179.315,-178.605,-120.542,32.0398,83910.7,1781.07,-9.21944,-1757.54,-42.8124,285.357
206.5,179.311,-178.603,-120.542,32.032,83766.9,1781.83,-9.3631,-1757.57,-42.8596,289.887
207,179.307,-178.602,-120.542,32.0242,83620.8,1782.6,-9.50665,-1757.59,-42.9066,294.417
207.5,179.304,-178.6,-120.543,32.0164,83472.4,1783.38,-9.65007,-1757.62,-42.9532,298.948
208,179.3,-178.599,-120.543,32.0085,83321.8,1784.17,-9.79336,-1757.64,-42.9996,303.479
208.5,179.297,-178.597,-120.543,32.0007,83168.9,1784.97,-9.93653,-1757.67,-43.0456,308.009
209,179.293,-178.596,-120.543,31.9929,83013.8,1785.78,-10.0796,-1757.69,-43.0914,312.54
209.5,179.289,-178.594,-120.543,31.9851,82856.4,1786.61,-10.2225,-1757.72,-43.1369,317.071
210,179.286,-178.593,-120.544,31.9773,82696.7,1787.45,-10.3653,-1757.75,-43.1821,321.602
210.5,179.282,-178.591,-120.544,31.9694,82534.8,1788.3,-10.5079,-1757.78,-43.227,326.134
211,179.278,-178.59,-120.544,31.9616,82370.6,1789.16,-10.6504,-1757.8,-43.2716,330.665
211.5,179.275,-178.588,-120.544,31.9538,82204.1,1790.03,-10.7928,-1757.83,-43.3159,335.196
212,179.271,-178.587,-120.545,31.946,82035.4,1790.92,-10.935,-1757.86,-43.3599,339.728
212.5,179.268,-178.586,-120.545,31.9381,81864.4,1791.81,-11.0771,-1757.89,-43.4036,344.259
213,179.264,-178.584,-120.545,31.9303,81691.1,1792.72,-11.219,-1757.92,-43.447,348.791
213.5,179.26,-178.583,-120.545,31.9225,81515.6,1793.64,-11.3608,-1757.96,-43.4902,353.323
214,179.257,-178.581,-120.545,31.9147,81337.8,1794.57,-11.5025,-1757.99,-43.533,357.855
214.5,179.253,-178.58,-120.546,31.9068,81157.7,1795.51,-11.644,-1758.02,-43.5755,362.387
215,179.249,-178.579,-120.546,31.899,80975.4,1796.46,-11.7853,-1758.05,-43.6177,366.919
215.5,179.246,-178.577,-120.546,31.8912,80790.8,1797.43,-11.9265,-1758.09,-43.6597,371.451
216,179.242,-178.576,-120.546,31.8833,80603.9,1798.41,-12.0675,-1758.12,-43.7013,375.983
216.5,179.239,-178.575,-120.547,31.8755,80414.8,1799.39,-12.2084,-1758.16,-43.7426,380.516
217,179.235,-178.573,-120.547,31.8677,80223.4,1800.39,-12.3492,-1758.19,-43.7837,385.048
217.5,179.231,-178.572,-120.547,31.8599,80029.7,1801.41,-12.4897,-1758.23,-43.8244,389.58
218,179.228,-178.571,-120.547,31.852,79833.8,1802.43,-12.6301,-1758.27,-43.8648,394.113
218.5,179.224,-178.57,-120.548,31.8442,79635.6,1803.46,-12.7704,-1758.3,-43.9049,398.645
219,179.221,-178.568,-120.548,31.8364,79435.2,1804.51,-12.9105,-1758.34,-43.9448,403.178
219.5,179.217,-178.567,-120.548,31.8285,79232.4,1805.56,-13.0504,-1758.38,-43.9843,407.71
220,179.213,-178.566,-120.548,31.8207,79027.4,1806.63,-13.1901,-1758.42,-44.0235,412.243
220.5,179.21,-178.565,-120.548,31.8129,78820.2,1807.71,-13.3297,-1758.46,-44.0624,416.776
221,179.206,-178.563,-120.549,31.805,78610.6,1808.8,-13.4691,-1758.5,-44.1009,421.308
221.5,179.203,-178.562,-120.549,31.7972,78398.9,1809.9,-13.6084,-1758.54,-44.1392,425.841
222,179.199,-178.561,-120.549,31.7894,78184.8,1811.01,-13.7474,-1758.58,-44.1772,430.373
222.5,179.195,-178.56,-120.549,31.7816,77968.5,1812.14,-13.8863,-1758.62,-44.2148,434.906
223,179.192,-178.559,-120.55,31.7737,77749.9,1813.27,-14.025,-1758.66,-44.2522,439.438
223.5,179.188,-178.557,-120.55,31.7659,77529,1814.42,-14.1635,-1758.7,-44.2892,443.971
224,179.185,-178.556,-120.55,31.758,77305.9,1815.57,-14.3019,-1758.75,-44.3259,448.503
224.5,179.181,-178.555,-120.55,31.7502,77080.5,1816.74,-14.44,-1758.79,-44.3623,453.035
225,179.178,-178.554,-120.551,31.7424,76852.9,1817.92,-14.578,-1758.83,-44.3983,457.567
225.5,179.174,-178.553,-120.551,31.7345,76622.9,1819.11,-14.7158,-1758.88,-44.4341,462.099
226,179.17,-178.552,-120.551,31.7267,76390.8,1820.31,-14.8534,-1758.92,-44.4695,466.631
226.5,179.167,-178.551,-120.551,31.7189,76156.3,1821.52,-14.9908,-1758.97,-44.5046,471.163
227,179.163,-178.55,-120.551,31.711,75919.6,1822.74,-15.128,-1759.01,-44.5393,475.694
227.5,179.16,-178.548,-120.552,31.7032,75680.6,1823.98,-15.265,-1759.06,-44.5738,480.225
228,179.156,-178.547,-120.552,31.6954,75439.4,1825.22,-15.4019,-1759.11,-44.6079,484.756
228.5,179.153,-178.546,-120.552,31.6875,75195.8,1826.48,-15.5385,-1759.15,-44.6416,489.287
229,179.149,-178.545,-120.552,31.6797,74950.1,1827.74,-15.6749,-1759.2,-44.675,493.818
229.5,179.146,-178.544,-120.553,31.6718,74702,1829.02,-15.8111,-1759.25,-44.7081,498.348
230,179.142,-178.543,-120.553,31.664,74451.7,1830.31,-15.9471,-1759.3,-44.7408,502.878
230.5,179.139,-178.542,-120.553,31.6562,74199.1,1831.6,-16.083,-1759.35,-44.7732,507.407
231,179.135,-178.541,-120.553,31.6483,73944.3,1832.91,-16.2186,-1759.4,-44.8053,511.936
231.5,179.132,-178.54,-120.554,31.6405,73687.2,1834.23,-16.3539,-1759.45,-44.8369,516.465
232,179.128,-178.539,-120.554,31.6326,73427.8,1835.56,-16.4891,-1759.5,-44.8683,520.993
232.5,179.125,-178.538,-120.554,31.6248,73166.2,1836.9,-16.6241,-1759.55,-44.8992,525.52
233,179.121,-178.537,-120.554,31.6169,72902.3,1838.25,-16.7588,-1759.6,-44.9298,530.048
233.5,179.118,-178.536,-120.554,31.6091,72636.1,1839.61,-16.8933,-1759.65,-44.9601,534.574
234,179.115,-178.535,-120.555,31.6013,72367.7,1840.98,-17.0276,-1759.7,-44.9899,539.1
234.5,179.111,-178.535,-120.555,31.5934,72097,1842.36,-17.1617,-1759.76,-45.0194,543.625
235,179.108,-178.534,-120.555,31.5856,71824.1,1843.75,-17.2956,-1759.81,-45.0485,548.149
235.5,179.104,-178.533,-120.555,31.5777,71548.9,1845.15,-17.4292,-1759.86,-45.0772,552.673
236,179.101,-178.532,-120.556,31.5699,71271.4,1846.56,-17.5626,-1759.91,-45.1055,557.196
236.5,179.098,-178.531,-120.556,31.562,70991.7,1847.99,-17.6957,-1759.97,-45.1334,561.717
237,179.094,-178.53,-120.556,31.5542,70709.7,1849.42,-17.8287,-1760.02,-45.161,566.238
237.5,179.091,-178.529,-120.556,31.5463,70425.4,1850.86,-17.9613,-1760.08,-45.1881,570.758
238,179.088,-178.528,-120.557,31.5385,70138.9,1852.31,-18.0938,-1760.13,-45.2148,575.277
238.5,179.084,-178.528,-120.557,31.5306,69850.1,1853.77,-18.226,-1760.18,-45.2411,579.795
239,179.081,-178.527,-120.557,31.5228,69559.1,1855.24,-18.3579,-1760.24,-45.2669,584.311
239.5,179.078,-178.526,-120.557,31.5149,69265.8,1856.72,-18.4896,-1760.29,-45.2924,588.826
240,179.075,-178.525,-120.558,31.5071,68970.3,1858.21,-18.6211,-1760.35,-45.3173,593.34
240.5,179.071,-178.525,-120.558,31.4992,68672.5,1859.71,-18.7522,-1760.41,-45.3419,597.852
241,179.068,-178.524,-120.558,31.4914,68372.4,1861.22,-18.8832,-1760.46,-45.366,602.363
241.5,179.065,-178.523,-120.558,31.4835,68070.1,1862.73,-19.0138,-1760.52,-45.3896,606.872
242,179.062,-178.522,-120.558,31.4757,67765.5,1864.26,-19.1442,-1760.57,-45.4127,611.379
242.5,179.059,-178.522,-120.559,31.4678,67458.7,1865.8,-19.2744,-1760.63,-45.4354,615.885
243,179.056,-178.521,-120.559,31.4599,67149.6,1867.34,-19.4042,-1760.69,-45.4576,620.388
243.5,179.052,-178.52,-120.559,31.4521,66838.3,1868.89,-19.5338,-1760.74,-45.4792,624.889
244,179.049,-178.52,-120.559,31.4442,66524.7,1870.46,-19.6631,-1760.8,-45.5004,629.388
244.5,179.046,-178.519,-120.56,31.4364,66208.9,1872.03,-19.7921,-1760.85,-45.521,633.885
245,179.043,-178.519,-120.56,31.4285,65890.9,1873.61,-19.9208,-1760.91,-45.5411,638.379
245.5,179.04,-178.518,-120.56,31.4207,65570.5,1875.2,-20.0493,-1760.97,-45.5606,642.871
246,179.037,-178.517,-120.56,31.4128,65248,1876.79,-20.1774,-1761.02,-45.5796,647.359
246.5,179.035,-178.517,-120.561,31.4049,64923.2,1878.4,-20.3052,-1761.08,-45.598,651.845
247,179.032,-178.516,-120.561,31.3971,64596.1,1880.01,-20.4328,-1761.14,-45.6158,656.328
247.5,179.029,-178.516,-120.561,31.3892,64266.8,1881.63,-20.56,-1761.19,-45.633,660.807
248,179.026,-178.515,-120.561,31.3813,63935.3,1883.26,-20.6869,-1761.25,-45.6495,665.283
248.5,179.023,-178.515,-120.562,31.3735,63601.5,1884.9,-20.8135,-1761.3,-45.6654,669.755
249,179.021,-178.514,-120.562,31.3656,63265.5,1886.54,-20.9397,-1761.36,-45.6807,674.223
249.5,179.018,-178.514,-120.562,31.3578,62927.3,1888.2,-21.0656,-1761.41,-45.6953,678.687
250,179.015,-178.514,-120.562,31.3499,62586.9,1889.85,-21.1912,-1761.47,-45.7092,683.146
250.5,179.013,-178.513,-120.563,31.342,62244.2,1891.52,-21.3164,-1761.52,-45.7223,687.601
251,179.01,-178.513,-120.563,31.3342,61899.2,1893.19,-21.4413,-1761.58,-45.7348,692.051
251.5,179.008,-178.512,-120.563,31.3263,61552.1,1894.87,-21.5658,-1761.63,-45.7464,696.496
252,179.006,-178.512,-120.563,31.3184,61202.7,1896.56,-21.6899,-1761.68,-45.7573,700.936
252.5,179.003,-178.512,-120.563,31.3106,60851.2,1898.25,-21.8137,-1761.74,-45.7673,705.369
253,179.001,-178.512,-120.564,31.3027,60497.4,1899.95,-21.937,-1761.79,-45.7765,709.797
253.5,178.999,-178.511,-120.564,31.2948,60141.4,1901.65,-22.06,-1761.84,-45.7849,714.218
254,178.997,-178.511,-120.564,31.2869,59783.1,1903.36,-22.1826,-1761.89,-45.7923,718.632
254.5,178.995,-178.511,-120.564,31.2791,59422.7,1905.08,-22.3048,-1761.94,-45.7988,723.04
255,178.993,-178.511,-120.565,31.2712,59060.1,1906.8,-22.4265,-1761.99,-45.8044,727.44
255.5,178.991,-178.511,-120.565,31.2633,58695.3,1908.52,-22.5479,-1762.04,-45.8089,731.832
256,178.989,-178.511,-120.565,31.2555,58328.3,1910.25,-22.6687,-1762.08,-45.8125,736.215
256.5,178.987,-178.511,-120.565,31.2476,57959.1,1911.98,-22.7892,-1762.13,-45.8149,740.59
