1,input_ballistic.asc,Three-stage,rocket,ascent
0,0,20,,
time,psibdx,thtbdx,phibdx,alppx
phipx,alphax,betax,qqx,lonx
latx,alt,dvbe,dvbi,psivdx
thtvdx,SBII1,SBII2,SBII3,grndtrck
180,-4.94522,1.69134e-09,-0.362726,-120.49
33.2031,65632.2,1829.44,1829.44,180
8.22591,-2.73839e+06,-4.65073e+06,3.5089e+06,163821
129,180,3.10918,-8.53774e-07,4.97955
180,-4.97701,1.70361e-09,-0.361246,-120.49
33.195,65761.9,1828.73,1828.73,180
8.08477,-2.7387e+06,-4.65125e+06,3.50822e+06,164717
129.5,180,2.93699,-0,5.01044
180,-5.00796,1.71568e-09,-0.359793,-120.49
33.1869,65889.4,1828.03,1828.03,180
7.94353,-2.73901e+06,-4.65177e+06,3.50753e+06,165613
130,180,2.76552,-0,5.04051
180,-5.03808,1.7275e-09,-0.358365,-120.49
33.1788,66014.6,1827.34,1827.34,180
7.80219,-2.73931e+06,-4.65228e+06,3.50684e+06,166509
130.5,180,2.59476,-8.53774e-07,5.06977
180,-5.0674,1.73891e-09,-0.356962,-120.49
33.1708,66137.4,1826.66,1826.66,180
7.66074,-2.73961e+06,-4.6528e+06,3.50615e+06,167404
131,180,2.4247,-8.53774e-07,5.09824
180,-5.09592,1.75009e-09,-0.355582,-120.49
33.1627,66258.1,1826,1826,180
7.5192,-2.73992e+06,-4.65331e+06,3.50546e+06,168300
131.5,180,2.25532,-0,5.12593
180,-5.12366,1.76109e-09,-0.354225,-120.49
33.1546,66376.4,1825.34,1825.34,180
7.37756,-2.74022e+06,-4.65382e+06,3.50477e+06,169196
132,180,2.08661,-8.53774e-07,5.15284
180,-5.15063,1.77188e-09,-0.35289,-120.49
33.1465,66492.4,1824.7,1824.7,180
7.23582,-2.74052e+06,-4.65433e+06,3.50407e+06,170092
132.5,180,1.91856,-8.53774e-07,5.179
180,-5.17684,1.78233e-09,-0.351577,-120.49
33.1384,66606.2,1824.07,1824.07,180
7.09398,-2.74082e+06,-4.65484e+06,3.50338e+06,170987
133,180,1.75116,-0,5.20442
180,-5.20231,1.79256e-09,-0.350284,-120.49
33.1304,66717.7,1823.45,1823.45,180
6.95206,-2.74112e+06,-4.65535e+06,3.50268e+06,171883
133.5,180,1.58441,-0,5.22911
180,-5.22705,1.80261e-09,-0.349011,-120.49
33.1223,66826.9,1822.85,1822.85,180
6.81004,-2.74141e+06,-4.65586e+06,3.50198e+06,172778
134,180,1.41829,-0,5.25307
180,-5.25106,1.8125e-09,-0.347757,-120.49
33.1142,66933.8,1822.25,1822.25,180
6.66793,-2.74171e+06,-4.65636e+06,3.50128e+06,173674
134.5,180,1.25279,-8.53774e-07,5.27633
180,-5.27437,1.82214e-09,-0.346521,-120.49
33.1061,67038.5,1821.67,1821.67,180
6.52573,-2.74201e+06,-4.65686e+06,3.50058e+06,174569
135,180,1.0879,-0,5.29889
180,-5.29697,1.8314e-09,-0.345304,-120.49
33.0981,67140.8,1821.1,1821.1,180
6.38345,-2.7423e+06,-4.65736e+06,3.49988e+06,175464
135.5,180,0.923615,-0,5.32076
180,-5.31889,1.84046e-09,-0.344104,-120.49
33.09,67240.9,1820.54,1820.54,180
6.24108,-2.74259e+06,-4.65786e+06,3.49917e+06,176360
136,180,0.759927,-1.20742e-06,5.34195
180,-5.34013,1.84937e-09,-0.34292,-120.49
33.0819,67338.7,1820,1820,180
6.09863,-2.74289e+06,-4.65835e+06,3.49847e+06,177255
136.5,180,0.596826,-0,5.36247
180,-5.3607,1.85812e-09,-0.341753,-120.49
33.0739,67434.3,1819.46,1819.46,180
5.9561,-2.74318e+06,-4.65885e+06,3.49776e+06,178150
137,180,0.434305,-0,5.38234
180,-5.38062,1.8667e-09,-0.340601,-120.49
33.0658,67527.5,1818.94,1818.94,180
5.81349,-2.74347e+06,-4.65934e+06,3.49706e+06,179046
137.5,180,0.272355,-0,5.40156
180,-5.39988,1.875e-09,-0.339464,-120.49
33.0577,67618.5,1818.43,1818.43,180
5.67081,-2.74376e+06,-4.65983e+06,3.49635e+06,179941
138,180,0.11097,-0,5.42014
180,-5.4185,1.88304e-09,-0.338342,-120.49
33.0496,67707.2,1817.94,1817.94,180
5.52804,-2.74404e+06,-4.66032e+06,3.49564e+06,180836
138.5,180,-0.049857,-8.53774e-07,5.43808
180,-5.43649,1.89093e-09,-0.337233,-120.49
33.0416,67793.6,1817.45,1817.45,180
5.38521,-2.74433e+06,-4.66081e+06,3.49493e+06,181731
139,180,-0.210134,-0,5.4554
180,-5.45386,1.89864e-09,-0.336138,-120.49
33.0335,67877.8,1816.98,1816.98,180
5.2423,-2.74462e+06,-4.6613e+06,3.49421e+06,182626
139.5,180,-0.369866,-0,5.47211
180,-5.47061,1.9061e-09,-0.335056,-120.49
33.0254,67959.6,1816.51,1816.51,180
5.09932,-2.7449e+06,-4.66178e+06,3.4935e+06,183521
140,180,-0.529061,-0,5.48822
180,-5.48676,1.91344e-09,-0.333986,-120.49
33.0174,68039.2,1816.06,1816.06,180
4.95627,-2.74519e+06,-4.66226e+06,3.49279e+06,184416
140.5,180,-0.687724,-0,5.50372
180,-5.50231,1.92047e-09,-0.332927,-120.49
33.0093,68116.5,1815.63,1815.63,180
4.81315,-2.74547e+06,-4.66274e+06,3.49207e+06,185311
141,180,-0.845861,-1.20742e-06,5.51864
180,-5.51726,1.92727e-09,-0.331881,-120.49
33.0012,68191.5,1815.2,1815.2,180
4.66997,-2.74575e+06,-4.66322e+06,3.49135e+06,186206
141.5,180,-1.00348,-0,5.53297
180,-5.53164,1.93394e-09,-0.330845,-120.49
32.9931,68264.3,1814.79,1814.79,180
4.52673,-2.74603e+06,-4.6637e+06,3.49063e+06,187101
142,180,-1.16058,-0,5.54672
180,-5.54543,1.94045e-09,-0.32982,-120.49
32.9851,68334.8,1814.39,1814.39,180
4.38342,-2.74631e+06,-4.66417e+06,3.48991e+06,187995
142.5,180,-1.31717,-8.53774e-07,5.5599
180,-5.55866,1.94685e-09,-0.328805,-120.49
32.977,68403,1814,1814,180
4.24005,-2.74659e+06,-4.66465e+06,3.48919e+06,188890
143,180,-1.47326,-0,5.57253
180,-5.57132,1.95308e-09,-0.3278,-120.49
32.9689,68468.9,1813.62,1813.62,180
4.09663,-2.74687e+06,-4.66512e+06,3.48847e+06,189785
143.5,180,-1.62885,-0,5.58459
180,-5.58343,1.95915e-09,-0.326804,-120.49
32.9609,68532.5,1813.25,1813.25,180
3.95315,-2.74715e+06,-4.66559e+06,3.48774e+06,190680
144,180,-1.78394,-0,5.59611
180,-5.59499,1.96488e-09,-0.325817,-120.49
32.9528,68593.9,1812.9,1812.9,180
3.80961,-2.74742e+06,-4.66606e+06,3.48702e+06,191575
144.5,180,-1.93854,-8.53774e-07,5.60708
180,-5.606,1.97042e-09,-0.324839,-120.49
32.9447,68652.9,1812.56,1812.56,180
3.66603,-2.7477e+06,-4.66652e+06,3.48629e+06,192469
145,180,-2.09265,-0,5.61752
180,-5.61648,1.97575e-09,-0.323868,-120.49
32.9367,68709.7,1812.23,1812.23,180
3.52239,-2.74797e+06,-4.66699e+06,3.48556e+06,193364
145.5,180,-2.24628,-8.53774e-07,5.62742
180,-5.62642,1.98094e-09,-0.322906,-120.49
32.9286,68764.3,1811.91,1811.91,180
3.3787,-2.74824e+06,-4.66745e+06,3.48483e+06,194258
146,180,-2.39944,-8.53774e-07,5.6368
180,-5.63584,1.98598e-09,-0.321951,-120.49
32.9205,68816.5,1811.61,1811.61,180
3.23497,-2.74851e+06,-4.66791e+06,3.4841e+06,195153
146.5,180,-2.55211,-8.53774e-07,5.64565
180,-5.64474,1.99088e-09,-0.321002,-120.49
32.9125,68866.5,1811.32,1811.32,180
3.09119,-2.74878e+06,-4.66837e+06,3.48337e+06,196048
147,180,-2.70432,-8.53774e-07,5.65399
180,-5.65312,1.99561e-09,-0.320061,-120.49
32.9044,68914.2,1811.04,1811.04,180
2.94736,-2.74905e+06,-4.66883e+06,3.48264e+06,196942
147.5,180,-2.85605,-0,5.66182
180,-5.66099,2.00005e-09,-0.319126,-120.49
32.8963,68959.6,1810.77,1810.77,180
2.8035,-2.74932e+06,-4.66929e+06,3.4819e+06,197837
148,180,-3.00732,-8.53774e-07,5.66915
180,-5.66835,2.00429e-09,-0.318196,-120.49
32.8883,69002.7,1810.51,1810.51,180
2.65959,-2.74959e+06,-4.66974e+06,3.48117e+06,198731
148.5,180,-3.15813,-0,5.67597
180,-5.67521,2.00841e-09,-0.317273,-120.49
32.8802,69043.6,1810.27,1810.27,180
2.51565,-2.74986e+06,-4.67019e+06,3.48043e+06,199626
149,180,-3.30847,-0,5.6823
180,-5.68158,2.01238e-09,-0.316354,-120.49
32.8721,69082.2,1810.03,1810.03,180
2.37167,-2.75012e+06,-4.67064e+06,3.47969e+06,200520
149.5,180,-3.45836,-0,5.68813
180,-5.68745,2.01618e-09,-0.315441,-120.49
32.8641,69118.5,1809.81,1809.81,180
2.22765,-2.75039e+06,-4.67109e+06,3.47895e+06,201414
150,180,-3.60779,-0,5.69348
180,-5.69284,2.01987e-09,-0.314532,-120.49
32.856,69152.5,1809.61,1809.61,180
2.08361,-2.75065e+06,-4.67154e+06,3.47821e+06,202309
150.5,180,-3.75677,-0,5.69834
180,-5.69774,2.02341e-09,-0.313628,-120.49
32.8479,69184.3,1809.41,1809.41,180
1.93953,-2.75091e+06,-4.67199e+06,3.47747e+06,203203
151,180,-3.9053,-0,5.70273
180,-5.70216,2.02681e-09,-0.312728,-120.49
32.8399,69213.7,1809.23,1809.23,180
1.79542,-2.75117e+06,-4.67243e+06,3.47672e+06,204097
151.5,180,-4.05338,-0,5.70663
180,-5.70611,2.02984e-09,-0.311831,-120.49
32.8318,69240.9,1809.05,1809.05,180
1.65129,-2.75143e+06,-4.67287e+06,3.47598e+06,204992
152,180,-4.20101,-8.53774e-07,5.71007
180,-5.70958,2.03266e-09,-0.310938,-120.49
32.8237,69265.9,1808.89,1808.89,180
1.50713,-2.75169e+06,-4.67331e+06,3.47523e+06,205886
152.5,180,-4.3482,-8.53774e-07,5.71303
180,-5.71258,2.03532e-09,-0.310047,-120.49
32.8157,69288.5,1808.75,1808.75,180
1.36295,-2.75195e+06,-4.67375e+06,3.47449e+06,206780
153,180,-4.49494,-0,5.71553
180,-5.71512,2.03783e-09,-0.30916,-120.49
32.8076,69308.9,1808.61,1808.61,180
1.21874,-2.75221e+06,-4.67419e+06,3.47374e+06,207675
153.5,180,-4.64124,-0,5.71757
180,-5.7172,2.04022e-09,-0.308275,-120.49
32.7996,69327,1808.49,1808.49,180
1.07452,-2.75247e+06,-4.67462e+06,3.47299e+06,208569
154,180,-4.7871,-8.53774e-07,5.71915
180,-5.71881,2.04245e-09,-0.307392,-120.49
32.7915,69342.8,1808.38,1808.38,180
0.930277,-2.75272e+06,-4.67506e+06,3.47223e+06,209463
154.5,180,-4.93251,-8.53774e-07,5.72027
180,-5.71997,2.04455e-09,-0.306512,-120.49
32.7834,69356.3,1808.28,1808.28,180
0.786019,-2.75297e+06,-4.67549e+06,3.47148e+06,210357
155,180,-5.07749,-8.53774e-07,5.72094
180,-5.72068,2.0465e-09,-0.305632,-120.49
32.7754,69367.6,1808.19,1808.19,180
0.641747,-2.75323e+06,-4.67592e+06,3.47073e+06,211251
155.5,180,-5.22203,-8.53774e-07,5.72115
180,-5.72093,2.04831e-09,-0.304755,-120.49
32.7673,69376.6,1808.12,1808.12,180
0.497464,-2.75348e+06,-4.67635e+06,3.46997e+06,212146
156,180,-5.36613,-8.53774e-07,5.72092
180,-5.72074,2.04988e-09,-0.303878,-120.49
32.7592,69383.3,1808.05,1808.05,180
0.353169,-2.75373e+06,-4.67677e+06,3.46922e+06,213040
156.5,180,-5.50979,-0,5.72024
180,-5.7201,2.05122e-09,-0.303002,-120.49
32.7512,69387.7,1808,1808,180
0.208866,-2.75398e+06,-4.6772e+06,3.46846e+06,213934
157,180,-5.65301,-0,5.71911
180,-5.71901,2.05242e-09,-0.302126,-120.49
32.7431,69389.8,1807.96,1807.96,180
0.0645567,-2.75423e+06,-4.67762e+06,3.4677e+06,214828
157.5,180,-5.7958,-0,5.71755
180,-5.71748,2.05347e-09,-0.30125,-120.49
32.7351,69389.7,1807.94,1807.94,180
-0.0797577,-2.75448e+06,-4.67804e+06,3.46694e+06,215722
158,180,-5.93814,-8.53774e-07,5.71554
180,-5.71551,2.05438e-09,-0.300375,-120.49
32.727,69387.3,1807.92,1807.92,180
-0.224075,-2.75473e+06,-4.67846e+06,3.46618e+06,216616
158.5,180,-6.08005,-0,5.71309
180,-5.7131,2.05514e-09,-0.299499,-120.49
32.7189,69382.6,1807.92,1807.92,180
-0.368394,-2.75497e+06,-4.67888e+06,3.46541e+06,217510
159,180,-6.22153,-0,5.71021
180,-5.71026,2.05572e-09,-0.298622,-120.49
32.7109,69375.7,1807.93,1807.93,180
-0.512712,-2.75522e+06,-4.6793e+06,3.46465e+06,218404
159.5,180,-6.36256,-0,5.70689
180,-5.70698,2.05607e-09,-0.297744,-120.49
32.7028,69366.4,1807.95,1807.95,180
-0.657027,-2.75546e+06,-4.67971e+06,3.46388e+06,219298
160,180,-6.50315,-0,5.70313
180,-5.70326,2.05627e-09,-0.296865,-120.49
32.6947,69354.9,1807.99,1807.99,180
-0.801338,-2.7557e+06,-4.68012e+06,3.46312e+06,220192
160.5,180,-6.64331,-8.53774e-07,5.69894
180,-5.69911,2.05633e-09,-0.295984,-120.49
32.6867,69341.1,1808.03,1808.03,180
-0.945642,-2.75594e+06,-4.68053e+06,3.46235e+06,221086
161,180,-6.78302,-0,5.69432
180,-5.69453,2.05611e-09,-0.295102,-120.49
32.6786,69325.1,1808.09,1808.09,180
-1.08994,-2.75619e+06,-4.68094e+06,3.46158e+06,221980
161.5,180,-6.92229,-0,5.68927
180,-5.68951,2.05567e-09,-0.294217,-120.49
32.6706,69306.7,1808.16,1808.16,180
-1.23422,-2.75643e+06,-4.68135e+06,3.46081e+06,222874
162,180,-7.06112,-1.20742e-06,5.68379
180,-5.68407,2.05509e-09,-0.29333,-120.49
32.6625,69286.1,1808.24,1808.24,180
-1.3785,-2.75666e+06,-4.68175e+06,3.46004e+06,223768
162.5,180,-7.19951,-0,5.67787
180,-5.67819,2.05434e-09,-0.29244,-120.49
32.6544,69263.2,1808.34,1808.34,180
-1.52276,-2.7569e+06,-4.68216e+06,3.45926e+06,224662
163,180,-7.33745,-0,5.67153
180,-5.67189,2.05344e-09,-0.291547,-120.49
32.6464,69238.1,1808.44,1808.44,180
-1.667,-2.75714e+06,-4.68256e+06,3.45849e+06,225556
163.5,180,-7.47494,-0,5.66475
180,-5.66515,2.05241e-09,-0.290651,-120.49
32.6383,69210.6,1808.56,1808.56,180
-1.81123,-2.75737e+06,-4.68296e+06,3.45771e+06,226450
164,180,-7.61198,-0,5.65755
180,-5.65798,2.05124e-09,-0.289751,-120.49
32.6302,69180.9,1808.69,1808.69,180
-1.95544,-2.75761e+06,-4.68336e+06,3.45694e+06,227344
164.5,180,-7.74858,-0,5.64991
180,-5.65039,2.04992e-09,-0.288847,-120.49
32.6222,69148.9,1808.84,1808.84,180
-2.09963,-2.75784e+06,-4.68376e+06,3.45616e+06,228238
165,180,-7.88472,-8.53774e-07,5.64185
180,-5.64236,2.04846e-09,-0.287939,-120.49
32.6141,69114.6,1808.99,1808.99,180
-2.24379,-2.75807e+06,-4.68415e+06,3.45538e+06,229132
165.5,180,-8.0204,-0,5.63335
180,-5.63391,2.04682e-09,-0.287026,-120.49
32.6061,69078,1809.16,1809.16,180
-2.38793,-2.75831e+06,-4.68454e+06,3.4546e+06,230026
166,180,-8.15563,-0,5.62443
180,-5.62502,2.04501e-09,-0.286108,-120.49
32.598,69039.2,1809.34,1809.34,180
-2.53204,-2.75854e+06,-4.68494e+06,3.45381e+06,230920
166.5,180,-8.29039,-8.53774e-07,5.61507
180,-5.6157,2.04287e-09,-0.285185,-120.49
32.5899,68998.1,1809.53,1809.53,180
-2.67613,-2.75877e+06,-4.68532e+06,3.45303e+06,231814
167,180,-8.4247,-0,5.60528
180,-5.60595,2.04056e-09,-0.284256,-120.49
32.5819,68954.7,1809.73,1809.73,180
-2.82018,-2.75899e+06,-4.68571e+06,3.45225e+06,232708
167.5,180,-8.55853,-0,5.59505
180,-5.59577,2.0381e-09,-0.283321,-120.49
32.5738,68909.1,1809.95,1809.95,180
-2.9642,-2.75922e+06,-4.6861e+06,3.45146e+06,233602
168,180,-8.6919,-0,5.58439
180,-5.58515,2.03544e-09,-0.28238,-120.49
32.5657,68861.1,1810.17,1810.17,180
-3.10819,-2.75945e+06,-4.68648e+06,3.45067e+06,234496
168.5,180,-8.8248,-0,5.5733
180,-5.57409,2.03256e-09,-0.281433,-120.49
32.5577,68810.9,1810.41,1810.41,180
-3.25214,-2.75967e+06,-4.68687e+06,3.44988e+06,235390
169,180,-8.95722,-0,5.56176
180,-5.5626,2.02949e-09,-0.280478,-120.49
32.5496,68758.4,1810.66,1810.66,180
-3.39606,-2.7599e+06,-4.68725e+06,3.44909e+06,236284
169.5,180,-9.08916,-0,5.54979
180,-5.55067,2.02627e-09,-0.279516,-120.49
32.5416,68703.6,1810.93,1810.93,180
-3.53993,-2.76012e+06,-4.68763e+06,3.4483e+06,237178
170,180,-9.22062,-0,5.53737
180,-5.53829,2.02286e-09,-0.278547,-120.49
32.5335,68646.6,1811.2,1811.2,180
-3.68377,-2.76034e+06,-4.688e+06,3.44751e+06,238072
170.5,180,-9.35159,-8.53774e-07,5.52451
180,-5.52547,2.01928e-09,-0.277569,-120.49
32.5254,68587.2,1811.49,1811.49,180
-3.82756,-2.76056e+06,-4.68838e+06,3.44672e+06,238966
171,180,-9.48207,-0,5.51121
180,-5.51221,2.01552e-09,-0.276583,-120.49
32.5174,68525.6,1811.79,1811.79,180
-3.9713,-2.76078e+06,-4.68875e+06,3.44592e+06,239860
171.5,180,-9.61206,-8.53774e-07,5.49745
180,-5.4985,2.01159e-09,-0.275588,-120.49
32.5093,68461.8,1812.1,1812.1,180
-4.115,-2.761e+06,-4.68913e+06,3.44512e+06,240754
172,180,-9.74155,-0,5.48325
180,-5.48433,2.00737e-09,-0.274584,-120.49
32.5013,68395.6,1812.42,1812.42,180
-4.25865,-2.76122e+06,-4.6895e+06,3.44433e+06,241648
172.5,180,-9.87053,-0,5.46859
180,-5.46971,2.0029e-09,-0.27357,-120.49
32.4932,68327.2,1812.76,1812.76,180
-4.40225,-2.76144e+06,-4.68986e+06,3.44353e+06,242542
173,180,-9.999,-8.53774e-07,5.45347
180,-5.45464,1.99825e-09,-0.272546,-120.49
32.4851,68256.4,1813.1,1813.1,180
-4.5458,-2.76165e+06,-4.69023e+06,3.44273e+06,243436
173.5,180,-10.127,-0,5.43789
180,-5.4391,1.99343e-09,-0.271511,-120.49
32.4771,68183.4,1813.46,1813.46,180
-4.68929,-2.76187e+06,-4.6906e+06,3.44193e+06,244330
174,180,-10.2544,-0,5.42185
180,-5.4231,1.9884e-09,-0.270466,-120.49
32.469,68108.2,1813.83,1813.83,180
-4.83273,-2.76208e+06,-4.69096e+06,3.44112e+06,245224
174.5,180,-10.3813,-0,5.40533
180,-5.40663,1.98322e-09,-0.269409,-120.49
32.4609,68030.6,1814.22,1814.22,180
-4.97611,-2.7623e+06,-4.69132e+06,3.44032e+06,246118
175,180,-10.5077,-0,5.38835
180,-5.38969,1.97786e-09,-0.26834,-120.49
32.4529,67950.8,1814.61,1814.61,180
-5.11943,-2.76251e+06,-4.69168e+06,3.43951e+06,247012
175.5,180,-10.6335,-8.53774e-07,5.37089
180,-5.37227,1.9723e-09,-0.267259,-120.49
32.4448,67868.7,1815.02,1815.02,180
-5.26269,-2.76272e+06,-4.69204e+06,3.43871e+06,247906
176,180,-10.7588,-0,5.35294
180,-5.35437,1.96655e-09,-0.266165,-120.49
32.4368,67784.3,1815.44,1815.44,180
-5.40589,-2.76293e+06,-4.6924e+06,3.4379e+06,248800
176.5,180,-10.8836,-0,5.33451
180,-5.33599,1.96059e-09,-0.265057,-120.49
32.4287,67697.6,1815.87,1815.87,180
-5.54902,-2.76314e+06,-4.69275e+06,3.43709e+06,249694
177,180,-11.0078,-0,5.31559
180,-5.31711,1.95442e-09,-0.263936,-120.49
32.4206,67608.7,1816.31,1816.31,180
-5.69209,-2.76335e+06,-4.6931e+06,3.43628e+06,250588
177.5,180,-11.1314,-0,5.29618
180,-5.29774,1.94798e-09,-0.262801,-120.49
32.4126,67517.5,1816.76,1816.76,180
-5.83509,-2.76355e+06,-4.69345e+06,3.43547e+06,251482
178,180,-11.2545,-0,5.27626
180,-5.27787,1.94118e-09,-0.261651,-120.49
32.4045,67424,1817.23,1817.23,180
-5.97802,-2.76376e+06,-4.6938e+06,3.43465e+06,252376
178.5,180,-11.3769,-0,5.25583
180,-5.25749,1.93417e-09,-0.260485,-120.49
32.3964,67328.2,1817.71,1817.71,180
-6.12087,-2.76396e+06,-4.69415e+06,3.43384e+06,253270
179,180,-11.4988,-0,5.23489
180,-5.23659,1.92692e-09,-0.259303,-120.49
32.3884,67230.2,1818.2,1818.2,180
-6.26366,-2.76417e+06,-4.6945e+06,3.43302e+06,254164
179.5,180,-11.6201,-0,5.21343
180,-5.21518,1.91948e-09,-0.258104,-120.49
32.3803,67129.8,1818.7,1818.7,180
-6.40637,-2.76437e+06,-4.69484e+06,3.43221e+06,255058
180,180,-11.7408,-0,5.19144
180,-5.19324,1.91182e-09,-0.256889,-120.49
32.3723,67027.2,1819.21,1819.21,180
-6.549,-2.76457e+06,-4.69518e+06,3.43139e+06,255952
180.5,180,-11.8609,-8.53774e-07,5.16892
180,-5.17077,1.90394e-09,-0.255655,-120.49
32.3642,66922.3,1819.74,1819.74,180
-6.69155,-2.76477e+06,-4.69552e+06,3.43057e+06,256846
181,180,-11.9803,-8.53774e-07,5.14585
180,-5.14775,1.89583e-09,-0.254403,-120.49
32.3561,66815.2,1820.27,1820.27,180
-6.83402,-2.76497e+06,-4.69586e+06,3.42975e+06,257740
181.5,180,-12.0992,-0,5.12224
180,-5.12419,1.88749e-09,-0.253132,-120.49
32.3481,66705.7,1820.82,1820.82,180
-6.97641,-2.76517e+06,-4.6962e+06,3.42893e+06,258634
182,180,-12.2174,-8.53774e-07,5.09807
180,-5.10006,1.87891e-09,-0.251841,-120.49
32.34,66594,1821.38,1821.38,180
-7.11872,-2.76537e+06,-4.69654e+06,3.4281e+06,259529
182.5,180,-12.3349,-0,5.07333
180,-5.07538,1.87009e-09,-0.25053,-120.49
32.3319,66480,1821.96,1821.96,180
-7.26094,-2.76556e+06,-4.69687e+06,3.42728e+06,260423
183,180,-12.4518,-0,5.04802
180,-5.05012,1.86098e-09,-0.249197,-120.49
32.3239,66363.7,1822.54,1822.54,180
-7.40308,-2.76576e+06,-4.6972e+06,3.42645e+06,261317
183.5,180,-12.568,-8.53774e-07,5.02212
180,-5.02427,1.85154e-09,-0.247843,-120.49
32.3158,66245.2,1823.14,1823.14,180
-7.54512,-2.76595e+06,-4.69753e+06,3.42563e+06,262211
184,180,-12.6835,-8.53774e-07,4.99563
180,-4.99784,1.84185e-09,-0.246465,-120.49
32.3077,66124.3,1823.74,1823.74,180
-7.68708,-2.76615e+06,-4.69786e+06,3.4248e+06,263105
184.5,180,-12.7983,-0,4.96854
180,-4.9708,1.83194e-09,-0.245065,-120.49
32.2997,66001.2,1824.36,1824.36,180
-7.82894,-2.76634e+06,-4.69819e+06,3.42397e+06,264000
185,180,-12.9124,-0,4.94084
180,-4.94315,1.82173e-09,-0.243639,-120.49
32.2916,65875.8,1824.99,1824.99,180
-7.97071,-2.76653e+06,-4.69851e+06,3.42314e+06,264894
185.5,180,-13.0258,-0,4.91251
180,-4.91487,1.81128e-09,-0.242189,-120.49
32.2835,65748.1,1825.64,1825.64,180
-8.11238,-2.76672e+06,-4.69883e+06,3.42231e+06,265788
186,180,-13.1385,-0,4.88354
180,-4.88596,1.80056e-09,-0.240712,-120.49
32.2755,65618.2,1826.29,1826.29,180
-8.25396,-2.76691e+06,-4.69915e+06,3.42147e+06,266683
186.5,180,-13.2504,-0,4.85393
180,-4.85641,1.78957e-09,-0.239209,-120.49
32.2674,65485.9,1826.96,1826.96,180
-8.39544,-2.7671e+06,-4.69947e+06,3.42064e+06,267577
187,180,-13.3616,-0,4.82366
180,-4.82619,1.77824e-09,-0.237677,-120.49
32.2593,65351.4,1827.63,1827.63,180
-8.53682,-2.76728e+06,-4.69979e+06,3.4198e+06,268471
187.5,180,-13.472,-0,4.79271
180,-4.79531,1.76663e-09,-0.236117,-120.49
32.2513,65214.6,1828.32,1828.32,180
-8.67809,-2.76747e+06,-4.70011e+06,3.41896e+06,269366
188,180,-13.5816,-0,4.76109
180,-4.76374,1.75474e-09,-0.234527,-120.49
32.2432,65075.6,1829.02,1829.02,180
-8.81926,-2.76765e+06,-4.70042e+06,3.41813e+06,270260
188.5,180,-13.6904,-0,4.72876
180,-4.73147,1.74241e-09,-0.232906,-120.49
32.2351,64934.2,1829.73,1829.73,180
-8.96033,-2.76784e+06,-4.70073e+06,3.41729e+06,271154
189,180,-13.7984,-8.53774e-07,4.69572
180,-4.6985,1.72978e-09,-0.231252,-120.49
32.2271,64790.6,1830.46,1830.46,180
-9.10129,-2.76802e+06,-4.70104e+06,3.41645e+06,272049
189.5,180,-13.9055,-8.53774e-07,4.66195
180,-4.66479,1.71684e-09,-0.229566,-120.49
32.219,64644.6,1831.19,1831.19,180
-9.24214,-2.7682e+06,-4.70135e+06,3.4156e+06,272943
190,180,-14.0118,-8.53774e-07,4.62744
180,-4.63035,1.7036e-09,-0.227846,-120.49
32.2109,64496.4,1831.94,1831.94,180
-9.38288,-2.76838e+06,-4.70166e+06,3.41476e+06,273838
190.5,180,-14.1172,-8.53774e-07,4.59217
180,-4.59515,1.69005e-09,-0.22609,-120.49
32.2029,64346,1832.7,1832.7,180
-9.52351,-2.76856e+06,-4.70197e+06,3.41391e+06,274732
191,180,-14.2218,-0,4.55613
180,-4.55917,1.67617e-09,-0.224297,-120.49
32.1948,64193.2,1833.47,1833.47,180
-9.66402,-2.76874e+06,-4.70227e+06,3.41307e+06,275627
191.5,180,-14.3254,-0,4.51929
180,-4.5224,1.66197e-09,-0.222467,-120.49
32.1867,64038.2,1834.25,1834.25,180
-9.80442,-2.76892e+06,-4.70257e+06,3.41222e+06,276521
192,180,-14.4281,-0,4.48165
180,-4.48483,1.64744e-09,-0.220597,-120.49
32.1787,63880.9,1835.04,1835.04,180
-9.9447,-2.7691e+06,-4.70287e+06,3.41137e+06,277416
192.5,180,-14.5299,-0,4.44317
180,-4.44642,1.63257e-09,-0.218687,-120.49
32.1706,63721.3,1835.84,1835.84,180
-10.0849,-2.76927e+06,-4.70317e+06,3.41052e+06,278311
193,180,-14.6307,-0,4.40385
180,-4.40718,1.61727e-09,-0.216734,-120.49
32.1625,63559.4,1836.66,1836.66,180
-10.2249,-2.76945e+06,-4.70347e+06,3.40967e+06,279205
193.5,180,-14.7305,-0,4.36366
180,-4.36706,1.60157e-09,-0.214739,-120.49
32.1545,63395.2,1837.49,1837.49,180
-10.3648,-2.76962e+06,-4.70376e+06,3.40882e+06,280100
194,180,-14.8293,-0,4.32259
180,-4.32606,1.5855e-09,-0.212698,-120.49
32.1464,63228.8,1838.32,1838.32,180
-10.5046,-2.76979e+06,-4.70405e+06,3.40797e+06,280995
194.5,180,-14.9271,-0,4.2806
180,-4.28416,1.56904e-09,-0.210611,-120.49
32.1383,63060.1,1839.17,1839.17,180
-10.6443,-2.76997e+06,-4.70434e+06,3.40711e+06,281889
195,180,-15.0238,-0,4.23768
180,-4.24132,1.55217e-09,-0.208475,-120.49
32.1303,62889.1,1840.03,1840.03,180
