1,input_ballistic.asc,Three-stage,rocket,ascent
0,0,20,,
time,psibdx,thtbdx,phibdx,alppx
phipx,alphax,betax,qqx,lonx
latx,alt,dvbe,dvbi,psivdx
thtvdx,SBII1,SBII2,SBII3,grndtrck
180,-0.0373046,1.3131e-11,0.774947,-120.49
34.2695,28798.4,2044.36,2044.36,180
25.2249,-2.68927e+06,-4.5673e+06,3.58755e+06,45543.3
63.5,-180,25.5383,0,0.546278
-1.26856e-08,0.425807,-9.42737e-11,0.550333,-120.49
34.2612,29232.7,2040.66,2040.66,180
25.1113,-2.68972e+06,-4.56806e+06,3.58703e+06,46463.3
64,-180,25.7603,0,0.832256
-1.31614e-08,0.760893,-1.74777e-10,0.302598,-120.49
34.2529,29664.5,2037.08,2037.08,180
24.9983,-2.69016e+06,-4.56882e+06,3.58651e+06,47382.5
64.5,-180,25.8626,1.20742e-06,1.03106
-1.33682e-08,0.97601,-2.27707e-10,0.0715595,-120.49
34.2446,30093.6,2033.61,2033.61,180
24.8855,-2.69061e+06,-4.56957e+06,3.58598e+06,48300.9
65,-180,25.8532,0,1.12822
-1.35091e-08,1.07952,-2.54509e-10,-0.144043,-120.49
34.2363,30520.2,2030.24,2030.24,180
24.7726,-2.69105e+06,-4.57032e+06,3.58546e+06,49218.5
65.5,-180,25.7396,0,1.12661
-1.36324e-08,1.07915,-2.56743e-10,-0.345364,-120.49
34.2281,30944.3,2026.96,2026.96,180
24.6593,-2.69149e+06,-4.57107e+06,3.58494e+06,50135.4
66,-180,25.5285,0,1.03265
-1.37645e-08,0.982003,-2.35897e-10,-0.533462,-120.49
34.2198,31365.9,2023.77,2023.77,180
24.5454,-2.69193e+06,-4.57182e+06,3.58441e+06,51051.6
66.5,-180,25.2265,0,0.854957
-1.39379e-08,0.794607,-1.93289e-10,-0.709309,-120.49
34.2116,31785,2020.67,2020.67,180
24.4307,-2.69237e+06,-4.57256e+06,3.58389e+06,51967.1
67,-180,24.8393,8.53774e-07,0.608861
-1.42579e-08,0.522975,-1.30137e-10,-0.873796,-120.49
34.2033,32201.6,2017.64,2017.64,180
24.3152,-2.69281e+06,-4.5733e+06,3.58336e+06,52882.1
67.5,-180,24.3726,1.20742e-06,0.35319
-1.56749e-08,0.172644,-4.72311e-11,-1.02747,-120.49
34.1951,32615.7,2014.7,2014.7,180
24.1988,-2.69324e+06,-4.57404e+06,3.58284e+06,53796.4
68,180,23.8542,-8.53774e-07,0.380493
180,-0.227896,5.5641e-11,-1.00834,-120.49
34.1868,33027.4,2011.82,2011.82,180
24.0809,-2.69368e+06,-4.57478e+06,3.58231e+06,54710.2
68.5,180,23.3915,-8.53774e-07,0.646319
180,-0.571694,1.49483e-10,-0.87427,-120.49
34.1786,33436.6,2009.01,2009.01,180
23.962,-2.69411e+06,-4.57552e+06,3.58178e+06,55623.5
69,180,22.9937,-8.53774e-07,0.900853
180,-0.849978,2.2631e-10,-0.748893,-120.49
34.1704,33843.3,2006.26,2006.26,180
23.8425,-2.69454e+06,-4.57625e+06,3.58125e+06,56536.4
69.5,180,22.6565,-8.53774e-07,1.10721
180,-1.06703,2.8694e-10,-0.631557,-120.49
34.1621,34247.6,2003.56,2003.56,180
23.7224,-2.69497e+06,-4.57698e+06,3.58072e+06,57448.8
70,180,22.3762,-8.53774e-07,1.26129
180,-1.22683,3.32219e-10,-0.521665,-120.49
34.1539,34649.3,2000.92,2000.92,180
23.6018,-2.6954e+06,-4.57771e+06,3.58018e+06,58360.7
70.5,180,22.1491,-0,1.36428
180,-1.33305,3.63084e-10,-0.418669,-120.49
34.1457,35048.7,1998.34,1998.34,180
23.4809,-2.69583e+06,-4.57844e+06,3.57965e+06,59272.3
71,180,21.9719,-0,1.4186
180,-1.38911,3.80339e-10,-0.322065,-120.49
34.1375,35445.6,1995.8,1995.8,180
23.3598,-2.69626e+06,-4.57917e+06,3.57911e+06,60183.4
71.5,180,21.8415,-0,1.42696
180,-1.39814,3.84791e-10,-0.231393,-120.49
34.1293,35840,1993.3,1993.3,180
23.2385,-2.69669e+06,-4.57989e+06,3.57858e+06,61094.2
72,180,21.7551,-0,1.39214
180,-1.36305,3.77188e-10,-0.14623,-120.49
34.1211,36232,1990.85,1990.85,180
23.117,-2.69711e+06,-4.58061e+06,3.57804e+06,62004.6
72.5,180,21.71,-0,1.31686
180,-1.28655,3.58175e-10,-0.0661842,-120.49
34.1129,36621.6,1988.44,1988.44,180
22.9954,-2.69754e+06,-4.58134e+06,3.5775e+06,62914.7
73,180,21.7038,-0,1.20386
180,-1.17112,3.28393e-10,0.00910158,-120.49
34.1047,37008.8,1986.07,1986.07,180
22.8737,-2.69796e+06,-4.58205e+06,3.57696e+06,63824.4
73.5,180,21.7341,-0,1.05603
180,-1.01908,2.88405e-10,0.0799578,-120.49
34.0965,37393.6,1983.73,1983.73,180
22.7519,-2.69838e+06,-4.58277e+06,3.57642e+06,64733.9
74,180,21.7988,-0,0.876838
180,-0.832596,2.38736e-10,0.146689,-120.49
34.0883,37776,1981.44,1981.44,180
22.6301,-2.6988e+06,-4.58348e+06,3.57587e+06,65643
74.5,180,21.8959,-8.53774e-07,0.671719
180,-0.613653,1.79788e-10,0.209576,-120.49
34.0801,38156,1979.17,1979.17,180
22.5083,-2.69922e+06,-4.5842e+06,3.57533e+06,66551.8
75,180,22.0235,-0,0.454165
180,-0.364107,1.11965e-10,0.268877,-120.49
34.0719,38533.6,1976.94,1976.94,180
22.3864,-2.69964e+06,-4.58491e+06,3.57478e+06,67460.4
75.5,180,22.18,-0,0.283074
180,-0.0856614,3.52078e-11,0.324833,-120.49
34.0637,38908.9,1974.73,1974.73,180
22.2644,-2.70006e+06,-4.58562e+06,3.57424e+06,68368.6
76,-180,22.3505,0,0.338641
-1.64513e-08,0.206731,-5.93579e-11,0.302734,-120.49
34.0555,39281.8,1972.56,1972.56,180
22.1426,-2.70047e+06,-4.58632e+06,3.57369e+06,69276.6
76.5,-180,22.4977,0,0.545453
-1.83458e-08,0.475806,-1.52347e-10,0.252822,-120.49
34.0473,39652.4,1970.41,1970.41,180
22.0207,-2.70089e+06,-4.58703e+06,3.57314e+06,70184.4
77,-180,22.6207,8.53774e-07,0.767981
-1.88895e-08,0.720726,-2.37603e-10,0.20564,-120.49
34.0391,40020.6,1968.29,1968.29,180
21.8987,-2.7013e+06,-4.58773e+06,3.57259e+06,71091.9
77.5,-180,22.7206,0,0.979036
-1.916e-08,0.942822,-3.15267e-10,0.161013,-120.49
34.031,40386.5,1966.19,1966.19,180
21.7766,-2.70172e+06,-4.58844e+06,3.57204e+06,71999.1
78,-180,22.7989,8.53774e-07,1.17308
-1.93254e-08,1.14335,-3.85612e-10,0.118776,-120.49
34.0228,40750,1964.12,1964.12,180
21.6543,-2.70213e+06,-4.58913e+06,3.57148e+06,72906.1
78.5,-180,22.8565,0,1.34899
-1.94402e-08,1.32348,-4.49005e-10,0.0787805,-120.49
34.0146,41111.2,1962.07,1962.07,180
21.5318,-2.70254e+06,-4.58983e+06,3.57093e+06,73812.9
79,-180,22.8947,0,1.50688
-1.95249e-08,1.48431,-5.05753e-10,0.0408844,-120.49
34.0064,41470.1,1960.04,1960.04,180
21.4092,-2.70295e+06,-4.59053e+06,3.57037e+06,74719.4
79.5,-180,22.9145,8.53774e-07,1.64731
-1.95896e-08,1.62689,-5.56157e-10,0.00495775,-120.49
33.9983,41826.7,1958.04,1958.04,180
21.2864,-2.70336e+06,-4.59122e+06,3.56982e+06,75625.7
80,-180,22.9167,8.53774e-07,1.77097
-1.96426e-08,1.75217,-6.00592e-10,-0.0291208,-120.49
33.9901,42180.9,1956.06,1956.06,180
21.1633,-2.70377e+06,-4.59192e+06,3.56926e+06,76531.8
80.5,-180,22.9023,0,1.8786
-1.96862e-08,1.86105,-6.39319e-10,-0.0614639,-120.49
33.9819,42532.8,1954.09,1954.09,180
21.04,-2.70417e+06,-4.59261e+06,3.5687e+06,77437.7
81,-180,22.8721,0,1.97097
-1.9723e-08,1.9544,-6.72629e-10,-0.0921767,-120.49
33.9738,42882.5,1952.15,1952.15,180
20.9165,-2.70458e+06,-4.5933e+06,3.56814e+06,78343.4
81.5,-180,22.827,0,2.04879
-1.97537e-08,2.033,-7.00757e-10,-0.121357,-120.49
33.9656,43229.8,1950.22,1950.22,180
20.7928,-2.70498e+06,-4.59398e+06,3.56758e+06,79248.8
82,-180,22.7676,0,2.11277
-1.97811e-08,2.09759,-7.24013e-10,-0.149096,-120.49
33.9574,43574.8,1948.32,1948.32,180
20.6688,-2.70539e+06,-4.59467e+06,3.56701e+06,80154.1
82.5,-180,22.6947,0,2.16357
-1.98042e-08,2.14888,-7.42576e-10,-0.175479,-120.49
33.9493,43917.4,1946.43,1946.43,180
20.5446,-2.70579e+06,-4.59535e+06,3.56645e+06,81059.2
83,-180,22.609,0,2.20184
-1.98247e-08,2.18753,-7.56705e-10,-0.200584,-120.49
33.9411,44257.8,1944.56,1944.56,180
20.4202,-2.70619e+06,-4.59603e+06,3.56588e+06,81964.1
83.5,-180,22.5109,8.53774e-07,2.22819
-1.98422e-08,2.21416,-7.66594e-10,-0.224487,-120.49
33.933,44595.9,1942.71,1942.71,180
20.2955,-2.70659e+06,-4.59671e+06,3.56531e+06,82868.8
84,-180,22.4012,0,2.2432
-1.98559e-08,2.22938,-7.72391e-10,-0.247256,-120.49
33.9248,44931.7,1940.87,1940.87,180
20.1706,-2.70699e+06,-4.59739e+06,3.56475e+06,83773.4
84.5,-180,22.2804,0,2.2474
-1.98689e-08,2.23372,-7.74404e-10,-0.268956,-120.49
33.9167,45265.1,1939.05,1939.05,180
20.0454,-2.70739e+06,-4.59807e+06,3.56418e+06,84677.8
85,-180,22.1489,0,2.24133
-1.98793e-08,2.22772,-7.72728e-10,-0.289647,-120.49
33.9085,45596.3,1937.25,1937.25,180
19.92,-2.70779e+06,-4.59874e+06,3.56361e+06,85582
85.5,-180,22.0074,0,2.22546
-1.98885e-08,2.21186,-7.67585e-10,-0.309386,-120.49
33.9004,45925.1,1935.46,1935.46,180
19.7943,-2.70818e+06,-4.59942e+06,3.56303e+06,86486
86,-180,21.8562,0,2.20026
-1.98946e-08,2.18661,-7.59057e-10,-0.328227,-120.49
33.8922,46251.7,1933.69,1933.69,180
19.6683,-2.70858e+06,-4.60009e+06,3.56246e+06,87389.9
86.5,-180,21.6958,0,2.16616
-1.99001e-08,2.15241,-7.47395e-10,-0.346218,-120.49
33.8841,46575.9,1931.93,1931.93,180
19.5421,-2.70897e+06,-4.60076e+06,3.56188e+06,88293.6
87,-180,21.5266,8.53774e-07,2.12358
-1.99029e-08,2.10966,-7.32663e-10,-0.363406,-120.49
33.8759,46897.9,1930.19,1930.19,180
19.4156,-2.70936e+06,-4.60142e+06,3.56131e+06,89197.1
87.5,-180,21.349,0,2.07292
-1.99035e-08,2.05876,-7.15014e-10,-0.379835,-120.49
33.8678,47217.6,1928.47,1928.47,180
19.2889,-2.70976e+06,-4.60209e+06,3.56073e+06,90100.6
88,-180,21.1633,8.53774e-07,2.01453
-1.99015e-08,2.00007,-6.94573e-10,-0.395553,-120.49
33.8596,47534.9,1926.76,1926.76,180
19.162,-2.71015e+06,-4.60275e+06,3.56015e+06,91003.8
88.5,-180,20.97,0,1.94877
-1.98983e-08,1.93393,-6.71505e-10,-0.410635,-120.49
33.8515,47850,1925.06,1925.06,180
19.0347,-2.71054e+06,-4.60342e+06,3.55957e+06,91906.9
89,-180,20.7692,0,1.87595
-1.98915e-08,1.86064,-6.45844e-10,-0.425113,-120.49
33.8433,48162.8,1923.38,1923.38,180
18.9073,-2.71093e+06,-4.60408e+06,3.55899e+06,92809.9
89.5,-180,20.5614,0,1.79637
-1.98811e-08,1.7805,-6.17712e-10,-0.439017,-120.49
33.8352,48473.2,1921.71,1921.71,180
18.7796,-2.71131e+06,-4.60474e+06,3.55841e+06,93712.7
90,-180,20.3467,0,1.71033
-1.9869e-08,1.69377,-5.87276e-10,-0.452373,-120.49
33.8271,48781.4,1920.05,1920.05,180
18.6516,-2.7117e+06,-4.60539e+06,3.55782e+06,94615.4
90.5,-180,20.1255,0,1.61812
-1.98524e-08,1.60074,-5.54563e-10,-0.465207,-120.49
33.8189,49087.3,1918.41,1918.41,180
18.5235,-2.71209e+06,-4.60605e+06,3.55724e+06,95517.9
91,-180,19.898,0,1.52002
-1.98306e-08,1.50164,-5.19669e-10,-0.477543,-120.49
33.8108,49390.8,1916.78,1916.78,180
18.395,-2.71247e+06,-4.6067e+06,3.55665e+06,96420.3
91.5,-180,19.6644,0,1.41632
-1.98034e-08,1.39673,-4.82705e-10,-0.489404,-120.49
33.8027,49692.1,1915.17,1915.17,180
18.2664,-2.71286e+06,-4.60735e+06,3.55606e+06,97322.6
92,-180,19.425,0,1.30732
-1.97681e-08,1.28623,-4.4373e-10,-0.500811,-120.49
33.7945,49991.1,1913.56,1913.56,180
18.1375,-2.71324e+06,-4.608e+06,3.55547e+06,98224.7
92.5,-180,19.18,0,1.19334
-1.97208e-08,1.17036,-4.02796e-10,-0.511785,-120.49
33.7864,50287.8,1911.98,1911.98,180
18.0084,-2.71362e+06,-4.60865e+06,3.55488e+06,99126.7
93,-180,18.9297,0,1.07472
-1.96601e-08,1.04933,-3.60037e-10,-0.522346,-120.49
33.7783,50582.2,1910.4,1910.4,180
17.8791,-2.714e+06,-4.6093e+06,3.55429e+06,100029
93.5,-180,18.6741,0,0.951887
-1.95806e-08,0.923348,-3.15534e-10,-0.532513,-120.49
33.7701,50874.3,1908.84,1908.84,180
17.7495,-2.71438e+06,-4.60994e+06,3.5537e+06,100930
94,-180,18.4136,8.53774e-07,0.825428
-1.94665e-08,0.792598,-2.69278e-10,-0.542302,-120.49
33.762,51164.1,1907.29,1907.29,180
17.6197,-2.71476e+06,-4.61059e+06,3.5531e+06,101832
94.5,-180,18.1482,0,0.696217
-1.93042e-08,0.657263,-2.21439e-10,-0.551732,-120.49
33.7539,51451.6,1905.75,1905.75,180
17.4897,-2.71514e+06,-4.61123e+06,3.55251e+06,102734
95,-180,17.8783,0,0.565822
-1.90421e-08,0.517514,-1.71991e-10,-0.560833,-120.49
33.7457,51736.8,1904.23,1904.23,180
17.3594,-2.71551e+06,-4.61187e+06,3.55191e+06,103635
95.5,-180,17.6038,0,0.437552
-1.85807e-08,0.373506,-1.21124e-10,-0.56963,-120.49
33.7376,52019.8,1902.72,1902.72,180
17.229,-2.71589e+06,-4.6125e+06,3.55131e+06,104536
96,-180,17.325,1.20742e-06,0.31993
-1.74925e-08,0.225386,-6.88099e-11,-0.578133,-120.49
33.7295,52300.4,1901.22,1901.22,180
17.0983,-2.71626e+06,-4.61314e+06,3.55071e+06,105437
96.5,-180,17.042,0,0.237781
-1.19588e-08,0.0732912,-1.52973e-11,-0.586354,-120.49
33.7214,52578.7,1899.73,1899.73,180
16.9674,-2.71664e+06,-4.61377e+06,3.55011e+06,106338
97,180,16.7561,0,0.239655
180,-0.0815676,3.73809e-11,-0.586023,-120.49
33.7132,52854.8,1898.26,1898.26,180
16.8363,-2.71701e+06,-4.61441e+06,3.54951e+06,107239
97.5,180,16.4731,0,0.323715
180,-0.233231,8.73055e-11,-0.578334,-120.49
33.7051,53128.5,1896.8,1896.8,180
16.705,-2.71738e+06,-4.61504e+06,3.54891e+06,108140
98,180,16.1939,8.53774e-07,0.441702
180,-0.38091,1.35814e-10,-0.570895,-120.49
33.697,53400,1895.35,1895.35,180
16.5735,-2.71775e+06,-4.61567e+06,3.5483e+06,109041
98.5,180,15.9183,-0,0.570053
180,-0.524726,1.82985e-10,-0.563698,-120.49
33.6889,53669.1,1893.91,1893.91,180
16.4417,-2.71812e+06,-4.61629e+06,3.54769e+06,109942
99,180,15.6463,-1.20742e-06,0.700854
180,-0.6648,2.28987e-10,-0.556733,-120.49
33.6808,53936,1892.48,1892.48,180
16.3098,-2.71849e+06,-4.61692e+06,3.54709e+06,110842
99.5,180,15.3777,-1.20742e-06,0.831172
180,-0.801247,2.73766e-10,-0.549991,-120.49
33.6726,54200.6,1891.07,1891.07,180
16.1776,-2.71885e+06,-4.61754e+06,3.54648e+06,111742
100,180,15.1125,-0,0.959767
180,-0.934178,3.17406e-10,-0.543463,-120.49
33.6645,54462.9,1889.67,1889.67,180
16.0453,-2.71922e+06,-4.61816e+06,3.54587e+06,112643
100.5,180,14.8504,-1.20742e-06,1.08607
180,-1.0637,3.59953e-10,-0.537143,-120.49
33.6564,54722.9,1888.28,1888.28,180
15.9128,-2.71959e+06,-4.61878e+06,3.54526e+06,113543
101,180,14.5914,-0,1.20979
180,-1.18992,4.01448e-10,-0.531021,-120.49
33.6483,54980.6,1886.9,1886.9,180
15.78,-2.71995e+06,-4.6194e+06,3.54464e+06,114443
101.5,180,14.3355,-0,1.33082
180,-1.31293,4.41901e-10,-0.525091,-120.49
33.6402,55236,1885.54,1885.54,180
15.6471,-2.72031e+06,-4.62002e+06,3.54403e+06,115343
102,180,14.0825,-0,1.44911
180,-1.43283,4.81359e-10,-0.519346,-120.49
33.6321,55489.1,1884.19,1884.19,180
15.514,-2.72068e+06,-4.62063e+06,3.54341e+06,116243
102.5,180,13.8323,-8.53774e-07,1.56466
180,-1.54972,5.19907e-10,-0.513777,-120.49
33.624,55740,1882.85,1882.85,180
15.3807,-2.72104e+06,-4.62125e+06,3.5428e+06,117143
103,180,13.5849,-0,1.67748
180,-1.66367,5.57493e-10,-0.50838,-120.49
33.6158,55988.5,1881.52,1881.52,180
15.2472,-2.7214e+06,-4.62186e+06,3.54218e+06,118042
103.5,180,13.3401,-0,1.78763
180,-1.77479,5.9418e-10,-0.503147,-120.49
33.6077,56234.7,1880.2,1880.2,180
15.1135,-2.72176e+06,-4.62247e+06,3.54156e+06,118942
104,180,13.0979,-1.20742e-06,1.89515
180,-1.88314,6.30029e-10,-0.498073,-120.49
33.5996,56478.7,1878.9,1878.9,180
14.9797,-2.72211e+06,-4.62308e+06,3.54094e+06,119841
104.5,180,12.8581,-0,2.00009
180,-1.98881,6.64984e-10,-0.493151,-120.49
33.5915,56720.4,1877.6,1877.6,180
14.8456,-2.72247e+06,-4.62368e+06,3.54031e+06,120741
105,180,12.6208,-0,2.10251
180,-2.09188,6.99193e-10,-0.488376,-120.49
33.5834,56959.8,1876.32,1876.32,180
14.7114,-2.72283e+06,-4.62429e+06,3.53969e+06,121640
105.5,180,12.3859,-0,2.20247
180,-2.19241,7.32568e-10,-0.483743,-120.49
33.5753,57196.9,1875.05,1875.05,180
14.577,-2.72318e+06,-4.62489e+06,3.53907e+06,122539
106,180,12.1533,-0,2.30003
180,-2.29048,7.65199e-10,-0.479246,-120.49
33.5672,57431.7,1873.8,1873.8,180
14.4424,-2.72353e+06,-4.62549e+06,3.53844e+06,123439
106.5,180,11.9228,-1.20742e-06,2.39524
180,-2.38615,7.97081e-10,-0.47488,-120.49
33.5591,57664.2,1872.55,1872.55,180
14.3076,-2.72389e+06,-4.62609e+06,3.53781e+06,124338
107,180,11.6945,-0,2.48817
180,-2.4795,8.28263e-10,-0.470642,-120.49
33.551,57894.4,1871.32,1871.32,180
14.1727,-2.72424e+06,-4.62669e+06,3.53718e+06,125237
107.5,180,11.4683,-0,2.57887
180,-2.57059,8.58604e-10,-0.466525,-120.49
33.5429,58122.4,1870.09,1870.09,180
14.0375,-2.72459e+06,-4.62728e+06,3.53655e+06,126135
108,180,11.2441,-0,2.6674
180,-2.65947,8.88397e-10,-0.462526,-120.49
33.5348,58348,1868.88,1868.88,180
13.9023,-2.72494e+06,-4.62788e+06,3.53592e+06,127034
108.5,180,11.0219,-0,2.75382
180,-2.74621,9.17456e-10,-0.458641,-120.49
33.5267,58571.4,1867.69,1867.69,180
13.7668,-2.72529e+06,-4.62847e+06,3.53529e+06,127933
109,180,10.8017,-0,2.83818
180,-2.83087,9.45938e-10,-0.454864,-120.49
33.5186,58792.4,1866.5,1866.5,180
13.6312,-2.72564e+06,-4.62906e+06,3.53466e+06,128831
109.5,180,10.5832,-1.20742e-06,2.92054
180,-2.91349,9.73765e-10,-0.451194,-120.49
33.5105,59011.2,1865.33,1865.33,180
13.4954,-2.72598e+06,-4.62965e+06,3.53402e+06,129730
110,180,10.3666,-1.20742e-06,3.00093
180,-2.99414,1.00097e-09,-0.447625,-120.49
33.5024,59227.7,1864.16,1864.16,180
13.3594,-2.72633e+06,-4.63024e+06,3.53338e+06,130628
110.5,180,10.1517,-0,3.07942
180,-3.07287,1.02765e-09,-0.444154,-120.49
33.4943,59442,1863.01,1863.01,180
13.2233,-2.72667e+06,-4.63082e+06,3.53275e+06,131527
111,180,9.9386,-0,3.15605
180,-3.14972,1.05361e-09,-0.440777,-120.49
33.4862,59653.9,1861.87,1861.87,180
13.087,-2.72702e+06,-4.6314e+06,3.53211e+06,132425
111.5,180,9.72712,-0,3.23087
180,-3.22475,1.07913e-09,-0.437492,-120.49
33.4781,59863.5,1860.75,1860.75,180
12.9505,-2.72736e+06,-4.63199e+06,3.53147e+06,133323
112,180,9.51726,-0,3.30392
180,-3.29799,1.10408e-09,-0.434295,-120.49
33.47,60070.9,1859.63,1859.63,180
12.8139,-2.7277e+06,-4.63257e+06,3.53082e+06,134221
112.5,180,9.30898,-0,3.37525
180,-3.3695,1.12842e-09,-0.431182,-120.49
33.4619,60275.9,1858.53,1858.53,180
12.6771,-2.72804e+06,-4.63314e+06,3.53018e+06,135119
113,180,9.10223,-0,3.44489
180,-3.43932,1.15231e-09,-0.428152,-120.49
33.4538,60478.7,1857.43,1857.43,180
12.5402,-2.72838e+06,-4.63372e+06,3.52954e+06,136017
113.5,180,8.89697,-8.53774e-07,3.5129
180,-3.50749,1.17574e-09,-0.425201,-120.49
33.4457,60679.2,1856.35,1856.35,180
12.4031,-2.72872e+06,-4.6343e+06,3.52889e+06,136915
114,180,8.69318,-0,3.5793
180,-3.57405,1.19862e-09,-0.422326,-120.49
33.4376,60877.4,1855.29,1855.29,180
12.2659,-2.72906e+06,-4.63487e+06,3.52824e+06,137813
114.5,180,8.4908,-0,3.64414
180,-3.63904,1.22099e-09,-0.419524,-120.49
33.4295,61073.4,1854.23,1854.23,180
12.1285,-2.72939e+06,-4.63544e+06,3.52759e+06,138711
115,180,8.2898,-0,3.70746
180,-3.7025,1.24301e-09,-0.416794,-120.49
33.4214,61267,1853.18,1853.18,180
11.9909,-2.72973e+06,-4.63601e+06,3.52694e+06,139609
115.5,180,8.09015,-0,3.76928
180,-3.76446,1.2644e-09,-0.414132,-120.49
33.4133,61458.4,1852.15,1852.15,180
11.8532,-2.73006e+06,-4.63658e+06,3.52629e+06,140506
116,180,7.89182,-0,3.82965
180,-3.82496,1.28549e-09,-0.411536,-120.49
33.4052,61647.4,1851.13,1851.13,180
11.7154,-2.7304e+06,-4.63714e+06,3.52564e+06,141404
116.5,180,7.69476,-0,3.8886
180,-3.88403,1.3061e-09,-0.409005,-120.49
33.3971,61834.2,1850.12,1850.12,180
11.5774,-2.73073e+06,-4.63771e+06,3.52499e+06,142301
117,180,7.49896,-0,3.94616
180,-3.9417,1.3263e-09,-0.406535,-120.49
33.389,62018.7,1849.12,1849.12,180
11.4393,-2.73106e+06,-4.63827e+06,3.52433e+06,143199
117.5,180,7.30438,-0,4.00236
180,-3.99802,1.34603e-09,-0.404124,-120.49
33.3809,62200.9,1848.14,1848.14,180
11.301,-2.73139e+06,-4.63883e+06,3.52368e+06,144096
118,180,7.11098,-8.53774e-07,4.05724
180,-4.053,1.36534e-09,-0.401772,-120.49
33.3728,62380.9,1847.16,1847.16,180
11.1626,-2.73172e+06,-4.63939e+06,3.52302e+06,144993
118.5,180,6.91875,-0,4.11082
180,-4.10668,1.38437e-09,-0.399475,-120.49
33.3647,62558.5,1846.2,1846.2,180
11.0241,-2.73205e+06,-4.63995e+06,3.52236e+06,145890
119,180,6.72766,-0,4.16312
180,-4.15909,1.40291e-09,-0.397231,-120.49
33.3567,62733.9,1845.25,1845.25,180
10.8854,-2.73237e+06,-4.6405e+06,3.5217e+06,146787
119.5,180,6.53767,-0,4.21418
180,-4.21025,1.42106e-09,-0.39504,-120.49
33.3486,62907,1844.31,1844.31,180
10.7465,-2.7327e+06,-4.64106e+06,3.52104e+06,147685
120,180,6.34876,-8.53774e-07,4.26403
180,-4.26019,1.43886e-09,-0.392898,-120.49
33.3405,63077.8,1843.39,1843.39,180
10.6076,-2.73303e+06,-4.64161e+06,3.52037e+06,148582
120.5,180,6.16092,-8.53774e-07,4.31269
180,-4.30894,1.45629e-09,-0.390805,-120.49
33.3324,63246.3,1842.47,1842.47,180
10.4685,-2.73335e+06,-4.64216e+06,3.51971e+06,149478
121,180,5.9741,-0,4.36018
180,-4.35652,1.47343e-09,-0.388759,-120.49
33.3243,63412.5,1841.57,1841.57,180
10.3292,-2.73367e+06,-4.64271e+06,3.51904e+06,150375
121.5,180,5.7883,-1.20742e-06,4.40654
180,-4.40296,1.49018e-09,-0.386758,-120.49
33.3162,63576.5,1840.68,1840.68,180
10.1899,-2.73399e+06,-4.64325e+06,3.51838e+06,151272
122,180,5.60349,-0,4.45177
180,-4.44828,1.50651e-09,-0.384801,-120.49
33.3081,63738.2,1839.8,1839.8,180
10.0504,-2.73432e+06,-4.6438e+06,3.51771e+06,152169
122.5,180,5.41965,-8.53774e-07,4.49592
180,-4.4925,1.52262e-09,-0.382886,-120.49
33.3,63897.5,1838.93,1838.93,180
9.91075,-2.73463e+06,-4.64434e+06,3.51704e+06,153065
123,180,5.23675,-8.53774e-07,4.53899
180,-4.53565,1.53832e-09,-0.381011,-120.49
33.292,64054.7,1838.07,1838.07,180
9.771,-2.73495e+06,-4.64488e+06,3.51637e+06,153962
123.5,180,5.05478,-0,4.58101
180,-4.57775,1.55376e-09,-0.379177,-120.49
33.2839,64209.5,1837.23,1837.23,180
9.63113,-2.73527e+06,-4.64542e+06,3.5157e+06,154859
124,180,4.87372,-8.53774e-07,4.62201
180,-4.61882,1.5689e-09,-0.37738,-120.49
33.2758,64362,1836.4,1836.4,180
9.49113,-2.73559e+06,-4.64596e+06,3.51502e+06,155755
124.5,180,4.69354,-0,4.66199
180,-4.65888,1.58365e-09,-0.37562,-120.49
33.2677,64512.3,1835.58,1835.58,180
9.35102,-2.7359e+06,-4.6465e+06,3.51435e+06,156652
125,180,4.51424,-8.53774e-07,4.70099
180,-4.69794,1.59806e-09,-0.373895,-120.49
33.2596,64660.3,1834.77,1834.77,180
9.21078,-2.73622e+06,-4.64703e+06,3.51367e+06,157548
125.5,180,4.33579,-8.53774e-07,4.73902
180,-4.73604,1.61227e-09,-0.372205,-120.49
33.2515,64805.9,1833.97,1833.97,180
9.07043,-2.73653e+06,-4.64757e+06,3.513e+06,158444
126,180,4.15817,-0,4.7761
180,-4.77318,1.62624e-09,-0.370549,-120.49
33.2435,64949.4,1833.19,1833.19,180
8.92995,-2.73685e+06,-4.6481e+06,3.51232e+06,159341
126.5,180,3.98138,-8.53774e-07,4.81224
180,-4.80939,1.6398e-09,-0.368924,-120.49
33.2354,65090.5,1832.41,1832.41,180
8.78937,-2.73716e+06,-4.64863e+06,3.51164e+06,160237
127,180,3.80539,-0,4.84747
180,-4.84468,1.65312e-09,-0.36733,-120.49
33.2273,65229.3,1831.65,1831.65,180
8.64867,-2.73747e+06,-4.64915e+06,3.51096e+06,161133
127.5,180,3.63019,-0,4.8818
180,-4.87908,1.66616e-09,-0.365767,-120.49
33.2192,65365.9,1830.9,1830.9,180
8.50786,-2.73778e+06,-4.64968e+06,3.51027e+06,162029
128,180,3.45576,-8.53774e-07,4.91525
180,-4.91258,1.67891e-09,-0.364232,-120.49
33.2111,65500.2,1830.17,1830.17,180
8.36694,-2.73809e+06,-4.6502e+06,3.50959e+06,162925
128.5,180,3.2821,-0,4.94782
