time            psibdx          thtbdx          lonx            latx            alt             dvbe            VBED1           VBED2           VBED3           grndtrck        thrust          
301.5           -178.042        -37.2887        -120.585        30.5405         17864.3         1941.55         -1645.99        -38.9176        1029            459119          0               
302             -178.205        -36.0597        -120.585        30.5331         17348.9         1934.92         -1635.96        -39.0711        1032.47         459937          0               
302.5           -178.404        -34.4578        -120.585        30.5258         16832.2         1927.89         -1626.59        -39.0684        1034.12         460750          0               
303             -178.638        -32.4552        -120.586        30.5185         16315.1         1920.3          -1617.66        -38.9172        1034.04         461559          0               
303.5           -178.851        -30.5           -120.586        30.5112         15798.5         1911.95         -1609.15        -38.6016        1031.84         462364          0               
304             -179.009        -29.0088        -120.586        30.504          15283.6         1902.58         -1600.93        -38.1094        1027.33         463164          0               
304.5           -179.116        -28.016         -120.586        30.4968         14771.6         1892.07         -1592.98        -37.4241        1020.27         463961          0               
305             -179.17         -27.5574        -120.586        30.4897         14263.7         1880.4          -1585.1         -36.5738        1010.95         464754          0               
305.5           -179.169        -27.6703        -120.587        30.4826         13760.8         1867.71         -1576.69        -35.6612        1000.56         465542          0               
306             -179.112        -28.3935        -120.587        30.4755         13263.1         1854.21         -1567.05        -34.8123        990.558         466327          0               
306.5           -178.99         -29.7669        -120.587        30.4685         12770           1839.99         -1555.67        -34.1164        981.991         467106          0               
307             -178.796        -31.8322        -120.587        30.4615         12280.8         1825.02         -1542.2         -33.6128        975.29          467879          0               
307.5           -178.574        -34.1549        -120.587        30.4546         11794.3         1809.04         -1525.96        -33.3674        971.068         468644          0               
308             -178.422        -35.7293        -120.587        30.4478         11309.4         1791.73         -1506.94        -33.3074        968.674         469401          0               
308.5           -178.356        -36.4788        -120.588        30.441          10825.4         1773.09         -1485.58        -33.379         967.361         470148          0               
309             -178.384        -36.3619        -120.588        30.4344         10342.1         1753.47         -1463.3         -33.4377        965.555         470884          0               
309.5           -178.507        -35.344         -120.588        30.4279         9860.23         1733.11         -1441.51        -33.334         961.576         471609          0               
310             -178.716        -33.4281        -120.588        30.4214         9381.04         1712.01         -1420.97        -32.9683        954.337         472323          0               
310.5           -178.879        -31.8616        -120.588        30.4151         8906.7          1689.91         -1402.22        -32.2656        942.612         473028          0               
311             -178.945        -31.2928        -120.588        30.4088         8438.87         1666.7          -1383.84        -31.39          928.374         473724          0               
311.5           -178.914        -31.7505        -120.589        30.4026         7978.42         1642.61         -1364.8         -30.4973        913.554         474410          0               
312             -178.783        -33.2607        -120.589        30.3965         7525.07         1617.87         -1344.05        -29.7412        900.074         475086          0               
312.5           -178.604        -35.2595        -120.589        30.3905         7077.67         1592.42         -1319.93        -29.3259        890.347         475752          0               
313             -178.521        -36.237         -120.589        30.3846         6634.51         1566.17         -1293.62        -29.0697        882.388         476404          0               
313.5           -178.55         -36.0984        -120.589        30.3788         6195.32         1539.27         -1266.63        -28.8153        874.174         477044          0               
314             -178.69         -34.8275        -120.589        30.3732         5760.61         1511.88         -1240.15        -28.4385        864.299         477670          0               
314.5           -178.819        -33.5945        -120.59         30.3676         5332.26         1483.97         -1216.89        -27.6468        848.862         478283          0               
315             -178.84         -33.5196        -120.59         30.3622         4911.92         1455.54         -1193.69        -26.7982        832.453         478885          0               
315.5           -178.754        -34.611         -120.59         30.3569         4499.75         1426.75         -1169.86        -25.9881        816.315         479476          0               
316             -178.631        -36.0755        -120.59         30.3517         4094.71         1397.6          -1142.5         -25.5402        804.557         480054          0               
316.5           -178.615        -36.4028        -120.59         30.3466         3695.14         1368.13         -1114.11        -25.1719        793.669         480617          0               
317             -178.711        -35.5732        -120.59         30.3416         3301.17         1338.47         -1086.31        -24.7278        781.561         481167          0               
317.5           -178.782        -34.9956        -120.59         30.3368         2914.6          1308.66         -1061.77        -23.9056        764.628         481704          0               
318             -178.743        -35.5813        -120.59         30.3321         2536.55         1278.77         -1037.19        -23.0898        747.627         482228          0               
318.5           -178.674        -36.5292        -120.591        30.3274         2166.05         1248.89         -1009.44        -22.6327        735.019         482740          0               
319             -178.703        -36.3666        -120.591        30.323          1801.51         1219.12         -981.298        -22.2317        723.059         483237          0               
319.5           -178.736        -36.2102        -120.591        30.3186         1444.25         1189.51         -957.075        -21.4294        706.025         483721          0               
320             -178.706        -36.7218        -120.591        30.3143         1094.93         1160.11         -930.6          -20.8958        692.397         484193          0               
320.5           -178.715        -36.8189        -120.591        30.3102         752.323         1131.02         -905.173        -20.3131        677.835         484652          0               
321             -178.716        -37.016         -120.591        30.3062         416.956         1102.28         -879.883        -19.7079        663.65          485098          0               
321.5           -178.717        -37.2174        -120.591        30.3023         88.6543         1073.93         -854.99         -19.1661        649.581         485532          0               
-1.0            -178.717        -37.2747        -120.591        30.3012         -2.01513        1066.08         -848.093        -18.9958        645.673         485651          0               
