time            psibdx          thtbdx          lonx            latx            alt             dvbe            VBED1           VBED2           VBED3           grndtrck        thrust          
0               180             60              -120.49         34.68           100.004         1.05073         -0.535886       -7.41861e-07    -0.903808       0.00267926      1.40763e+06     
0.5             -180            60              -120.49         34.68           102.348         11.471          -7.72357        -0.000454122    -8.48121        2.08385         1.40763e+06     
1               -180            60              -120.49         34.6799         108.496         21.9868         -14.9465        -0.00166205     -16.1252        7.76766         1.40763e+06     
1.5             -180            60              -120.49         34.6798         118.484         32.5753         -22.202         -0.00362782     -23.8374        17.071          1.40763e+06     
2               -180            59.9997         -120.49         34.6797         132.345         43.2353         -29.4873        -0.0063532      -31.6195        30.0095         1.40763e+06     
2.5             -180            59.9991         -120.49         34.6796         150.115         53.966          -36.7996        -0.00983841     -39.473         46.5973         1.40763e+06     
3               -180            59.9979         -120.49         34.6794         171.83          64.7669         -44.1364        -0.0140821      -47.3997        66.8472         1.40763e+06     
3.5             -180            59.9957         -120.49         34.6792         197.527         75.6375         -51.4951        -0.0190816      -55.4011        90.7708         1.40763e+06     
4               -180            59.9924         -120.49         34.6789         227.243         86.5773         -58.8732        -0.0248324      -63.4789        118.378         1.40763e+06     
4.5             -180            59.9874         -120.49         34.6787         261.018         97.586          -66.2684        -0.0313291      -71.6347        149.679         1.40763e+06     
5               -180            59.9803         -120.49         34.6783         298.89          108.663         -73.6785        -0.0385647      -79.8697        184.68          1.40763e+06     
5.5             -180            59.9707         -120.49         34.678          340.9           119.807         -81.1008        -0.0465311      -88.184         223.39          1.40763e+06     
6               -180            59.9579         -120.49         34.6776         387.087         131.017         -88.5335        -0.0552192      -96.5781        265.812         1.40763e+06     
6.5             -180            59.9412         -120.49         34.6772         437.49          142.293         -95.9747        -0.0646192      -105.052        311.952         1.40763e+06     
7               -180            59.9201         -120.49         34.6767         492.151         153.633         -103.423        -0.0747207      -113.607        361.814         1.40763e+06     
7.5             -180            59.8937         -120.49         34.6763         551.11          165.037         -110.878        -0.0855127      -122.242        415.401         1.40763e+06     
8               -180            59.8612         -120.49         34.6757         614.405         176.504         -118.338        -0.0969833      -130.957        472.715         1.40763e+06     
8.5             -179.999        59.8217         -120.49         34.6752         682.078         188.034         -125.803        -0.109121       -139.751        533.76          1.40763e+06     
9               -179.999        59.7743         -120.49         34.6746         754.168         199.626         -133.272        -0.121916       -148.624        598.537         1.40763e+06     
9.5             -179.999        59.718          -120.49         34.674          830.713         211.272         -140.743        -0.135359       -157.566        667.048         1.40763e+06     
10              -179.999        59.6516         -120.49         34.6733         911.74          222.943         -148.204        -0.14944        -166.551        739.29          1.40763e+06     
10.5            -179.998        59.5741         -120.49         34.6727         997.268         234.632         -155.65         -0.164151       -175.571        815.258         1.40763e+06     
11              -179.998        59.4842         -120.49         34.6719         1087.31         246.331         -163.082        -0.179486       -184.615        894.944         1.40763e+06     
11.5            -179.997        59.3808         -120.49         34.6712         1181.88         258.029         -170.498        -0.19544        -193.673        978.339         1.40763e+06     
12              -179.996        59.2625         -120.49         34.6704         1280.98         269.718         -177.898        -0.212015       -202.732        1065.44         1.40763e+06     
12.5            -179.996        59.1279         -120.49         34.6696         1384.61         281.369         -185.275        -0.229236       -211.758        1156.23         1.40763e+06     
13              -179.995        58.9758         -120.49         34.6687         1492.73         292.955         -192.625        -0.247133       -220.722        1250.7          1.40763e+06     
13.5            -179.994        58.8046         -120.49         34.6678         1605.31         304.461         -199.946        -0.265714       -229.603        1348.83         1.40763e+06     
14              -179.992        58.613          -120.49         34.6669         1722.31         315.871         -207.237        -0.285          -238.385        1450.61         1.40763e+06     
14.5            -179.991        58.3993         -120.49         34.666          1843.68         327.171         -214.483        -0.304928       -247.058        1556.03         1.40763e+06     
15              -179.989        58.1622         -120.49         34.665          1969.35         338.343         -221.667        -0.325393       -255.616        1665.05         1.40763e+06     
15.5            -179.987        57.9002         -120.49         34.664          2099.27         349.375         -228.79         -0.346418       -264.041        1777.64         1.40763e+06     
16              -179.985        57.6116         -120.49         34.6629         2233.37         360.316         -235.896        -0.368095       -272.361        1893.79         1.40763e+06     
16.5            -179.983        57.2951         -120.49         34.6619         2371.61         371.213         -243.027        -0.390529       -280.601        2013.48         1.40763e+06     
17              -179.98         56.9489         -120.49         34.6607         2513.95         382.063         -250.192        -0.413777       -288.749        2136.75         1.40763e+06     
17.5            -179.977        56.5717         -120.49         34.6596         2660.34         392.864         -257.397        -0.437877       -296.797        2263.61         1.40763e+06     
18              -179.974        56.1618         -120.49         34.6584         2810.73         403.652         -264.677        -0.462951       -304.763        2394.08         1.40763e+06     
18.5            -179.97         55.7176         -120.49         34.6572         2965.1          414.533         -272.114        -0.4892         -312.716        2528.22         1.40763e+06     
19              -179.966        55.2375         -120.49         34.656          3123.44         425.524         -279.731        -0.516784       -320.657        2666.12         1.40763e+06     
19.5            -179.962        54.72           -120.49         34.6547         3285.75         436.637         -287.553        -0.545869       -328.58         2807.87         1.40763e+06     
20              -179.957        54.1634         -120.49         34.6534         3452.02         447.881         -295.592        -0.576548       -336.485        2953.59         1.40763e+06     
20.5            -179.951        53.566          -120.49         34.652          3622.23         459.268         -303.873        -0.609019       -344.366        3103.37         1.40763e+06     
21              -179.946        52.926          -120.49         34.6506         3796.37         470.809         -312.421        -0.643534       -352.213        3257.36         1.40763e+06     
21.5            -179.939        52.2419         -120.49         34.6492         3974.43         482.517         -321.264        -0.680372       -360.017        3415.69         1.40763e+06     
22              -179.933        51.5117         -120.49         34.6477         4156.38         494.403         -330.416        -0.719693       -367.775        3578.5          1.40763e+06     
22.5            -179.925        50.7337         -120.49         34.6462         4342.19         506.477         -339.905        -0.761845       -375.477        3745.97         1.40763e+06     
23              -179.917        49.9061         -120.49         34.6447         4531.84         518.751         -349.762        -0.807345       -383.104        3918.27         1.40763e+06     
23.5            -179.908        49.0271         -120.49         34.6431         4725.27         531.146         -359.951        -0.856571       -390.577        4095.58         1.40763e+06     
24              -179.898        48.0947         -120.49         34.6414         4922.37         543.617         -370.492        -0.911307       -397.811        4278.05         1.40763e+06     
24.5            -179.886        47.1073         -120.49         34.6398         5123.04         556.181         -381.351        -0.971362       -404.856        4465.87         1.40763e+06     
25              -179.866        46.0736         -120.49         34.638          5327.2          568.862         -392.485        -1.03566        -411.775        4659.18         1.40763e+06     
25.5            -179.838        45.08           -120.49         34.6362         5534.79         581.665         -403.897        -1.10663        -418.569        4858.11         1.40763e+06     
26              -179.81         44.1472         -120.49         34.6344         5745.74         594.606         -415.643        -1.18593        -425.201        5062.81         1.40763e+06     
26.5            -179.785        43.2771         -120.49         34.6325         5959.95         607.712         -427.828        -1.27642        -431.597        5273.49         1.40763e+06     
27              -179.761        42.4716         -120.49         34.6305         6177.31         620.977         -440.38         -1.37767        -437.808        5490.35         1.40763e+06     
27.5            -179.74         41.7325         -120.49         34.6285         6397.72         634.4           -453.277        -1.48938        -443.848        5713.55         1.40763e+06     
28              -179.721        41.0618         -120.49         34.6264         6621.12         647.949         -466.462        -1.61066        -449.721        5943.26         1.40763e+06     
28.5            -179.704        40.4612         -120.49         34.6243         6847.42         661.617         -479.892        -1.7404         -455.453        6179.61         1.40763e+06     
29              -179.69         39.9326         -120.49         34.6221         7076.55         675.407         -493.537        -1.87754        -461.077        6422.72         1.40763e+06     
29.5            -179.678        39.4778         -120.49         34.6199         7308.47         689.325         -507.369        -2.02092        -466.627        6672.68         1.40763e+06     
30              -179.668        39.0987         -120.49         34.6175         7543.16         703.376         -521.36         -2.16933        -472.141        6929.58         1.40763e+06     
30.5            -179.66         38.7971         -120.49         34.6152         7780.61         717.566         -535.48         -2.32147        -477.658        7193.49         1.40763e+06     
31              -179.655        38.5746         -120.49         34.6127         8020.82         731.9           -549.701        -2.47597        -483.219        7464.47         1.40763e+06     
31.5            -179.652        38.4332         -120.49         34.6102         8263.84         746.382         -563.994        -2.63137        -488.867        7742.56         1.40763e+06     
32              -179.652        38.3744         -120.49         34.6076         8509.71         761.018         -578.329        -2.78612        -494.647        8027.79         1.40763e+06     
32.5            -179.655        38.4            -120.49         34.605          8758.51         775.808         -592.687        -2.93909        -500.591        8320.17         1.40763e+06     
33              -179.661        38.5117         -120.49         34.6023         9010.33         790.754         -607.032        -3.08838        -506.748        8619.71         1.40763e+06     
33.5            -179.669        38.711          -120.49         34.5995         9265.3          805.85          -621.284        -3.22978        -513.215        8926.38         1.40763e+06     
34              -179.681        38.9996         -120.49         34.5967         9523.57         821.117         -635.559        -3.36778        -519.891        9240.15         1.40763e+06     
34.5            -179.7          39.3534         -120.49         34.5938         9785.22         836.565         -649.892        -3.50333        -526.754        9561.04         1.40763e+06     
35              -179.72         39.6355         -120.49         34.5909         10050.3         852.199         -664.288        -3.635          -533.808        9889.1          1.40763e+06     
35.5            -179.737        39.824          -120.49         34.5878         10319.1         868.027         -678.741        -3.76154        -541.081        10224.3         1.40763e+06     
36              -179.749        39.9174         -120.49         34.5848         10591.5         884.065         -693.182        -3.87794        -548.685        10566.8         1.40763e+06     
36.5            -179.757        39.9146         -120.49         34.5816         10867.8         900.306         -707.696        -3.98902        -556.508        10916.4         1.40763e+06     
37              -179.761        39.8142         -120.49         34.5784         11148           916.743         -722.33         -4.09786        -564.482        11273.3         1.40763e+06     
37.5            -179.759        39.6153         -120.49         34.5751         11432.3         933.403         -737.154        -4.20755        -572.562        11637.6         1.40763e+06     
38              -179.753        39.3178         -120.49         34.5718         11720.6         950.297         -752.221        -4.32111        -580.697        12009.3         1.40763e+06     
38.5            -179.742        38.9212         -120.49         34.5683         12012.9         967.431         -767.583        -4.44178        -588.828        12388.5         1.40763e+06     
39              -179.726        38.4254         -120.49         34.5649         12309.4         984.81          -783.304        -4.57391        -596.88         12775.5         1.40763e+06     
39.5            -179.704        37.8303         -120.491        34.5613         12609.8         1002.44         -799.446        -4.72254        -604.772        13170.4         1.40763e+06     
40              -179.677        37.1359         -120.491        34.5577         12914.1         1020.33         -815.93         -4.88123        -612.629        13573.5         1.40763e+06     
40.5            -179.64         36.3743         -120.491        34.554          13222.4         1038.5          -832.78         -5.05238        -620.429        13984.8         1.40763e+06     
41              -179.602        35.6938         -120.491        34.5502         13534.5         1056.94         -850            -5.23877        -628.17         14404.7         1.40763e+06     
41.5            -179.57         35.1127         -120.491        34.5463         13850.6         1075.67         -867.583        -5.44008        -635.869        14833.1         1.40763e+06     
42              -179.545        34.6308         -120.491        34.5424         14170.4         1094.69         -885.616        -5.66404        -643.424        15270.5         1.40763e+06     
42.5            -179.526        34.248          -120.491        34.5383         14494           1114.01         -904.029        -5.90444        -650.929        15716.9         1.40763e+06     
43              -179.514        33.964          -120.491        34.5342         14821.3         1133.63         -922.772        -6.15595        -658.462        16172.6         1.40763e+06     
43.5            -179.509        33.7786         -120.491        34.53           15152.4         1153.56         -941.804        -6.41402        -666.089        16637.7         1.40763e+06     
44              -179.51         33.6914         -120.491        34.5258         15487.4         1173.82         -961.089        -6.67401        -673.877        17112.3         1.40763e+06     
44.5            -179.517        33.7021         -120.491        34.5214         15826.3         1194.4          -980.58         -6.93035        -681.905        17596.5         1.40763e+06     
45              -179.532        33.8102         -120.491        34.5169         16169.4         1215.3          -1000.22        -7.17614        -690.264        18090.5         1.40763e+06     
45.5            -179.553        34.0153         -120.491        34.5124         16516.6         1236.55         -1020.09        -7.41826        -698.869        18594.3         1.40763e+06     
46              -179.582        34.3146         -120.491        34.5078         16868.3         1258.14         -1040.16        -7.65459        -707.751        19108.1         1.40763e+06     
46.5            -179.614        34.5873         -120.491        34.5031         17224.4         1280.08         -1060.44        -7.88247        -716.933        19631.8         1.40763e+06     
47              -179.639        34.7648         -120.491        34.4982         17585.2         1302.37         -1080.95        -8.10319        -726.395        20165.8         1.40763e+06     
47.5            -179.656        34.8479         -120.491        34.4933         17950.8         1325.03         -1101.71        -8.31869        -736.116        20709.9         1.40763e+06     
48              -179.665        34.8372         -120.491        34.4883         18321.4         1348.05         -1122.68        -8.52398        -746.157        21264.5         1.40763e+06     
48.5            -179.667        34.7334         -120.491        34.4832         18697           1371.44         -1143.94        -8.72716        -756.424        21829.5         1.40763e+06     
49              -179.661        34.5374         -120.491        34.4781         19077.8         1395.21         -1165.54        -8.93516        -766.84         22405.2         1.40763e+06     
49.5            -179.648        34.2499         -120.491        34.4728         19463.9         1419.37         -1187.56        -9.15588        -777.321        22991.7         1.40763e+06     
50              -179.626        33.8719         -120.491        34.4674         19855.1         1443.92         -1210.03        -9.39398        -787.821        23589.3         1.40763e+06     
50.5            -179.597        33.4044         -120.491        34.4619         20251.7         1468.89         -1232.93        -9.64651        -798.376        24198.1         1.40763e+06     
51              -179.56         32.8483         -120.491        34.4563         20653.5         1494.27         -1256.32        -9.91737        -808.953        24818.5         1.40763e+06     
51.5            -179.512        32.2662         -120.491        34.4506         21060.6         1520.07         -1280.2         -10.2115        -819.518        25450.5         1.40763e+06     
52              -179.471        31.7683         -120.492        34.4448         21473           1546.31         -1304.58        -10.5305        -830.087        26094.6         1.40763e+06     
52.5            -179.438        31.3556         -120.492        34.4389         21890.7         1572.99         -1329.45        -10.8715        -840.691        26750.9         1.40763e+06     
53              -179.414        31.027          -120.492        34.4329         22313.7         1600.13         -1354.8         -11.2336        -851.346        27419.7         1.40763e+06     
53.5            -179.398        30.7812         -120.492        34.4267         22742           1627.71         -1380.65        -11.6184        -862.041        28101.2         1.40763e+06     
54              -179.389        30.6169         -120.492        34.4205         23175.8         1655.77         -1406.96        -12.0168        -872.868        28795.6         1.40763e+06     
54.5            -179.389        30.533          -120.492        34.4141         23614.9         1684.31         -1433.69        -12.4215        -883.899        29503.2         1.40763e+06     
55              -179.397        30.5282         -120.492        34.4076         24059.7         1713.34         -1460.8         -12.8238        -895.223        30224.1         1.40763e+06     
55.5            -179.413        30.6012         -120.492        34.401          24510.2         1742.87         -1488.3         -13.2239        -906.842        30958.7         1.40763e+06     
56              -179.437        30.7508         -120.492        34.3942         24966.6         1772.9          -1516.2         -13.6203        -918.774        31706.9         1.40763e+06     
56.5            -179.468        30.9757         -120.492        34.3873         25429           1803.46         -1544.47        -14.0085        -931.066        32469.1         1.40763e+06     
57              -179.505        31.2368         -120.492        34.3803         25897.7         1834.54         -1573.1         -14.3844        -943.754        33245.4         1.40763e+06     
57.5            -179.536        31.4311         -120.492        34.3732         26372.8         1866.14         -1602.1         -14.748         -956.835        34036           1.40763e+06     
58              -179.559        31.5542         -120.492        34.366          26854.6         1898.29         -1631.51        -15.103         -970.283        34841.1         1.40763e+06     
58.5            -179.574        31.6074         -120.492        34.3586         27343.1         1930.98         -1661.34        -15.4533        -984.071        35660.8         1.40763e+06     
59              -179.582        31.5919         -120.493        34.351          27838.7         1964.24         -1691.64        -15.8031        -998.169        36495.5         1.40763e+06     
59.5            -179.582        31.509          -120.493        34.3434         28341.3         1998.08         -1722.43        -16.155         -1012.56        37345.3         1.40763e+06     
60              -179.574        31.3601         -120.493        34.3356         28851.3         2032.51         -1753.77        -16.5163        -1027.2         38210.5         1.40763e+06     
60.5            -179.559        31.1464         -120.493        34.3276         29368.6         2067.55         -1785.67        -16.8904        -1042.05        39091.4         1.40763e+06     
61              -179.537        30.8693         -120.493        34.3196         29890.7         2074.83         -1793.8         -17.0798        -1042.55        39983.8         0               
61.5            -179.508        30.5326         -120.493        34.3116         30410.7         2070.99         -1792.4         -17.1937        -1037.31        40876.1         0               
62              -179.472        30.141          -120.493        34.3035         30928           2067.28         -1791.11        -17.3103        -1032.12        41767.7         0               
62.5            -179.429        29.7069         -120.493        34.2955         31442.8         2063.67         -1789.92        -17.4285        -1026.93        42658.6         0               
63              -179.387        29.3026         -120.493        34.2875         31955           2060.16         -1788.84        -17.5554        -1021.76        43548.8         0               
63.5            -179.349        28.9411         -120.493        34.2794         32464.5         2056.75         -1787.84        -17.6842        -1016.62        44438.4         0               
64              -179.317        28.6191         -120.493        34.2714         32971.6         2053.42         -1786.91        -17.8145        -1011.52        45327.5         0               
64.5            -179.289        28.3334         -120.494        34.2634         33476           2050.17         -1786.05        -17.9458        -1006.44        46216.1         0               
65              -179.266        28.081          -120.494        34.2554         33978           2047            -1785.24        -18.0777        -1001.4         47104.2         0               
65.5            -179.247        27.8594         -120.494        34.2474         34477.4         2043.9          -1784.49        -18.2099        -996.387        47991.9         0               
66              -179.231        27.6661         -120.494        34.2394         34974.4         2040.86         -1783.79        -18.3422        -991.404        48879.1         0               
66.5            -179.219        27.499          -120.494        34.2314         35468.8         2037.89         -1783.13        -18.4743        -986.45         49765.9         0               
67              -179.209        27.3561         -120.494        34.2234         35960.8         2034.96         -1782.51        -18.6061        -981.522        50652.3         0               
67.5            -179.203        27.2355         -120.494        34.2154         36450.3         2032.09         -1781.92        -18.7374        -976.62         51538.4         0               
68              -179.2          27.1357         -120.494        34.2075         36937.4         2029.27         -1781.37        -18.8682        -971.742        52424.1         0               
68.5            -179.198        27.055          -120.494        34.1995         37422.1         2026.49         -1780.85        -18.9984        -966.887        53309.4         0               
69              -179.2          26.992          -120.494        34.1915         37904.3         2023.75         -1780.35        -19.128         -962.053        54194.5         0               
69.5            -179.203        26.9456         -120.495        34.1835         38384.1         2021.05         -1779.88        -19.2569        -957.238        55079.2         0               
70              -179.208        26.9144         -120.495        34.1755         38861.5         2018.39         -1779.43        -19.3852        -952.443        55963.7         0               
70.5            -179.216        26.8974         -120.495        34.1676         39336.5         2015.76         -1779           -19.5128        -947.665        56847.9         0               
71              -179.225        26.8937         -120.495        34.1596         39809.2         2013.16         -1778.59        -19.6397        -942.903        57731.7         0               
71.5            -179.235        26.9023         -120.495        34.1516         40279.4         2010.6          -1778.2         -19.7661        -938.156        58615.4         0               
72              -179.248        26.9223         -120.495        34.1437         40747.3         2008.06         -1777.82        -19.8917        -933.423        59498.7         0               
72.5            -179.261        26.953          -120.495        34.1357         41212.8         2005.55         -1777.46        -20.0168        -928.703        60381.9         0               
73              -179.277        26.9936         -120.495        34.1278         41676           2003.07         -1777.11        -20.1414        -923.994        61264.8         0               
73.5            -179.294        27.0435         -120.495        34.1198         42136.8         2000.61         -1776.78        -20.2654        -919.297        62147.4         0               
74              -179.312        27.102          -120.496        34.1118         42595.3         1998.18         -1776.45        -20.389         -914.609        63029.8         0               
74.5            -179.332        27.1681         -120.496        34.1039         43051.4         1995.76         -1776.14        -20.5132        -909.932        63912           0               
75              -179.355        27.2313         -120.496        34.0959         43505.2         1993.37         -1775.84        -20.6352        -905.267        64794           0               
75.5            -179.376        27.2873         -120.496        34.088          43956.7         1991            -1775.55        -20.7566        -900.609        65675.8         0               
76              -179.397        27.3367         -120.496        34.08           44405.8         1988.65         -1775.26        -20.8776        -895.958        66557.4         0               
76.5            -179.418        27.3798         -120.496        34.0721         44852.6         1986.32         -1774.99        -20.9982        -891.313        67438.8         0               
77              -179.437        27.4171         -120.496        34.0642         45297.1         1984            -1774.72        -21.1184        -886.674        68320           0               
77.5            -179.456        27.4488         -120.496        34.0562         45739.3         1981.71         -1774.46        -21.2382        -882.041        69201           0               
78              -179.474        27.4754         -120.496        34.0483         46179.1         1979.43         -1774.21        -21.3577        -877.412        70081.8         0               
78.5            -179.492        27.4972         -120.497        34.0403         46616.7         1977.16         -1773.96        -21.4768        -872.788        70962.4         0               
79              -179.508        27.5144         -120.497        34.0324         47051.9         1974.91         -1773.73        -21.5956        -868.168        71842.8         0               
79.5            -179.524        27.5274         -120.497        34.0245         47484.8         1972.68         -1773.49        -21.7142        -863.552        72723.1         0               
80              -179.54         27.5363         -120.497        34.0165         47915.4         1970.46         -1773.27        -21.8324        -858.939        73603.2         0               
80.5            -179.555        27.5414         -120.497        34.0086         48343.7         1968.26         -1773.05        -21.9504        -854.33         74483.1         0               
81              -179.569        27.5429         -120.497        34.0007         48769.7         1966.07         -1772.83        -22.068         -849.723        75362.9         0               
81.5            -179.583        27.541          -120.497        33.9927         49193.4         1963.9          -1772.62        -22.1854        -845.119        76242.5         0               
82              -179.597        27.5358         -120.497        33.9848         49614.8         1961.73         -1772.41        -22.3025        -840.519        77121.9         0               
82.5            -179.61         27.5276         -120.497        33.9769         50033.9         1959.59         -1772.21        -22.4192        -835.92         78001.2         0               
83              -179.622        27.5165         -120.498        33.969          50450.7         1957.45         -1772.01        -22.5357        -831.325        78880.3         0               
83.5            -179.635        27.5027         -120.498        33.961          50865.3         1955.33         -1771.81        -22.6519        -826.731        79759.2         0               
84              -179.646        27.4862         -120.498        33.9531         51277.5         1953.22         -1771.62        -22.7678        -822.14         80638           0               
84.5            -179.658        27.4673         -120.498        33.9452         51687.4         1951.12         -1771.43        -22.8834        -817.551        81516.7         0               
85              -179.669        27.446          -120.498        33.9373         52095           1949.04         -1771.24        -22.9987        -812.964        82395.2         0               
85.5            -179.679        27.4225         -120.498        33.9293         52500.3         1946.96         -1771.06        -23.1138        -808.378        83273.6         0               
86              -179.69         27.3969         -120.498        33.9214         52903.4         1944.9          -1770.88        -23.2286        -803.795        84151.8         0               
86.5            -179.7          27.3693         -120.498        33.9135         53304.1         1942.85         -1770.71        -23.3431        -799.212        85029.9         0               
87              -179.71         27.3397         -120.499        33.9056         53702.6         1940.82         -1770.53        -23.4574        -794.631        85907.8         0               
87.5            -179.719        27.3083         -120.499        33.8977         54098.7         1938.79         -1770.36        -23.5714        -790.052        86785.6         0               
88              -179.728        27.2751         -120.499        33.8898         54492.6         1936.78         -1770.19        -23.6851        -785.474        87663.3         0               
88.5            -179.737        27.2403         -120.499        33.8819         54884.2         1934.78         -1770.03        -23.7986        -780.897        88540.8         0               
89              -179.746        27.2039         -120.499        33.874          55273.5         1932.79         -1769.86        -23.9118        -776.322        89418.2         0               
89.5            -179.754        27.1659         -120.499        33.866          55660.5         1930.81         -1769.7         -24.0248        -771.747        90295.4         0               
90              -179.763        27.1265         -120.499        33.8581         56045.2         1928.84         -1769.54        -24.1376        -767.174        91172.5         0               
90.5            -179.771        27.0858         -120.499        33.8502         56427.6         1926.88         -1769.39        -24.2501        -762.601        92049.5         0               
91              -179.779        27.0437         -120.5          33.8423         56807.8         1924.94         -1769.23        -24.3623        -758.03         92926.4         0               
91.5            -179.786        27.0004         -120.5          33.8344         57185.7         1923            -1769.08        -24.4743        -753.459        93803.1         0               
92              -179.794        26.9559         -120.5          33.8265         57561.2         1921.08         -1768.93        -24.586         -748.89         94679.7         0               
92.5            -179.801        26.9102         -120.5          33.8186         57934.5         1919.17         -1768.78        -24.6975        -744.321        95556.2         0               
93              -179.808        26.8635         -120.5          33.8107         58305.5         1917.27         -1768.64        -24.8087        -739.753        96432.6         0               
93.5            -179.815        26.8157         -120.5          33.8028         58674.3         1915.38         -1768.49        -24.9196        -735.187        97308.8         0               
94              -179.822        26.7669         -120.5          33.7949         59040.7         1913.5          -1768.35        -25.0303        -730.621        98185           0               
94.5            -179.828        26.7172         -120.501        33.787          59404.9         1911.64         -1768.21        -25.1407        -726.056        99061           0               
95              -179.835        26.6666         -120.501        33.7791         59766.8         1909.78         -1768.07        -25.2509        -721.491        99936.8         0               
95.5            -179.841        26.6152         -120.501        33.7712         60126.4         1907.93         -1767.93        -25.3607        -716.928        100813          0               
96              -179.848        26.5629         -120.501        33.7633         60483.7         1906.1          -1767.79        -25.4704        -712.365        101688          0               
96.5            -179.854        26.5098         -120.501        33.7554         60838.7         1904.27         -1767.66        -25.5797        -707.803        102564          0               
97              -179.86         26.456          -120.501        33.7476         61191.5         1902.46         -1767.53        -25.6888        -703.241        103439          0               
97.5            -179.866        26.4015         -120.501        33.7397         61541.9         1900.66         -1767.4         -25.7977        -698.68         104315          0               
98              -179.871        26.3463         -120.501        33.7318         61890.1         1898.87         -1767.27        -25.9062        -694.12         105190          0               
98.5            -179.877        26.2904         -120.502        33.7239         62236           1897.09         -1767.14        -26.0145        -689.561        106065          0               
99              -179.883        26.234          -120.502        33.716          62579.7         1895.32         -1767.01        -26.1226        -685.002        106940          0               
99.5            -179.888        26.1769         -120.502        33.7081         62921           1893.56         -1766.88        -26.2304        -680.443        107815          0               
100             -179.894        26.1193         -120.502        33.7002         63260.1         1891.81         -1766.76        -26.3379        -675.885        108689          0               
100.5           -179.899        26.0611         -120.502        33.6923         63596.9         1890.07         -1766.64        -26.4452        -671.328        109564          0               
101             -179.904        26.0024         -120.502        33.6845         63931.4         1888.35         -1766.51        -26.5522        -666.771        110439          0               
101.5           -179.91         25.9432         -120.502        33.6766         64263.7         1886.63         -1766.39        -26.6589        -662.214        111313          0               
102             -179.915        25.8836         -120.503        33.6687         64593.6         1884.93         -1766.27        -26.7654        -657.658        112187          0               
102.5           -179.92         25.8235         -120.503        33.6608         64921.3         1883.23         -1766.15        -26.8716        -653.103        113062          0               
103             -179.925        25.763          -120.503        33.6529         65246.7         1881.55         -1766.04        -26.9776        -648.548        113936          0               
103.5           -179.93         25.702          -120.503        33.645          65569.8         1879.88         -1765.92        -27.0833        -643.993        114810          0               
104             -179.934        25.6407         -120.503        33.6372         65890.7         1878.22         -1765.81        -27.1887        -639.439        115684          0               
104.5           -179.939        25.5789         -120.503        33.6293         66209.3         1876.56         -1765.69        -27.2939        -634.886        116558          0               
105             -179.944        25.5169         -120.503        33.6214         66525.6         1874.92         -1765.58        -27.3988        -630.332        117431          0               
105.5           -179.949        25.4544         -120.504        33.6135         66839.6         1873.29         -1765.47        -27.5034        -625.779        118305          0               
106             -179.953        25.3917         -120.504        33.6057         67151.3         1871.68         -1765.36        -27.6077        -621.227        119178          0               
106.5           -179.958        25.3286         -120.504        33.5978         67460.8         1870.07         -1765.25        -27.7118        -616.675        120052          0               
107             -179.962        25.2652         -120.504        33.5899         67768           1868.47         -1765.14        -27.8156        -612.124        120925          0               
107.5           -179.967        25.2015         -120.504        33.582          68072.9         1866.88         -1765.03        -27.9192        -607.572        121798          0               
108             -179.971        25.1376         -120.504        33.5742         68375.5         1865.31         -1764.92        -28.0225        -603.022        122672          0               
108.5           -179.976        25.0734         -120.505        33.5663         68675.9         1863.74         -1764.82        -28.1255        -598.471        123545          0               
109             -179.98         25.0089         -120.505        33.5584         68974           1862.19         -1764.71        -28.2282        -593.921        124418          0               
109.5           -179.985        24.9442         -120.505        33.5506         69269.8         1860.65         -1764.61        -28.3307        -589.371        125291          0               
110             -179.989        24.8792         -120.505        33.5427         69563.3         1859.12         -1764.51        -28.4328        -584.822        126163          0               
110.5           -179.993        24.8141         -120.505        33.5348         69854.6         1857.59         -1764.4         -28.5348        -580.273        127036          0               
111             -179.997        24.7487         -120.505        33.527          70143.6         1856.08         -1764.3         -28.6364        -575.725        127909          0               
111.5           179.998         24.6831         -120.505        33.5191         70430.3         1854.58         -1764.2         -28.7378        -571.176        128781          0               
112             179.994         24.6173         -120.506        33.5112         70714.8         1853.1          -1764.1         -28.8389        -566.629        129654          0               
112.5           179.99          24.5513         -120.506        33.5034         70996.9         1851.62         -1764.01        -28.9397        -562.081        130526          0               
113             179.986         24.4851         -120.506        33.4955         71276.8         1850.15         -1763.91        -29.0402        -557.534        131398          0               
113.5           179.982         24.4188         -120.506        33.4876         71554.5         1848.7          -1763.81        -29.1405        -552.987        132270          0               
114             179.978         24.3522         -120.506        33.4798         71829.8         1847.25         -1763.72        -29.2404        -548.441        133142          0               
114.5           179.974         24.2856         -120.506        33.4719         72102.9         1845.82         -1763.62        -29.3402        -543.894        134014          0               
115             179.97          24.2187         -120.507        33.464          72373.7         1844.39         -1763.53        -29.4396        -539.349        134886          0               
115.5           179.966         24.1518         -120.507        33.4562         72642.2         1842.98         -1763.43        -29.5387        -534.803        135758          0               
116             179.962         24.0846         -120.507        33.4483         72908.5         1841.58         -1763.34        -29.6376        -530.258        136630          0               
116.5           179.958         24.0174         -120.507        33.4405         73172.5         1840.19         -1763.25        -29.7362        -525.713        137502          0               
117             179.954         23.95           -120.507        33.4326         73434.2         1838.81         -1763.16        -29.8345        -521.169        138373          0               
