time            psibdx          thtbdx          lonx            latx            alt             dvbe            VBED1           VBED2           VBED3           grndtrck        
286             93.6294         -32.1409        -115.678        34.5557         5400.3          1463.69         -78.4456        1236.86         778.731         441455          
286.5           93.6348         -32.2953        -115.671        34.5554         5013.77         1436.18         -76.975         1211.54         767.366         442068          
287             93.64           -32.4526        -115.665        34.555          4632.99         1408.34         -75.4527        1185.99         755.739         442668          
287.5           93.645          -32.6134        -115.658        34.5547         4258.06         1380.21         -73.8984        1160.21         743.929         443255          
288             93.6502         -32.7772        -115.652        34.5544         3889.1          1351.87         -72.3787        1134.3          731.901         443830          
288.5           93.655          -32.9447        -115.646        34.554          3526.19         1323.38         -70.7826        1108.3          719.728         444391          
289             93.66           -33.1156        -115.64         34.5537         3169.39         1294.82         -69.2439        1082.27         707.427         444939          
289.5           93.6647         -33.2905        -115.634        34.5534         2818.77         1266.24         -67.643         1056.26         695.062         445475          
290             93.6693         -33.4691        -115.629        34.5531         2474.36         1237.71         -66.0712        1030.35         682.604         445997          
290.5           93.6739         -33.6519        -115.623        34.5528         2136.16         1209.31         -64.5193        1004.56         670.165         446507          
291             93.6783         -33.839         -115.618        34.5525         1804.19         1181.08         -62.9336        978.957         657.74          447003          
291.5           93.6826         -34.0303        -115.612        34.5523         1478.43         1153.08         -61.3616        953.608         645.331         447487          
292             93.6868         -34.2261        -115.607        34.552          1158.85         1125.36         -59.8248        928.537         632.994         447958          
292.5           93.691          -34.4267        -115.602        34.5517         845.411         1097.98         -58.3087        903.778         620.767         448417          
293             93.6951         -34.6321        -115.597        34.5515         538.054         1070.98         -56.8041        879.372         608.671         448864          
293.5           93.699          -34.8425        -115.593        34.5512         236.712         1044.4          -55.3138        855.357         596.72          449298          
-1.0            93.7021         -35.0144        -115.589        34.551          -0.0824371      1023.46         -54.1283        836.456         587.264         449637          
