time            psibdx          thtbdx          lonx            latx            alt             dvbe            VBED1           VBED2           VBED3           grndtrck        
0               90              60              -120.49         34.68           100.004         1.05075         3.41408e-05     0.53592         -0.903808       0.00267943      
0.5             90              60              -120.49         34.68           102.348         11.481          0.0146728       7.73814         -8.48146        2.08756         
1               90.0001         60              -120.49         34.68           108.497         22.007          0.0289863       14.9751         -16.1262        7.78223         
1.5             90.0001         59.9998         -120.49         34.68           118.485         32.6056         0.0429464       22.2442         -23.8395        17.1034         
2               90.0002         59.9992         -120.49         34.68           132.348         43.2757         0.0565256       29.5426         -31.6231        30.0663         
2.5             90.0003         59.9978         -120.489        34.68           150.12          54.0166         0.069697        36.8676         -39.4787        46.6849         
3               90.0004         59.9951         -120.489        34.68           171.839         64.8276         0.0824351       44.2168         -47.4076        66.972          
3.5             90.0005         59.9906         -120.489        34.68           197.54          75.7083         0.094716        51.5877         -55.4117        90.9389         
4               90.0005         59.9837         -120.489        34.68           227.263         86.6584         0.106517        58.978          -63.4922        118.596         
4.5             90.0006         59.9734         -120.488        34.68           261.045         97.6776         0.117819        66.386          -71.6506        149.952         
5               90.0007         59.959          -120.488        34.68           298.926         108.766         0.128603        73.8097         -79.8878        185.016         
5.5             90.0007         59.9393         -120.488        34.68           340.945         119.921         0.138856        81.2472         -88.2037        223.794         
6               90.0007         59.9132         -120.487        34.68           387.142         131.143         0.148564        88.6973         -96.5982        266.294         
6.5             90.0006         59.8795         -120.487        34.68           437.556         142.431         0.157721        96.1593         -105.071        312.521         
7               90.0005         59.8366         -120.486        34.68           492.226         153.785         0.166323        103.633         -113.622        362.482         
7.5             90.0002         59.7832         -120.485        34.68           551.191         165.205         0.174366        111.119         -122.25         416.181         
8               89.9999         59.7176         -120.485        34.68           614.489         176.69          0.181854        118.617         -130.954        473.625         
8.5             89.9995         59.6379         -120.484        34.68           682.157         188.24          0.188792        126.13          -139.733        534.822         
9               89.999          59.5424         -120.483        34.68           754.232         199.855         0.195195        133.661         -148.583        599.777         
9.5             89.9983         59.4288         -120.483        34.68           830.749         211.526         0.201079        141.206         -157.493        668.501         
10              89.9975         59.2951         -120.482        34.68           911.73          223.227         0.206468        148.759         -166.437        740.997         
10.5            89.9965         59.1391         -120.481        34.68           997.189         234.951         0.211391        156.319         -175.403        817.27          
11              89.9953         58.9583         -120.48         34.68           1087.13         246.689         0.215882        163.89          -184.378        897.324         
11.5            89.994          58.7502         -120.479        34.68           1181.56         258.433         0.219983        171.475         -193.349        981.165         
12              89.9925         58.5122         -120.478        34.68           1280.48         270.174         0.223738        179.078         -202.299        1068.8          
12.5            89.9907         58.2416         -120.477        34.68           1383.85         281.883         0.227212        186.695         -211.193        1160.24         
13              89.9888         57.9356         -120.476        34.68           1491.65         293.533         0.23047         194.327         -219.996        1255.49         
13.5            89.9867         57.5914         -120.475        34.68           1603.83         305.11          0.233571        201.978         -228.685        1354.55         
14              89.9844         57.206          -120.474        34.68           1720.32         316.6           0.236575        209.654         -237.236        1457.45         
14.5            89.9819         56.7764         -120.473        34.68           1841.04         327.986         0.23948         217.347         -245.632        1564.18         
15              89.9792         56.2997         -120.472        34.68           1965.92         339.254         0.242283        225.051         -253.86         1674.76         
15.5            89.9764         55.7726         -120.47         34.68           2094.86         350.389         0.245044        232.773         -261.896        1789.19         
16              89.9734         55.1923         -120.469        34.68           2227.79         361.45          0.247874        240.566         -269.767        1907.5          
16.5            89.9703         54.5555         -120.468        34.68           2364.6          372.475         0.250871        248.476         -277.483        2029.72         
17              89.967          53.859          -120.466        34.68           2505.24         383.459         0.2541          256.519         -285.024        2155.93         
17.5            89.9637         53.0998         -120.465        34.68           2649.59         394.399         0.257594        264.707         -292.37         2286.19         
18              89.9603         52.2747         -120.464        34.68           2797.58         405.344         0.261438        273.093         -299.539        2420.59         
18.5            89.9569         51.3803         -120.462        34.68           2949.11         416.391         0.265734        281.764         -306.579        2559.25         
19              89.9536         50.4134         -120.46         34.68           3104.13         427.547         0.270487        290.738         -313.477        2702.31         
19.5            89.9503         49.3707         -120.459        34.68           3262.56         438.819         0.275716        300.045         -320.211        2849.93         
20              89.9472         48.2488         -120.457        34.68           3424.31         450.213         0.281398        309.717         -326.752        3002.29         
20.5            89.9444         47.0441         -120.456        34.68           3589.27         461.724         0.287337        319.795         -333.047        3159.58         
21              89.9425         45.7531         -120.454        34.68           3757.33         473.383         0.293247        330.231         -339.174        3322            
21.5            89.947          44.4648         -120.452        34.68           3928.42         485.211         0.298428        341.016         -345.163        3489.71         
22              89.9518         43.27           -120.45         34.68           4102.46         497.228         0.302186        352.192         -350.993        3662.91         
22.5            89.9566         42.1726         -120.448        34.68           4279.37         509.471         0.304235        363.857         -356.607        3841.8          
23              89.9611         41.1764         -120.446        34.68           4459.04         521.933         0.304279        375.95          -362.044        4026.63         
23.5            89.9654         40.2854         -120.444        34.68           4641.38         534.526         0.302164        388.38          -367.259        4217.59         
24              89.9693         39.5035         -120.442        34.68           4826.26         547.23          0.297861        401.094         -372.27         4414.82         
24.5            89.9729         38.8346         -120.44         34.68           5013.62         560.051         0.291403        414.054         -377.116        4618.46         
25              89.976          38.283          -120.437        34.68           5203.36         572.993         0.282861        427.223         -381.84         4828.63         
25.5            89.9787         37.8526         -120.435        34.68           5395.44         586.065         0.272345        440.564         -386.491        5045.41         
26              89.981          37.5477         -120.432        34.68           5589.84         599.272         0.260001        454.036         -391.124        5268.89         
26.5            89.9828         37.3722         -120.43         34.68           5786.57         612.62          0.246022        467.596         -395.8          5499.11         
27              89.984          37.3305         -120.427        34.6801         5985.66         626.114         0.230649        481.196         -400.586        5736.11         
27.5            89.9847         37.4268         -120.425        34.6801         6187.18         639.745         0.214163        494.779         -405.546        5979.9          
28              89.9847         37.6652         -120.422        34.6801         6391.24         653.47          0.196925        508.254         -410.733        6230.44         
28.5            89.9839         38.0501         -120.419        34.6801         6597.97         667.27          0.179501        521.537         -416.231        6487.65         
29              89.9816         38.5683         -120.416        34.6801         6807.5          681.178         0.161141        534.793         -421.9          6751.47         
29.5            89.9784         38.9991         -120.413        34.6801         7019.9          695.196         0.142177        548.027         -427.742        7021.91         
30              89.9762         39.2711         -120.41         34.6801         7235.28         709.344         0.123378        561.185         -433.867        7298.93         
30.5            89.9752         39.38           -120.407        34.6801         7453.81         723.63          0.104924        574.267         -440.293        7582.48         
31              89.9755         39.3218         -120.404        34.6801         7675.6          738.041         0.0859138       587.37          -446.879        7872.56         
31.5            89.9773         39.0923         -120.401        34.6801         7900.7          752.578         0.0656352       600.569         -453.532        8169.2          
32              89.9805         38.6875         -120.398        34.6801         8129.12         767.246         0.0433293       613.939         -460.157        8472.45         
32.5            89.9854         38.1034         -120.394        34.6801         8360.83         782.045         0.0181116       627.557         -466.655        8782.44         
33              89.9918         37.3362         -120.391        34.6801         8595.73         796.974         -0.011492       641.533         -472.867        9099.29         
33.5            90.0002         36.3819         -120.387        34.6801         8833.66         812.048         -0.0454346      655.851         -478.833        9423.2          
34              90.0123         35.3275         -120.384        34.6801         9074.53         827.286         -0.0835677      670.476         -484.627        9754.32         
34.5            90.0238         34.4486         -120.38         34.6801         9318.26         842.693         -0.126674       685.405         -490.257        10092.8         
35              90.0329         33.7681         -120.376        34.6801         9564.73         858.295         -0.176738       700.754         -495.594        10438.8         
35.5            90.0396         33.2894         -120.372        34.6801         9813.82         874.088         -0.232464       716.429         -500.759        10792.6         
36              90.0438         33.0161         -120.368        34.6801         10065.5         890.075         -0.292128       732.328         -505.894        11154.3         
36.5            90.0453         32.9516         -120.364        34.6801         10319.7         906.256         -0.354082       748.364         -511.128        11523.9         
37              90.0442         33.0993         -120.36         34.68           10576.7         922.617         -0.415925       764.406         -516.629        11901.5         
37.5            90.0401         33.4625         -120.356        34.68           10836.4         939.164         -0.477495       780.458         -522.411        12287           
38              90.0324         33.9787         -120.352        34.68           11099.1         955.911         -0.539483       796.575         -528.425        12680.6         
38.5            90.0263         34.3192         -120.347        34.68           11364.9         972.882         -0.601453       812.778         -534.686        13082.3         
39              90.0238         34.4373         -120.343        34.68           11633.8         990.095         -0.662456       829.053         -541.256        13492           
39.5            90.0252         34.332          -120.338        34.68           11906.2         1007.56         -0.723316       845.439         -548.088        13909.9         
40              90.0306         34.0021         -120.334        34.68           12181.9         1025.26         -0.787661       862.071         -554.977        14336           
40.5            90.04           33.4468         -120.329        34.68           12461.1         1043.22         -0.859439       879.089         -561.711        14770.4         
41              90.0537         32.6652         -120.324        34.68           12743.6         1061.45         -0.938391       896.483         -568.322        15213.4         
41.5            90.0727         31.7368         -120.319        34.68           13029.4         1079.94         -1.02517        914.264         -574.805        15665.2         
42              90.0895         30.9987         -120.314        34.68           13318.4         1098.72         -1.12087        932.433         -581.163        16126           
42.5            90.1013         30.4889         -120.309        34.68           13610.5         1117.78         -1.22614        951.003         -587.388        16595.8         
43              90.1079         30.2079         -120.304        34.68           13905.8         1137.14         -1.34044        969.958         -593.516        17075           
43.5            90.1095         30.156          -120.298        34.68           14204.1         1156.79         -1.45841        989.159         -599.779        17563.8         
44              90.1058         30.3335         -120.293        34.68           14505.6         1176.76         -1.57579        1008.51         -606.357        18062.1         
44.5            90.0966         30.7407         -120.287        34.68           14810.5         1197.03         -1.69423        1028.05         -613.193        18570.1         
45              90.0849         31.1977         -120.282        34.68           15118.8         1217.63         -1.81206        1047.75         -620.35         19087.8         
45.5            90.0786         31.4282         -120.276        34.68           15430.9         1238.55         -1.93006        1067.65         -627.793        19615.4         
46              90.0783         31.429          -120.27         34.68           15746.7         1259.8          -2.0489         1087.76         -635.504        20153           
46.5            90.0841         31.2005         -120.264        34.6799         16066.4         1281.39         -2.17117        1108.15         -643.394        20700.6         
47              90.0961         30.7428         -120.258        34.6799         16390.1         1303.32         -2.30318        1128.95         -651.239        21258.5         
47.5            90.1144         30.0563         -120.252        34.6799         16717.6         1325.62         -2.44491        1150.18         -659.054        21826.8         
48              90.1393         29.2314         -120.246        34.6799         17049.1         1348.28         -2.59936        1171.87         -666.755        22405.8         
48.5            90.1599         28.6029         -120.239        34.6799         17384.4         1371.3          -2.7677         1194.03         -674.35         22995.6         
49              90.1732         28.2018         -120.233        34.6799         17723.4         1394.69         -2.94786        1216.61         -681.916        23596.7         
49.5            90.1794         28.0273         -120.226        34.6799         18066.3         1418.47         -3.13914        1239.61         -689.486        24209           
50              90.1784         28.0788         -120.219        34.6799         18413           1442.63         -3.33431        1262.92         -697.282        24832.9         
50.5            90.1701         28.3554         -120.212        34.6798         18763.6         1467.2          -3.53265        1286.53         -705.335        25468.4         
51              90.1548         28.8248         -120.205        34.6798         19118.4         1492.18         -3.73101        1310.4          -713.743        26115.7         
51.5            90.1434         29.1585         -120.198        34.6798         19477.4         1517.57         -3.92838        1334.52         -722.532        26775           
52              90.1397         29.2703         -120.191        34.6798         19840.9         1543.38         -4.12781        1358.95         -731.623        27446.3         
52.5            90.1439         29.1614         -120.183        34.6798         20209.1         1569.63         -4.33288        1383.74         -740.929        28129.9         
53              90.1562         28.833          -120.175        34.6798         20581.9         1596.32         -4.54743        1408.97         -750.359        28825.8         
53.5            90.1763         28.2869         -120.168        34.6797         20959.4         1623.48         -4.77551        1434.69         -759.816        29534.4         
54              90.2046         27.5503         -120.16         34.6797         21341.7         1651.1          -5.02149        1460.97         -769.2          30256           
54.5            90.2304         26.9357         -120.152        34.6797         21728.6         1679.19         -5.28806        1487.83         -778.482        30990.7         
55              90.2479         26.5339         -120.144        34.6797         22120.2         1707.78         -5.57258        1515.23         -787.746        31738.9         
55.5            90.2571         26.343          -120.135        34.6796         22516.4         1736.86         -5.8714         1543.14         -797.094        32500.8         
56              90.2581         26.3613         -120.127        34.6796         22917.3         1766.45         -6.18065        1571.51         -806.63         33276.8         
56.5            90.2508         26.5867         -120.118        34.6796         23323           1796.56         -6.49622        1600.31         -816.463        34066.9         
57              90.2351         27.0113         -120.109        34.6796         23733.8         1827.2          -6.81375        1629.47         -826.7          34871.4         
57.5            90.221          27.3717         -120.101        34.6795         24149.8         1858.36         -7.13068        1658.98         -837.401        35690.4         
58              90.2156         27.5308         -120.091        34.6795         24571.3         1890.06         -7.45061        1688.89         -848.492        36524.2         
58.5            90.219          27.4906         -120.082        34.6795         24998.3         1922.32         -7.77849        1719.26         -859.876        37373           
59              90.2312         27.253          -120.073        34.6794         25431.2         1955.14         -8.11954        1750.17         -871.453        38237           
59.5            90.2521         26.82           -120.063        34.6794         25869.8         1988.55         -8.47927        1781.67         -883.121        39116.4         
60              90.282          26.1953         -120.053        34.6793         26314.3         2022.55         -8.86354        1813.84         -894.768        40011.6         
60.5            90.3131         25.6051         -120.043        34.6793         26764.6         2057.17         -9.27735        1846.73         -906.33         40923           
61              90.3352         25.2038         -120.033        34.6793         27218.4         2064.03         -9.57462        1854.71         -905.629        41846.2         
61.5            90.3488         24.982          -120.023        34.6792         27669.8         2059.81         -9.81895        1852.71         -900.097        42769.1         
62              90.3543         24.9266         -120.013        34.6792         28118.5         2055.74         -10.063         1850.84         -894.641        43690.9         
62.5            90.3522         25.0259         -120.003        34.6791         28564.5         2051.83         -10.3058        1849.08         -889.273        44611.7         
63              90.343          25.2691         -119.993        34.6791         29007.8         2048.05         -10.5469        1847.41         -883.997        45531.7         
63.5            90.3263         25.6312         -119.983        34.679          29448.5         2044.4          -10.7861        1845.83         -878.832        46450.7         
64              90.3109         25.9248         -119.973        34.679          29886.6         2040.86         -11.0203        1844.31         -873.784        47368.9         
64.5            90.3017         26.1024         -119.963        34.6789         30322.3         2037.43         -11.2531        1842.87         -868.802        48286.4         
65              90.2986         26.1719         -119.953        34.6789         30755.5         2034.09         -11.4851        1841.5          -863.873        49203           
65.5            90.3012         26.1406         -119.943        34.6788         31186.2         2030.85         -11.7169        1840.21         -858.986        50119           
66              90.3093         26.0152         -119.933        34.6788         31614.4         2027.7          -11.9488        1838.99         -854.131        51034.2         
66.5            90.3223         25.8019         -119.923        34.6787         32040.3         2024.63         -12.1813        1837.84         -849.298        51948.8         
67              90.3401         25.5066         -119.913        34.6787         32463.7         2021.64         -12.4146        1836.77         -844.483        52862.8         
67.5            90.3622         25.1347         -119.903        34.6786         32884.8         2018.72         -12.6489        1835.76         -839.68         53776.3         
68              90.3885         24.6915         -119.893        34.6786         33303.4         2015.87         -12.8842        1834.81         -834.888        54689.1         
68.5            90.4186         24.192          -119.883        34.6785         33719.7         2013.08         -13.1206        1833.92         -830.094        55601.5         
69              90.4473         23.7319         -119.873        34.6784         34133.5         2010.36         -13.3593        1833.1          -825.295        56513.4         
69.5            90.4725         23.3299         -119.863        34.6784         34545           2007.69         -13.5986        1832.32         -820.506        57424.8         
70              90.4944         22.9824         -119.853        34.6783         34954           2005.07         -13.8386        1831.59         -815.729        58335.8         
70.5            90.5131         22.6857         -119.843        34.6782         35360.7         2002.51         -14.0789        1830.9          -810.963        59246.4         
71              90.529          22.4367         -119.834        34.6782         35765           1999.99         -14.3194        1830.24         -806.212        60156.5         
71.5            90.5422         22.2324         -119.824        34.6781         36166.9         1997.51         -14.5599        1829.61         -801.475        61066.3         
72              90.5528         22.0701         -119.814        34.6781         36566.4         1995.07         -14.8005        1829.01         -796.753        61975.8         
72.5            90.5611         21.9471         -119.804        34.678          36963.6         1992.68         -15.0409        1828.44         -792.047        62884.9         
73              90.5671         21.8611         -119.794        34.6779         37358.5         1990.32         -15.2811        1827.9          -787.357        63793.7         
73.5            90.571          21.8099         -119.784        34.6779         37751           1988            -15.521         1827.38         -782.682        64702.1         
74              90.5729         21.7914         -119.774        34.6778         38141.2         1985.71         -15.7607        1826.87         -778.022        65610.3         
74.5            90.573          21.8036         -119.764        34.6777         38529           1983.45         -16             1826.39         -773.377        66518.1         
75              90.5713         21.8448         -119.754        34.6776         38914.5         1981.23         -16.2391        1825.93         -768.747        67425.7         
75.5            90.5678         21.9134         -119.744        34.6776         39297.8         1979.03         -16.4777        1825.48         -764.131        68332.9         
76              90.5627         22.0077         -119.734        34.6775         39678.7         1976.86         -16.7161        1825.05         -759.528        69239.9         
76.5            90.5561         22.1262         -119.725        34.6774         40057.3         1974.72         -16.9541        1824.63         -754.937        70146.7         
77              90.5478         22.2678         -119.715        34.6773         40433.6         1972.6          -17.1919        1824.23         -750.358        71053.2         
77.5            90.5376         22.4218         -119.705        34.6773         40807.6         1970.51         -17.4295        1823.84         -745.794        71959.4         
78              90.5278         22.5579         -119.695        34.6772         41179.4         1968.44         -17.6662        1823.46         -741.242        72865.4         
78.5            90.5191         22.6745         -119.685        34.6771         41548.9         1966.39         -17.9028        1823.09         -736.698        73771.1         
79              90.5117         22.7729         -119.675        34.677          41916.1         1964.37         -18.1391        1822.73         -732.163        74676.7         
79.5            90.5054         22.8538         -119.665        34.6769         42281           1962.36         -18.3752        1822.38         -727.634        75582           
80              90.5001         22.9183         -119.655        34.6769         42643.7         1960.38         -18.6112        1822.05         -723.112        76487           
80.5            90.4959         22.9672         -119.645        34.6768         43004.2         1958.42         -18.847         1821.72         -718.596        77391.9         
81              90.4927         23.0013         -119.636        34.6767         43362.3         1956.47         -19.0828        1821.4          -714.085        78296.6         
81.5            90.4905         23.0214         -119.626        34.6766         43718.2         1954.54         -19.3184        1821.09         -709.579        79201           
82              90.4892         23.0282         -119.616        34.6765         44071.9         1952.63         -19.5541        1820.79         -705.077        80105.3         
82.5            90.4887         23.0223         -119.606        34.6764         44423.3         1950.74         -19.7896        1820.49         -700.579        81009.3         
83              90.489          23.0043         -119.596        34.6763         44772.5         1948.87         -20.0251        1820.21         -696.085        81913.2         
83.5            90.4902         22.975          -119.586        34.6762         45119.4         1947.01         -20.2606        1819.93         -691.594        82816.8         
84              90.4921         22.9347         -119.576        34.6762         45464.1         1945.17         -20.496         1819.65         -687.106        83720.3         
84.5            90.4947         22.8841         -119.567        34.6761         45806.5         1943.34         -20.7314        1819.39         -682.622        84623.6         
85              90.498          22.8236         -119.557        34.676          46146.7         1941.53         -20.9667        1819.13         -678.139        85526.7         
85.5            90.502          22.7537         -119.547        34.6759         46484.6         1939.73         -21.2021        1818.87         -673.659        86429.7         
86              90.5066         22.6748         -119.537        34.6758         46820.3         1937.95         -21.4374        1818.63         -669.181        87332.5         
86.5            90.5118         22.5874         -119.527        34.6757         47153.8         1936.19         -21.6728        1818.38         -664.705        88235.1         
87              90.5175         22.4919         -119.517        34.6756         47485           1934.44         -21.9082        1818.15         -660.23         89137.6         
87.5            90.5238         22.3885         -119.507        34.6755         47814           1932.7          -22.1435        1817.91         -655.757        90039.8         
88              90.5306         22.2777         -119.498        34.6754         48140.8         1930.97         -22.3789        1817.69         -651.285        90942           
88.5            90.5379         22.1597         -119.488        34.6753         48465.3         1929.26         -22.6143        1817.46         -646.814        91843.9         
89              90.5457         22.0349         -119.478        34.6752         48787.6         1927.57         -22.8498        1817.25         -642.344        92745.8         
89.5            90.5539         21.9034         -119.468        34.6751         49107.7         1925.88         -23.0852        1817.03         -637.876        93647.4         
90              90.5625         21.7657         -119.458        34.675          49425.5         1924.21         -23.3207        1816.82         -633.408        94549           
90.5            90.5716         21.6219         -119.448        34.6749         49741.1         1922.56         -23.5562        1816.62         -628.941        95450.3         
91              90.5811         21.4722         -119.439        34.6748         50054.4         1920.91         -23.7917        1816.42         -624.474        96351.6         
91.5            90.5909         21.317          -119.429        34.6747         50365.5         1919.28         -24.0273        1816.22         -620.009        97252.7         
92              90.6011         21.1564         -119.419        34.6745         50674.4         1917.66         -24.2629        1816.02         -615.544        98153.6         
92.5            90.6117         20.9907         -119.409        34.6744         50981.1         1916.06         -24.4985        1815.83         -611.08         99054.4         
93              90.6225         20.82           -119.399        34.6743         51285.5         1914.46         -24.7341        1815.65         -606.616        99955.1         
93.5            90.6337         20.6446         -119.389        34.6742         51587.7         1912.88         -24.9697        1815.46         -602.153        100856          
94              90.6452         20.4646         -119.38         34.6741         51887.6         1911.31         -25.2054        1815.28         -597.69         101756          
94.5            90.657          20.2801         -119.37         34.674          52185.4         1909.76         -25.4411        1815.1          -593.228        102656          
95              90.6691         20.0914         -119.36         34.6739         52480.9         1908.21         -25.6768        1814.93         -588.766        103557          
95.5            90.6814         19.8985         -119.35         34.6738         52774.1         1906.68         -25.9125        1814.76         -584.304        104457          
96              90.694          19.7017         -119.34         34.6736         53065.2         1905.16         -26.1482        1814.59         -579.843        105356          
96.5            90.7068         19.501          -119.331        34.6735         53354           1903.65         -26.3839        1814.42         -575.383        106256          
97              90.7198         19.2967         -119.321        34.6734         53640.6         1902.15         -26.6197        1814.26         -570.923        107156          
97.5            90.7331         19.0887         -119.311        34.6733         53924.9         1900.67         -26.8554        1814.1          -566.463        108055          
98              90.7466         18.8773         -119.301        34.6732         54207           1899.2          -27.0912        1813.94         -562.004        108955          
98.5            90.7603         18.6626         -119.291        34.673          54486.9         1897.74         -27.3269        1813.78         -557.545        109854          
99              90.7741         18.4446         -119.281        34.6729         54764.6         1896.29         -27.5627        1813.63         -553.087        110753          
99.5            90.7882         18.2235         -119.272        34.6728         55040           1894.85         -27.7984        1813.47         -548.63         111653          
100             90.8024         17.9994         -119.262        34.6727         55313.2         1893.42         -28.0342        1813.32         -544.172        112551          
100.5           90.8168         17.7724         -119.252        34.6726         55584.2         1892.01         -28.2699        1813.18         -539.715        113450          
101             90.8314         17.5426         -119.242        34.6724         55852.9         1890.61         -28.5057        1813.03         -535.259        114349          
101.5           90.8461         17.31           -119.232        34.6723         56119.4         1889.22         -28.7414        1812.89         -530.803        115248          
102             90.861          17.0749         -119.223        34.6722         56383.7         1887.84         -28.9772        1812.75         -526.347        116146          
102.5           90.876          16.8371         -119.213        34.672          56645.8         1886.47         -29.2129        1812.61         -521.892        117045          
103             90.8911         16.5969         -119.203        34.6719         56905.6         1885.11         -29.4486        1812.47         -517.437        117943          
103.5           90.9064         16.3543         -119.193        34.6718         57163.2         1883.77         -29.6844        1812.33         -512.983        118841          
104             90.9217         16.1094         -119.183        34.6716         57418.6         1882.44         -29.9201        1812.2          -508.529        119739          
104.5           90.9372         15.8623         -119.174        34.6715         57671.7         1881.11         -30.1558        1812.07         -504.075        120638          
105             90.9527         15.613          -119.164        34.6714         57922.6         1879.8          -30.3915        1811.94         -499.622        121535          
105.5           90.9683         15.3616         -119.154        34.6712         58171.3         1878.51         -30.6272        1811.81         -495.169        122433          
106             90.9838         15.1084         -119.144        34.6711         58417.8         1877.22         -30.863         1811.68         -490.716        123331          
106.5           90.9988         14.8564         -119.134        34.671          58662           1875.94         -31.0987        1811.56         -486.264        124229          
107             91.0136         14.6062         -119.125        34.6708         58904.1         1874.68         -31.3344        1811.43         -481.812        125126          
107.5           91.0282         14.3579         -119.115        34.6707         59143.9         1873.42         -31.5701        1811.31         -477.36         126024          
108             91.0426         14.1114         -119.105        34.6705         59381.4         1872.18         -31.8058        1811.19         -472.909        126921          
108.5           91.057          13.8667         -119.095        34.6704         59616.8         1870.95         -32.0414        1811.07         -468.458        127818          
109             91.0712         13.6236         -119.086        34.6703         59849.9         1869.73         -32.2771        1810.95         -464.007        128716          
109.5           91.0852         13.3822         -119.076        34.6701         60080.8         1868.52         -32.5127        1810.84         -459.557        129613          
110             91.0992         13.1423         -119.066        34.67           60309.4         1867.33         -32.7483        1810.72         -455.107        130510          
110.5           91.113          12.904          -119.056        34.6698         60535.9         1866.14         -32.9839        1810.61         -450.657        131407          
111             91.1268         12.6672         -119.046        34.6697         60760.1         1864.97         -33.2195        1810.5          -446.208        132303          
111.5           91.1404         12.4318         -119.037        34.6695         60982.1         1863.81         -33.455         1810.39         -441.76         133200          
112             91.1539         12.1978         -119.027        34.6694         61201.8         1862.66         -33.6906        1810.28         -437.311        134097          
112.5           91.1673         11.9653         -119.017        34.6692         61419.4         1861.52         -33.9261        1810.17         -432.863        134994          
113             91.1806         11.734          -119.007        34.6691         61634.7         1860.39         -34.1616        1810.07         -428.416        135890          
113.5           91.1938         11.504          -118.997        34.6689         61847.8         1859.27         -34.3971        1809.96         -423.968        136786          
114             91.207          11.2753         -118.988        34.6688         62058.7         1858.17         -34.6326        1809.86         -419.521        137683          
114.5           91.22           11.0479         -118.978        34.6686         62267.3         1857.07         -34.8681        1809.75         -415.075        138579          
115             91.233          10.8216         -118.968        34.6684         62473.7         1855.99         -35.1035        1809.65         -410.629        139475          
115.5           91.2459         10.5964         -118.958        34.6683         62677.9         1854.92         -35.339         1809.55         -406.183        140371          
116             91.2587         10.3724         -118.949        34.6681         62879.9         1853.86         -35.5744        1809.45         -401.737        141267          
116.5           91.2714         10.1495         -118.939        34.668          63079.7         1852.81         -35.8098        1809.36         -397.292        142163          
117             91.2841         9.92766         -118.929        34.6678         63277.2         1851.77         -36.0452        1809.26         -392.847        143059          
117.5           91.2966         9.70685         -118.919        34.6676         63472.5         1850.74         -36.2806        1809.17         -388.402        143955          
118             91.3091         9.48706         -118.909        34.6675         63665.6         1849.73         -36.516         1809.07         -383.957        144851          
118.5           91.3216         9.26825         -118.9          34.6673         63856.5         1848.73         -36.7513        1808.98         -379.513        145747          
119             91.334          9.0504          -118.89         34.6672         64045.1         1847.73         -36.9867        1808.89         -375.069        146642          
119.5           91.3463         8.83348         -118.88         34.667          64231.5         1846.75         -37.222         1808.8          -370.626        147538          
120             91.3585         8.61748         -118.87         34.6668         64415.8         1845.78         -37.4574        1808.71         -366.182        148433          
120.5           91.3707         8.40237         -118.861        34.6667         64597.7         1844.83         -37.6927        1808.62         -361.739        149329          
121             91.3828         8.18813         -118.851        34.6665         64777.5         1843.88         -37.928         1808.53         -357.297        150224          
121.5           91.3949         7.97473         -118.841        34.6663         64955           1842.94         -38.1633        1808.45         -352.854        151119          
122             91.4069         7.76216         -118.831        34.6661         65130.3         1842.02         -38.3985        1808.36         -348.412        152015          
122.5           91.4189         7.5504          -118.822        34.666          65303.4         1841.11         -38.6338        1808.28         -343.97         152910          
123             91.4308         7.33942         -118.812        34.6658         65474.3         1840.21         -38.869         1808.19         -339.528        153805          
123.5           91.4426         7.12922         -118.802        34.6656         65643           1839.32         -39.1043        1808.11         -335.087        154700          
124             91.4544         6.91976         -118.792        34.6655         65809.4         1838.44         -39.3395        1808.03         -330.646        155595          
124.5           91.4662         6.71104         -118.783        34.6653         65973.6         1837.57         -39.5747        1807.95         -326.205        156490          
125             91.4779         6.50304         -118.773        34.6651         66135.6         1836.72         -39.8099        1807.87         -321.764        157385          
125.5           91.4895         6.29574         -118.763        34.6649         66295.4         1835.87         -40.0451        1807.8          -317.324        158279          
126             91.5011         6.08913         -118.753        34.6647         66452.9         1835.04         -40.2803        1807.72         -312.884        159174          
126.5           91.5127         5.88319         -118.743        34.6646         66608.2         1834.22         -40.5155        1807.64         -308.444        160069          
127             91.5242         5.67791         -118.734        34.6644         66761.4         1833.41         -40.7506        1807.57         -304.004        160963          
127.5           91.5357         5.47327         -118.724        34.6642         66912.3         1832.61         -40.9858        1807.5          -299.565        161858          
128             91.5471         5.26926         -118.714        34.664          67060.9         1831.82         -41.2209        1807.42         -295.126        162753          
128.5           91.5585         5.06586         -118.704        34.6638         67207.4         1831.05         -41.4561        1807.35         -290.687        163647          
129             91.5699         4.86307         -118.695        34.6636         67351.6         1830.29         -41.6912        1807.28         -286.248        164541          
129.5           91.5812         4.66087         -118.685        34.6635         67493.6         1829.53         -41.9263        1807.21         -281.81         165436          
130             91.5925         4.45926         -118.675        34.6633         67633.4         1828.79         -42.1614        1807.14         -277.371        166330          
130.5           91.6037         4.25821         -118.665        34.6631         67771           1828.06         -42.3965        1807.08         -272.933        167224          
131             91.6149         4.05772         -118.656        34.6629         67906.3         1827.35         -42.6316        1807.01         -268.495        168119          
131.5           91.6261         3.85777         -118.646        34.6627         68039.5         1826.64         -42.8667        1806.94         -264.057        169013          
132             91.6372         3.65836         -118.636        34.6625         68170.4         1825.94         -43.1018        1806.88         -259.62         169907          
