time            psibdx          thtbdx          lonx            latx            alt             dvbe            VBED1           VBED2           VBED3           grndtrck        
0               90              60              -120.49         34.68           100.004         1.05075         3.41408e-05     0.53592         -0.903808       0.00267943      
0.5             90              60              -120.49         34.68           102.348         11.481          0.0146728       7.73811         -8.48141        2.08756         
1               90.0001         60              -120.49         34.68           108.497         22.0066         0.0289863       14.9749         -16.1258        7.78217         
1.5             90.0001         59.9998         -120.49         34.68           118.485         32.6042         0.0429465       22.2435         -23.8383        17.1031         
2               90.0002         59.9992         -120.49         34.68           132.346         43.2725         0.0565257       29.5409         -31.6203        30.0654         
2.5             90.0003         59.9978         -120.489        34.68           150.117         54.0104         0.0696972       36.8644         -39.4731        46.6829         
3               90.0004         59.9951         -120.489        34.68           171.831         64.817          0.0824356       44.2113         -47.3982        66.9679         
3.5             90.0005         59.9906         -120.489        34.68           197.527         75.6916         0.0947168       51.5791         -55.3969        90.9313         
4               90.0005         59.9837         -120.489        34.68           227.24          86.6337         0.106519        58.9654         -63.4703        118.583         
4.5             90.0006         59.9734         -120.488        34.68           261.009         97.6427         0.117821        66.3681         -71.6196        149.932         
5               90.0007         59.959          -120.488        34.68           298.872         108.718         0.128607        73.7853         -79.8455        184.985         
5.5             90.0007         59.9393         -120.488        34.68           340.867         119.857         0.138861        81.2146         -88.1471        223.749         
6               90.0007         59.9132         -120.487        34.68           387.032         131.059         0.148572        88.6546         -96.5242        266.23          
6.5             90.0006         59.8795         -120.487        34.68           437.403         142.324         0.157732        96.1044         -104.976        312.433         
7               90.0005         59.8368         -120.486        34.68           492.019         153.649         0.166336        103.564         -113.502        362.362         
7.5             90.0002         59.7834         -120.485        34.68           550.917         165.035         0.174385        111.032         -122.1          416.023         
8               89.9999         59.7179         -120.485        34.68           614.13          176.48          0.181878        118.51          -130.769        473.419         
8.5             89.9995         59.6383         -120.484        34.68           681.696         187.984         0.188824        126             -139.506        534.556         
9               89.999          59.5429         -120.483        34.68           753.647         199.546         0.195236        133.503         -148.31         599.439         
9.5             89.9983         59.4296         -120.483        34.68           830.014         211.155         0.20113         141.016         -157.165        668.076         
10              89.9975         59.2962         -120.482        34.68           910.814         222.775         0.20653         148.527         -166.037        740.467         
10.5            89.9965         59.1405         -120.481        34.68           996.051         234.396         0.211465        156.034         -174.913        816.612         
11              89.9953         58.9602         -120.48         34.68           1085.72         246.006         0.215971        163.538         -183.777        896.507         
11.5            89.994          58.7527         -120.479        34.68           1179.82         257.594         0.220086        171.041         -192.612        980.152         
12              89.9925         58.5155         -120.478        34.68           1278.33         269.15          0.223858        178.546         -201.402        1067.55         
12.5            89.9908         58.246          -120.477        34.68           1381.21         280.636         0.227346        186.045         -210.105        1158.69         
13              89.9889         57.9414         -120.476        34.68           1488.41         292.018         0.230616        193.532         -218.678        1253.58         
13.5            89.9868         57.5989         -120.475        34.68           1599.86         303.277         0.233724        201.009         -227.096        1352.2          
14              89.9845         57.2157         -120.474        34.68           1715.47         314.395         0.236728        208.479         -235.332        1454.56         
14.5            89.982          56.789          -120.473        34.68           1835.16         325.356         0.239648        215.938         -243.366        1560.65         
15              89.9793         56.3158         -120.472        34.68           1958.8          336.14          0.242461        223.374         -251.185        1670.46         
15.5            89.9765         55.7932         -120.471        34.68           2086.3          346.733         0.24522         230.79          -258.766        1783.98         
16              89.9735         55.2183         -120.469        34.68           2217.53         357.166         0.248013        238.221         -266.118        1901.2          
16.5            89.9704         54.5882         -120.468        34.68           2352.39         367.524         0.250954        245.737         -273.29         2022.16         
17              89.9672         53.9001         -120.467        34.68           2490.78         377.807         0.254109        253.358         -280.264        2146.89         
17.5            89.9639         53.1509         -120.465        34.68           2632.61         388.011         0.257509        261.093         -287.024        2275.46         
18              89.9605         52.3377         -120.464        34.68           2777.77         398.137         0.261199        268.96          -293.553        2407.93         
18.5            89.9572         51.4576         -120.462        34.68           2926.14         408.306         0.265295        277.058         -299.92         2544.37         
19              89.9538         50.5077         -120.461        34.68           3077.66         418.575         0.269836        285.439         -306.152        2684.93         
19.5            89.9505         49.4848         -120.459        34.68           3232.27         428.952         0.27483         294.125         -312.234        2829.75         
20              89.9474         48.386          -120.457        34.68           3389.87         439.444         0.280276        303.148         -318.138        2979            
20.5            89.9445         47.2081         -120.456        34.68           3550.37         450.052         0.286072        312.538         -323.832        3132.83         
21              89.9422         45.9479         -120.454        34.68           3713.66         460.79          0.291903        322.302         -329.315        3291.46         
21.5            89.9443         44.6367         -120.452        34.68           3879.66         471.69          0.297429        332.394         -334.673        3455.04         
22              89.949          43.4024         -120.45         34.68           4048.31         482.767         0.301751        342.826         -339.903        3623.74         
22.5            89.9538         42.2604         -120.449        34.68           4219.53         494.063         0.30464         353.723         -344.931        3797.76         
23              89.9584         41.2142         -120.447        34.68           4393.21         505.586         0.305725        365.052         -349.791        3977.34         
23.5            89.9627         40.2674         -120.445        34.68           4569.29         517.346         0.30487         376.794         -354.505        4162.67         
24              89.9667         39.4235         -120.442        34.68           4747.69         529.262         0.301978        388.856         -359.04         4353.96         
24.5            89.9704         38.6864         -120.44         34.68           4928.3          541.279         0.297023        401.162         -363.39         4551.32         
25              89.9737         38.0597         -120.438        34.68           5111.05         553.403         0.290054        413.68          -367.593        4754.89         
25.5            89.9766         37.5473         -120.436        34.68           5295.87         565.641         0.281156        426.376         -371.691        4964.74         
26              89.9791         37.153          -120.433        34.68           5482.73         578             0.270442        439.216         -375.731        5180.98         
26.5            89.9811         36.8806         -120.431        34.68           5671.6          590.487         0.258065        452.163         -379.767        5403.64         
27              89.9827         36.7341         -120.429        34.6801         5862.5          603.107         0.244214        465.179         -383.857        5632.79         
27.5            89.9837         36.7173         -120.426        34.6801         6055.48         615.865         0.229129        478.221         -388.065        5868.44         
28              89.9841         36.8342         -120.423        34.6801         6250.6          628.761         0.21306         491.245         -392.451        6110.6          
28.5            89.9839         37.0889         -120.421        34.6801         6447.97         641.765         0.196423        504.168         -397.086        6359.23         
29              89.983          37.4852         -120.418        34.6801         6647.73         654.836         0.179532        516.928         -401.99         6614.26         
29.5            89.9804         37.9864         -120.415        34.6801         6849.98         668.002         0.161756        529.663         -407.043        6875.66         
30              89.9775         38.3711         -120.412        34.6801         7054.79         681.265         0.143384        542.379         -412.246        7143.39         
30.5            89.9757         38.6024         -120.409        34.6801         7262.28         694.652         0.125403        554.994         -417.761        7417.45         
31              89.975          38.6761         -120.406        34.6801         7472.59         708.159         0.10749         567.556         -423.521        7697.78         
31.5            89.9755         38.5884         -120.403        34.6801         7685.82         721.78          0.0889273       580.146         -429.415        7984.38         
32              89.9774         38.3355         -120.4          34.6801         7902.01         735.515         0.0690796       592.83          -435.356        8277.28         
32.5            89.9806         37.9133         -120.396        34.6801         8121.17         749.369         0.0472643       605.677         -441.258        8576.54         
33              89.9854         37.3182         -120.393        34.6801         8343.25         763.344         0.0226851       618.758         -447.027        8882.26         
33.5            89.9916         36.5463         -120.39         34.6801         8568.15         777.438         -0.0059855      632.171         -452.515        9194.58         
34              89.9996         35.5939         -120.386        34.6801         8795.72         791.667         -0.038807       645.911         -457.75         9513.68         
34.5            90.0111         34.5373         -120.383        34.6801         9025.87         806.051         -0.0755083      659.938         -462.817        9839.69         
35              90.0223         33.6467         -120.379        34.6801         9258.51         820.595         -0.11683        674.25          -467.721        10172.8         
35.5            90.0313         32.9475         -120.375        34.6801         9493.53         835.326         -0.164668       688.962         -472.335        10513.1         
36              90.038          32.4434         -120.371        34.6801         9730.81         850.242         -0.217931       703.99          -476.769        10860.8         
36.5            90.0423         32.1378         -120.368        34.6801         9970.29         865.345         -0.27505        719.242         -481.157        11216.1         
37              90.0442         32.0344         -120.364        34.6801         10212           880.638         -0.334556       734.64          -485.621        11579           
37.5            90.0436         32.1364         -120.36         34.6801         10455.9         896.125         -0.394481       750.088         -490.315        11949.6         
38              90.0404         32.4472         -120.355        34.68           10702.3         911.793         -0.453728       765.528         -495.311        12327.9         
38.5            90.0339         32.9416         -120.351        34.68           10951.3         927.649         -0.513648       781.037         -500.514        12713.9         
39              90.0281         33.3069         -120.347        34.68           11202.9         943.709         -0.573746       796.622         -505.944        13107.6         
39.5            90.0255         33.4549         -120.343        34.68           11457.3         960.006         -0.63359        812.298         -511.646        13509.2         
40              90.0264         33.3842         -120.338        34.68           11714.6         976.55          -0.692938       828.069         -517.64         13918.5         
40.5            90.0308         33.0934         -120.334        34.68           11974.9         993.343         -0.755024       844.064         -523.723        14335.8         
41              90.0389         32.5811         -120.329        34.68           12238.3         1010.39         -0.823198       860.408         -529.695        14761.1         
41.5            90.0506         31.8462         -120.324        34.68           12504.6         1027.69         -0.898407       877.135         -535.515        15194.7         
42              90.0673         30.9172         -120.319        34.68           12773.8         1045.26         -0.980383       894.232         -541.225        15636.6         
42.5            90.084          30.1224         -120.314        34.68           13045.8         1063.12         -1.07055        911.714         -546.804        16087.2         
43              90.0961         29.5537         -120.309        34.68           13320.6         1081.26         -1.16906        929.576         -552.271        16546.6         
43.5            90.1036         29.2122         -120.304        34.68           13598           1099.69         -1.27688        947.846         -557.597        17015           
44              90.1064         29.0987         -120.299        34.68           13878.2         1118.43         -1.38932        966.394         -563.004        17492.5         
44.5            90.1044         29.2141         -120.294        34.68           14161.1         1137.48         -1.50177        985.104         -568.703        17979.3         
45              90.0975         29.5592         -120.288        34.68           14446.9         1156.84         -1.61543        1004.02         -574.651        18475.5         
45.5            90.0867         30.0327         -120.283        34.68           14735.8         1176.52         -1.72913        1023.11         -580.9          18981.1         
46              90.0801         30.3011         -120.277        34.68           15027.9         1196.53         -1.843          1042.4          -587.439        19496.3         
46.5            90.0791         30.3379         -120.272        34.68           15323.3         1216.88         -1.95822        1061.92         -594.225        20021.2         
47              90.0838         30.1424         -120.266        34.68           15622.1         1237.56         -2.07571        1081.7          -601.229        20555.8         
47.5            90.0942         29.7142         -120.26         34.6799         15924.5         1258.6          -2.20191        1101.89         -608.203        21100.4         
48              90.1104         29.0529         -120.254        34.6799         16230.3         1280            -2.33698        1122.49         -615.153        21655.1         
48.5            90.1329         28.2153         -120.248        34.6799         16539.6         1301.78         -2.48345        1143.56         -622.001        22220.1         
49              90.1525         27.5519         -120.241        34.6799         16852.3         1323.93         -2.64276        1165.1          -628.74         22795.8         
49.5            90.1655         27.1227         -120.235        34.6799         17168.3         1346.46         -2.81307        1187.08         -635.448        23382.3         
50              90.1719         26.9278         -120.228        34.6799         17487.7         1369.39         -2.99301        1209.47         -642.18         23979.8         
50.5            90.1716         26.9675         -120.222        34.6799         17810.6         1392.71         -3.17813        1232.2          -649.093        24588.6         
51              90.1646         27.2417         -120.215        34.6799         18136.9         1416.44         -3.3667         1255.24         -656.253        25208.7         
51.5            90.1511         27.71           -120.208        34.6798         18466.9         1440.58         -3.55587        1278.55         -663.761        25840.3         
52              90.1417         28.0243         -120.201        34.6798         18800.7         1465.15         -3.74491        1302.14         -671.638        26483.6         
52.5            90.1396         28.1044         -120.194        34.6798         19138.5         1490.16         -3.93667        1326.05         -679.802        27138.8         
53              90.1451         27.9504         -120.187        34.6798         19480.5         1515.6          -4.13456        1350.36         -688.161        27805.9         
53.5            90.1582         27.5626         -120.179        34.6798         19826.7         1541.5          -4.34219        1375.11         -696.618        28485.1         
54              90.1789         26.9414         -120.172        34.6798         20177.1         1567.87         -4.56343        1400.38         -705.072        29176.9         
54.5            90.2066         26.1843         -120.164        34.6797         20531.8         1594.72         -4.8025         1426.23         -713.424        29881.3         
55              90.2283         25.6305         -120.156        34.6797         20890.5         1622.06         -5.06044        1452.66         -721.693        30598.7         
55.5            90.2416         25.3085         -120.148        34.6797         21253.5         1649.91         -5.33401        1479.63         -729.979        31329.3         
56              90.2466         25.2173         -120.14         34.6797         21620.5         1678.28         -5.61951        1507.1          -738.391        32073.5         
56.5            90.2431         25.3561         -120.132        34.6796         21991.9         1707.17         -5.91297        1535.04         -747.045        32831.5         
57              90.231          25.7242         -120.123        34.6796         22367.6         1736.61         -6.21018        1563.38         -756.06         33603.4         
57.5            90.2157         26.154          -120.115        34.6796         22748           1766.61         -6.50741        1592.11         -765.537        34389.6         
58              90.209          26.3614         -120.106        34.6795         23133.2         1797.16         -6.80668        1621.25         -775.43         35190           
58.5            90.2112         26.3425         -120.097        34.6795         23523.5         1828.27         -7.11286        1650.86         -785.626        36005.1         
59              90.2227         26.0981         -120.088        34.6795         23918.9         1859.96         -7.43117        1681            -796.012        36835           
59.5            90.2432         25.6293         -120.079        34.6795         24319.5         1892.23         -7.76719        1711.75         -806.472        37680           
60              90.2732         24.9514         -120.069        34.6794         24725.4         1925.11         -8.12692        1743.18         -816.883        38540.4         
60.5            90.301          24.3725         -120.06         34.6794         25136.4         1958.61         -8.51433        1775.34         -827.195        39416.7         
61              90.3193         24.0147         -120.05         34.6793         25550.5         1964.37         -8.78836        1782.35         -825.774        40304.4         
61.5            90.3285         23.8678         -120.041        34.6793         25961.8         1959.11         -9.011          1779.33         -819.764        41191.1         
62              90.329          23.9176         -120.031        34.6793         26370.2         1954.08         -9.23269        1776.5          -813.87         42076.4         
62.5            90.3213         24.1509         -120.021        34.6792         26775.7         1949.26         -9.45262        1773.84         -808.102        42960.3         
63              90.3054         24.5405         -120.012        34.6792         27178.4         1944.64         -9.67014        1771.31         -802.488        43842.8         
63.5            90.2914         24.85           -120.002        34.6791         27578.2         1940.19         -9.88162        1768.89         -797.048        44724           
64              90.2845         25.0097         -119.992        34.6791         27975.4         1935.91         -10.0917        1766.6          -791.699        45604           
64.5            90.2845         25.0291         -119.983        34.679          28369.9         1931.78         -10.301         1764.43         -786.426        46482.8         
65              90.2911         24.9171         -119.973        34.679          28761.8         1927.8          -10.5103        1762.38         -781.21         47360.6         
65.5            90.3039         24.6821         -119.964        34.6789         29151.2         1923.95         -10.7202        1760.46         -776.037        48237.3         
66              90.3224         24.3316         -119.954        34.6789         29537.9         1920.22         -10.931         1758.65         -770.896        49113           
66.5            90.3465         23.8727         -119.945        34.6788         29922           1916.62         -11.1431        1756.95         -765.777        49987.8         
67              90.3758         23.3175         -119.935        34.6788         30303.7         1913.13         -11.3563        1755.36         -760.668        50861.7         
67.5            90.4045         22.8004         -119.925        34.6787         30682.7         1909.74         -11.5732        1753.88         -755.542        51734.8         
68              90.4284         22.3732         -119.916        34.6787         31059.2         1906.44         -11.7911        1752.49         -750.439        52607.1         
68.5            90.4477         22.0304         -119.906        34.6786         31433.1         1903.24         -12.0096        1751.17         -745.358        53478.7         
69              90.4628         21.7673         -119.897        34.6786         31804.6         1900.12         -12.2286        1749.93         -740.303        54349.7         
69.5            90.4738         21.579          -119.887        34.6785         32173.5         1897.08         -12.4476        1748.75         -735.276        55219.9         
70              90.4811         21.4613         -119.878        34.6785         32539.8         1894.12         -12.6665        1747.63         -730.281        56089.6         
70.5            90.4848         21.41           -119.868        34.6784         32903.7         1891.23         -12.8852        1746.57         -725.319        56958.6         
71              90.4851         21.4211         -119.859        34.6784         33265.2         1888.41         -13.1034        1745.56         -720.391        57827.1         
71.5            90.4822         21.491          -119.85         34.6783         33624.1         1885.66         -13.321         1744.6          -715.497        58695.1         
72              90.4763         21.6163         -119.84         34.6782         33980.7         1882.98         -13.5381        1743.68         -710.636        59562.5         
72.5            90.4674         21.7939         -119.831        34.6782         34334.8         1880.35         -13.7545        1742.8          -705.806        60429.5         
73              90.4552         22.0176         -119.821        34.6781         34686.5         1877.77         -13.9707        1741.96         -701.01         61296           
73.5            90.4426         22.2211         -119.812        34.678          35035.8         1875.25         -14.185         1741.15         -696.254        62162           
74              90.4324         22.3807         -119.802        34.678          35382.7         1872.78         -14.3988        1740.37         -691.521        63027.6         
74.5            90.4247         22.4987         -119.793        34.6779         35727.3         1870.35         -14.6122        1739.63         -686.81         63892.7         
75              90.4193         22.5774         -119.783        34.6779         36069.5         1867.97         -14.8253        1738.91         -682.117        64757.5         
75.5            90.4161         22.6189         -119.774        34.6778         36409.4         1865.63         -15.0382        1738.22         -677.441        65621.8         
76              90.415          22.6251         -119.764        34.6777         36747           1863.33         -15.2509        1737.56         -672.779        66485.8         
76.5            90.416          22.5979         -119.755        34.6776         37082.2         1861.07         -15.4636        1736.93         -668.129        67349.4         
77              90.4189         22.539          -119.746        34.6776         37415.1         1858.84         -15.6763        1736.32         -663.49         68212.7         
77.5            90.4236         22.4501         -119.736        34.6775         37745.7         1856.65         -15.889         1735.74         -658.86         69075.6         
78              90.4301         22.3326         -119.727        34.6774         38074           1854.49         -16.1019        1735.18         -654.238        69938.2         
78.5            90.4383         22.188          -119.717        34.6774         38399.9         1852.36         -16.3148        1734.64         -649.623        70800.5         
79              90.448          22.0177         -119.708        34.6773         38723.6         1850.26         -16.5279        1734.12         -645.014        71662.4         
79.5            90.4592         21.8229         -119.699        34.6772         39044.9         1848.2          -16.7411        1733.62         -640.411        72524.1         
80              90.4718         21.6047         -119.689        34.6771         39364           1846.16         -16.9546        1733.14         -635.811        73385.5         
80.5            90.4858         21.3643         -119.68         34.6771         39680.7         1844.15         -17.1682        1732.67         -631.216        74246.6         
81              90.501          21.1028         -119.67         34.677          39995.2         1842.17         -17.382         1732.23         -626.624        75107.4         
81.5            90.5174         20.8212         -119.661        34.6769         40307.4         1840.21         -17.596         1731.8          -622.036        75968           
82              90.535          20.5203         -119.652        34.6768         40617.2         1838.28         -17.8102        1731.39         -617.45         76828.4         
82.5            90.5536         20.2011         -119.642        34.6767         40924.8         1836.37         -18.0246        1730.99         -612.866        77688.5         
83              90.5733         19.8644         -119.633        34.6767         41230.1         1834.48         -18.2392        1730.6          -608.285        78548.3         
83.5            90.5939         19.511          -119.623        34.6766         41533.1         1832.62         -18.454         1730.23         -603.706        79407.9         
84              90.6154         19.1416         -119.614        34.6765         41833.8         1830.78         -18.6688        1729.87         -599.129        80267.4         
84.5            90.6375         18.7674         -119.605        34.6764         42132.2         1828.96         -18.8841        1729.52         -594.55         81126.6         
85              90.6587         18.4074         -119.595        34.6763         42428.3         1827.16         -19.0995        1729.19         -589.972        81985.5         
85.5            90.679          18.0614         -119.586        34.6762         42722.2         1825.39         -19.3151        1728.86         -585.397        82844.3         
86              90.6985         17.7287         -119.577        34.6762         43013.7         1823.63         -19.5308        1728.55         -580.823        83702.9         
86.5            90.7171         17.4088         -119.567        34.6761         43303           1821.89         -19.7466        1728.24         -576.252        84561.3         
87              90.735          17.1012         -119.558        34.676          43590           1820.17         -19.9624        1727.95         -571.683        85419.5         
87.5            90.7521         16.8054         -119.549        34.6759         43874.7         1818.47         -20.1783        1727.66         -567.116        86277.5         
88              90.7685         16.5208         -119.539        34.6758         44157.1         1816.79         -20.3942        1727.38         -562.551        87135.4         
88.5            90.7842         16.2471         -119.53         34.6757         44437.2         1815.12         -20.6102        1727.11         -557.988        87993.1         
89              90.7992         15.9838         -119.52         34.6756         44715.1         1813.48         -20.8262        1726.84         -553.428        88850.6         
89.5            90.8137         15.7304         -119.511        34.6755         44990.7         1811.85         -21.0422        1726.58         -548.87         89707.9         
90              90.8275         15.4867         -119.502        34.6754         45264           1810.24         -21.2582        1726.33         -544.314        90565.1         
90.5            90.8408         15.2521         -119.492        34.6753         45535           1808.64         -21.4742        1726.09         -539.76         91422.1         
91              90.8535         15.0264         -119.483        34.6752         45803.7         1807.06         -21.6903        1725.85         -535.207        92279           
91.5            90.8657         14.8093         -119.474        34.6751         46070.2         1805.5          -21.9063        1725.62         -530.657        93135.7         
92              90.8774         14.6004         -119.464        34.675          46334.4         1803.95         -22.1224        1725.39         -526.108        93992.3         
92.5            90.8886         14.3993         -119.455        34.6749         46596.3         1802.42         -22.3384        1725.16         -521.562        94848.7         
93              90.8994         14.2059         -119.446        34.6748         46855.9         1800.9          -22.5545        1724.95         -517.017        95705           
93.5            90.9097         14.0199         -119.436        34.6747         47113.3         1799.4          -22.7705        1724.73         -512.474        96561.1         
94              90.9195         13.8409         -119.427        34.6746         47368.4         1797.92         -22.9864        1724.53         -507.933        97417.1         
94.5            90.929          13.6688         -119.418        34.6745         47621.2         1796.45         -23.2024        1724.32         -503.394        98273           
95              90.938          13.5032         -119.408        34.6744         47871.8         1795            -23.4183        1724.12         -498.857        99128.7         
95.5            90.9467         13.3441         -119.399        34.6743         48120.1         1793.56         -23.6342        1723.93         -494.322        99984.3         
96              90.955          13.1912         -119.39         34.6742         48366.1         1792.13         -23.85          1723.74         -489.788        100840          
96.5            90.9629         13.0442         -119.38         34.6741         48609.9         1790.72         -24.0658        1723.55         -485.256        101695          
97              90.9704         12.9031         -119.371        34.674          48851.4         1789.32         -24.2816        1723.36         -480.726        102550          
97.5            90.9777         12.7676         -119.362        34.6739         49090.6         1787.94         -24.4973        1723.18         -476.198        103406          
98              90.9846         12.6375         -119.352        34.6738         49327.6         1786.57         -24.7129        1723            -471.671        104260          
