time            psibdx          thtbdx          lonx            latx            alt             dvbe            VBED1           VBED2           VBED3           grndtrck        
231.5           92.6004         -21.3452        -116.876        34.6102         32516.1         1849.71         -81.2485        1702.72         718.037         331371          
232             92.6267         -21.6998        -116.867        34.6099         32156.1         1850.56         -81.4145        1701.92         722.082         332219          
232.5           92.6591         -22.1215        -116.858        34.6095         31794           1851.36         -81.5783        1701.07         726.113         333066          
233             92.698          -22.614         -116.848        34.6091         31430           1852.1          -81.7402        1700.15         730.134         333913          
233.5           92.7439         -23.1816        -116.839        34.6088         31063.9         1852.79         -81.9005        1699.16         734.152         334760          
234             92.7956         -23.7923        -116.83         34.6084         30695.8         1853.42         -82.0592        1698.1          738.163         335606          
234.5           92.8416         -24.3279        -116.821        34.608          30325.7         1853.98         -82.2163        1696.96         742.173         336452          
235             92.8795         -24.7744        -116.812        34.6077         29953.6         1854.47         -82.3714        1695.72         746.177         337297          
235.5           92.9088         -25.1267        -116.802        34.6073         29579.6         1854.88         -82.5242        1694.4          750.167         338141          
236             92.9285         -25.379         -116.793        34.6069         29203.5         1855.2          -82.6737        1692.99         754.137         338985          
236.5           92.9381         -25.5255        -116.784        34.6065         28825.4         1855.44         -82.8194        1691.48         758.076         339828          
237             92.9368         -25.5596        -116.775        34.6062         28445.4         1855.58         -82.9602        1689.88         761.973         340671          
237.5           92.9239         -25.4746        -116.766        34.6058         28063.5         1855.62         -83.0951        1688.18         765.815         341513          
238             92.8988         -25.2631        -116.757        34.6054         27679.6         1855.55         -83.2227        1686.38         769.584         342354          
238.5           92.8609         -24.9175        -116.747        34.6051         27293.9         1855.37         -83.3415        1684.5          773.261         343194          
239             92.8113         -24.4657        -116.738        34.6047         26906.4         1855.07         -83.4497        1682.52         776.819         344033          
239.5           92.7717         -24.1278        -116.729        34.6043         26517.1         1854.62         -83.5453        1680.44         780.247         344871          
240             92.7481         -23.9506        -116.72         34.6039         26126.2         1854.03         -83.6292        1678.24         783.552         345708          
240.5           92.7415         -23.944         -116.711        34.6036         25733.6         1853.29         -83.702         1675.92         786.746         346544          
241             92.7528         -24.1187        -116.702        34.6032         25339.4         1852.37         -83.765         1673.44         789.846         347379          
241.5           92.7834         -24.4862        -116.693        34.6028         24943.7         1851.28         -83.8197        1670.8          792.875         348213          
242             92.835          -25.0586        -116.684        34.6024         24546.6         1850            -83.8681        1667.96         795.858         349046          
242.5           92.908          -25.8245        -116.675        34.602          24147.9         1848.53         -83.9128        1664.89         798.839         349877          
243             92.9702         -26.4607        -116.666        34.6017         23747.7         1846.83         -83.9572        1661.56         801.845         350706          
243.5           93.0064         -26.8508        -116.657        34.6013         23346.1         1844.9          -83.9959        1657.98         804.814         351534          
244             93.0143         -26.9791        -116.648        34.6009         22942.9         1842.72         -84.0248        1654.14         807.7           352360          
244.5           92.9919         -26.829         -116.639        34.6005         22538.4         1840.28         -84.0391        1650.08         810.446         353184          
245             92.9372         -26.3828        -116.63         34.6002         22132.5         1837.56         -84.0336        1645.79         812.988         354006          
245.5           92.8702         -25.8421        -116.621        34.5998         21725.5         1834.55         -83.9946        1641.35         815.159         354826          
246             92.8387         -25.6269        -116.612        34.5994         21317.4         1831.21         -83.9266        1636.68         817.042         355644          
246.5           92.8465         -25.768         -116.603        34.599          20908.5         1827.52         -83.8362        1631.72         818.703         356460          
247             92.8966         -26.288         -116.594        34.5987         20498.7         1823.47         -83.7303        1626.43         820.226         357273          
247.5           92.9877         -27.1515        -116.585        34.5983         20088.3         1819.05         -83.6214        1620.69         821.766         358083          
248             93.0507         -27.748         -116.576        34.5979         19677           1814.21         -83.5193        1614.44         823.4           358890          
248.5           93.06           -27.8901        -116.568        34.5975         19264.9         1808.96         -83.4033        1607.76         824.908         359694          
249             93.0118         -27.5504        -116.559        34.5972         18852.1         1803.27         -83.2611        1600.72         826.157         360495          
249.5           92.9262         -26.9195        -116.55         34.5968         18438.8         1797.11         -83.0616        1593.47         826.79          361292          
250             92.8974         -26.7644        -116.542        34.5964         18025.4         1790.46         -82.8072        1585.92         826.896         362086          
250.5           92.9391         -27.1823        -116.533        34.596          17612           1783.29         -82.5239        1577.93         826.722         362876          
251             93.0444         -28.0926        -116.525        34.5957         17198.7         1775.59         -82.2466        1569.28         826.638         363661          
251.5           93.0963         -28.5661        -116.516        34.5953         16785.3         1767.32         -81.9887        1559.87         826.738         364443          
252             93.0601         -28.3619        -116.508        34.5949         16372           1758.44         -81.7032        1549.91         826.561         365219          
252.5           92.9642         -27.7125        -116.499        34.5946         15958.9         1748.92         -81.3279        1539.71         825.48          365990          
253             92.9518         -27.7055        -116.491        34.5942         15546.6         1738.74         -80.8708        1529.15         823.625         366757          
253.5           93.0447         -28.4875        -116.483        34.5938         15135.3         1727.86         -80.3899        1517.93         821.545         367518          
254             93.1179         -29.1034        -116.474        34.5935         14724.9         1716.26         -79.9811        1505.52         820.106         368273          
254.5           93.0697         -28.8368        -116.466        34.5931         14315.3         1703.92         -79.5396        1492.43         818.324         369022          
255             92.985          -28.3196        -116.458        34.5928         13906.9         1690.8          -78.9369        1479.3          815.01          369764          
255.5           93.0326         -28.7537        -116.45         34.5924         13500.4         1676.87         -78.2627        1465.61         811.028         370500          
256             93.1306         -29.5328        -116.442        34.5921         13095.7         1662.13         -77.6845        1450.52         807.862         371228          
256.5           93.0814         -29.2824        -116.434        34.5917         12692.6         1646.55         -77.1028        1434.51         804.585         371949          
257             93.0189         -28.9501        -116.427        34.5914         12291.6         1630.11         -76.2853        1418.73         799.164         372662          
257.5           93.1135         -29.6968        -116.419        34.591          11893.5         1612.8          -75.4695        1401.95         793.706         373367          
258             93.1246         -29.8715        -116.411        34.5907         11497.7         1594.61         -74.7778        1383.6          789.216         374063          
258.5           93.0462         -29.4612        -116.404        34.5903         11104.6         1575.54         -73.8563        1365.39         782.676         374750          
259             93.1319         -30.1238        -116.396        34.59           10715.1         1555.64         -72.9108        1346.39         775.853         375428          
259.5           93.1037         -30.0513        -116.389        34.5897         10328.6         1535.09         -72.0991        1326.03         770.044         376095          
260             93.1035         -30.1615        -116.382        34.5894         9945.64         1513.93         -70.9734        1306.5          761.575         376753          
260.5           93.1286         -30.4399        -116.375        34.5891         9566.47         1492.18         -70.1146        1285.04         755.215         377401          
261             93.1268         -30.5462        -116.368        34.5887         9191.08         1469.88         -68.959         1264.44         746.321         378039          
261.5           93.1195         -30.6221        -116.361        34.5884         8819.69         1447.09         -67.949         1242.56         738.563         378665          
262             93.1339         -30.8361        -116.355        34.5881         8452.54         1423.83         -66.8496        1220.65         729.963         379281          
262.5           93.1409         -31.0081        -116.348        34.5878         8089.67         1400.17         -65.7522        1198.26         721.33          379886          
263             93.1461         -31.1719        -116.341        34.5875         7731.24         1376.13         -64.6216        1175.65         712.334         380479          
263.5           93.1513         -31.3387        -116.335        34.5872         7377.38         1351.73         -63.4651        1152.76         703.055         381062          
264             93.1564         -31.5085        -116.329        34.587          7028.22         1327            -62.3014        1129.61         693.561         381632          
264.5           93.1612         -31.6813        -116.323        34.5867         6683.87         1302            -61.0906        1106.27         683.835         382191          
265             93.1662         -31.8575        -116.317        34.5864         6344.42         1276.79         -59.9071        1082.78         673.932         382739          
265.5           93.1709         -32.037         -116.311        34.5861         6009.96         1251.42         -58.669         1059.19         663.867         383275          
266             93.1757         -32.2203        -116.305        34.5859         5680.57         1225.94         -57.4621        1035.53         653.683         383798          
266.5           93.1802         -32.4072        -116.3          34.5856         5356.31         1200.42         -56.225         1011.89         643.37          384311          
267             93.1847         -32.598         -116.294        34.5854         5037.21         1174.91         -54.9794        988.278         633.011         384811          
267.5           93.1892         -32.7929        -116.289        34.5851         4723.31         1149.46         -53.7607        964.753         622.594         385299          
268             93.1935         -32.9919        -116.284        34.5849         4414.63         1124.12         -52.5337        941.371         612.138         385776          
268.5           93.1977         -33.1953        -116.279        34.5847         4111.17         1098.94         -51.2956        918.158         601.689         386241          
269             93.2018         -33.4031        -116.274        34.5844         3812.93         1073.97         -50.066         895.15          591.276         386695          
269.5           93.2058         -33.6156        -116.269        34.5842         3519.88         1049.24         -48.8531        872.387         580.914         387137          
270             93.2097         -33.8329        -116.264        34.584          3232.01         1024.8          -47.6552        849.906         570.619         387568          
270.5           93.2136         -34.055         -116.26         34.5838         2949.26         1000.68         -46.4705        827.737         560.412         387988          
271             93.2173         -34.2822        -116.255        34.5836         2671.59         976.908         -45.298         805.894         550.302         388397          
271.5           93.2209         -34.5145        -116.251        34.5834         2398.96         953.387         -44.1331        784.306         540.242         388795          
272             93.2245         -34.7522        -116.247        34.5832         2131.35         930.14          -42.9776        762.991         530.243         389182          
272.5           93.2279         -34.9954        -116.243        34.583          1868.71         907.209         -41.8368        741.983         520.325         389559          
273             93.2313         -35.2442        -116.239        34.5828         1611            884.628         -40.7173        721.309         510.512         389925          
273.5           93.2346         -35.4989        -116.235        34.5826         1358.17         862.432         -39.6207        700.992         500.828         390281          
274             93.2377         -35.7596        -116.231        34.5824         1110.15         840.648         -38.5361        681.052         491.296         390627          
274.5           93.2408         -36.0265        -116.227        34.5823         866.855         819.302         -37.4551        661.519         481.918         390963          
275             93.2437         -36.2995        -116.224        34.5821         628.211         798.415         -36.4001        642.418         472.695         391289          
275.5           93.2466         -36.5789        -116.22         34.5819         394.129         778.005         -35.3873        623.745         463.661         391606          
276             93.2494         -36.8649        -116.217        34.5818         164.514         758.087         -34.3802        605.506         454.836         391914          
-1.0            93.2513         -37.0778        -116.215        34.5817         -0.340469       743.864         -33.6661        592.491         448.503         392133          
